,timbre_mean_1,timbre_mean_2,timbre_mean_3,timbre_mean_4,timbre_mean_5,timbre_mean_6,timbre_mean_7,timbre_mean_8,timbre_mean_9,timbre_mean_10,timbre_mean_11,timbre_mean_12
0,51.41621751412428,0.7890527306968005,-0.42535499058380366,9.809983992467037,32.83406685499058,-8.829206214689268,-17.659126177024493,-6.34498587570621,-12.314605461393594,2.5813775894538553,-15.797377589453852,-3.4118851224105446
1,46.06145683930944,17.360664010624195,-32.80576228419653,6.320224435590975,20.034128818061056,-42.50599468791496,-7.5441248339973495,2.1401633466135466,-2.661126162018593,5.581427622841962,-14.030548472775553,-2.246650730411688
2,49.41078054862845,35.450819201995,-2.386008728179555,-3.654360349127178,44.77395511221939,-16.880074812967578,-12.74108977556111,-4.4675635910224365,-9.034274314214459,-2.711271820448879,-14.316276807980035,1.7950723192019937
3,50.752320053120854,80.47475166002657,12.532839309428939,8.914087649402381,26.91507436918988,-24.55921513944223,25.223766268260295,6.320966799468789,-14.01924701195218,0.06561885790172634,-9.005111553784863,0.4371288180610884
4,46.62613602015118,5.873881612090678,-17.4106297229219,-7.523472292191448,15.55717506297231,-1.358609571788413,-11.401107052896734,1.3343022670025193,-6.737308564231744,-4.042596977329985,-12.50003904282116,-6.117561712846348
5,50.81708546059929,11.487678135405112,5.633457269700336,-1.902102108768034,36.35970477247499,-34.63171365149833,6.184776914539403,-2.751495005549388,-10.408428412874597,3.4050177580466086,-10.82220199778024,-9.439328523862379
6,52.186492639843,61.34977330716389,18.984345436702675,10.371586849852791,38.35203631010799,-10.989619234543683,-2.651866535819438,5.171817468105985,-12.128405299313052,8.3322806673209,-16.987450441609436,-3.100140333660447
7,43.469154043645666,-19.55059435173298,2.8161540436457004,-3.469564826700901,49.64667907573814,-4.277546854942236,-11.13069319640565,7.908093709884467,-15.727350449294,2.051750962772787,-17.18613607188706,-7.833933247753529
8,50.55185621761657,38.69969948186525,16.15902461139894,-8.273562176165793,18.140345854922288,-19.954549222797937,-5.944591968911919,-1.2522733160621793,0.4252836787564763,-2.3373873056994827,-9.78572538860104,2.919703367875647
9,49.50628342857153,27.307373714285767,9.710963428571429,-4.648357714285712,15.929915428571416,-25.00680914285713,9.158057142857151,-0.26739428571428686,-14.816722285714278,-1.7651725714285715,-10.63697942857143,3.579373714285715
10,47.61913067150633,2.5052568058076257,-23.78988294010894,-6.211430127041744,10.814931941923778,-14.422685117967319,1.4967005444646069,-2.3033511796733195,0.6189963702359359,5.903085299455542,-18.605117059891075,-1.0672958257713245
11,50.114531051964455,2.6597224334600793,0.27177820025348837,-6.863410646387827,18.515490494296593,-29.219263624841556,18.175937896070966,6.504106463878324,-16.432567807351063,-0.6924474017743975,-8.871782002534855,-3.7908504435994863
12,45.569820658342856,-29.735161180476734,-13.490440408626561,10.526297389330315,42.183992054483575,-23.430635641316663,-1.329861520998864,1.4960919409761622,-8.5905334846765,6.063830874006807,-8.300119182746878,-4.669738933030642
13,49.2642741258741,22.174502097902117,12.670946853146845,-0.03723216783216578,36.50133706293707,-32.0403706293706,10.892116083916079,-0.7623664335664337,-13.266369230769232,0.7460895104895113,-10.722674125874114,-6.116717482517481
14,49.32952731591448,47.26321733966747,5.454902612826603,-6.77374465558195,21.841966745843237,-28.872595011876488,-14.668608076009493,4.438566508313542,-7.206375296912109,-0.25505700712589124,-4.077643705463187,8.482756532066519
15,42.365230419977365,-27.087766174801402,-49.431104426787726,-21.04957321225877,9.55255391600455,-19.699267877412037,-8.449147559591356,-7.002232690124865,-12.870141884222486,-5.182158910329172,-9.6160612939841,0.10081498297389169
16,46.93356580427455,-14.432402699662548,-15.23540157480313,-4.8440247469066415,9.05913048368954,-20.446946006749187,15.521730033745774,-7.3541878515185735,-4.8170247469066325,2.713752530933631,-16.796518560179976,0.3170281214848146
17,49.14751027811374,40.86461185006045,-40.11602418379685,-2.426519951632409,29.57429383313179,-16.812662636033856,-4.9844812575574355,-3.9735610640870593,0.4953361547763014,1.9072902055622754,-18.354916565900865,2.051143893591295
18,46.93267829787228,75.31714893617026,4.452618723404257,15.39019574468087,16.56248595744683,-12.771697872340424,3.6163931914893617,6.878445957446824,-10.363801702127645,5.296790638297871,-16.57676340425534,1.5849914893617054
19,49.23975700934578,10.871877169559417,-12.020708945260353,3.2031722296395255,18.40660347129506,-28.688202937249667,1.5883004005340469,5.354595460614156,-7.344263017356471,4.953946595460608,-11.91737917222963,-1.8441228304405881
20,46.671065482796855,23.791129855715877,-0.17132963374028662,-7.52734961154273,37.86684128745838,-12.580648168701442,-2.931559378468369,-2.9672841287458405,-8.387935627081022,-2.3753773584905638,-15.59702885682575,-2.3216836847946736
21,51.29111385199239,61.109078747628104,12.835735294117649,8.695684060721073,36.73717836812146,-14.657851992409862,-2.3275161290322575,5.218004743833026,-10.53426755218216,4.843217267552176,-15.20592504743834,-1.0202314990512347
22,47.15235974842772,53.205094339622654,-3.7518566037735863,-2.8581484276729565,-8.323315723270442,-8.03457232704403,-3.5822276729559754,1.5423559748427664,-9.723113207547158,2.7184880503144653,-14.49344025157231,-5.8265647798742135
23,51.42655747126435,35.19463793103448,23.643646551724153,-5.096916666666668,29.988034482758646,-29.356479885057492,14.152020114942534,2.6855258620689657,-0.030704022988506104,4.959544540229888,-10.88541522988505,2.1330488505747116
24,53.745664943123025,35.566466390899684,9.427868665977236,12.910024819027928,38.61106204756982,-37.76829472595657,-2.3750155118924474,-0.8597890382626672,-11.839080661840757,0.7477859358841777,-8.345733195449842,5.088671147880044
25,46.009770100502536,-0.8801532663316537,8.250428391959797,-17.286873115577887,20.830290201005017,-15.161203517587955,8.714645728643218,5.8551771356783915,-10.94400753768845,-5.431716080402011,-12.115239949748746,-6.542559045226137
26,49.77352847682126,22.65670331125828,-15.632872847682114,-12.664402649006629,24.334425165562905,-24.69567417218545,4.373068874172187,3.7414450331125853,-2.9584066225165566,3.703837086092719,-13.102733774834455,-3.803943046357616
27,47.97267832167829,-16.80360139860139,7.951538461538464,-12.935037762237755,32.57893146853146,-18.474587412587404,1.3664181818181813,1.0436181818181818,-21.360365034964993,-7.2088517482517505,-11.431728671328674,-4.101055944055948
28,48.174301047120416,15.043019633507859,5.95080759162304,11.896345549738221,48.9714908376963,-25.916616492146584,-1.1476636125654425,2.4633835078534023,-14.661748691099495,0.3063782722513094,-14.62357460732982,-10.464893979057608
29,49.93909655172415,-15.679591724137934,0.5307448275862104,-25.57473655172417,21.221924137931044,-11.285315862068975,-2.761393103448281,-0.6249958620689656,-3.599744827586202,-12.106102068965518,-13.072463448275872,-3.053848275862072
30,47.529797342192765,27.213675526024375,-7.62101771871538,-16.07005869324475,30.834110741971195,-28.51936655592468,1.6691196013289051,-0.37075083056478564,-4.885957918050943,-0.05225913621262522,-11.372746400885962,-4.97350830564784
31,47.52702473118276,25.103615053763434,-14.272854838709682,-3.7597870967741924,29.44408494623654,-12.583837634408631,6.175808602150532,-0.733817204301075,-12.315175268817217,-0.8925182795698936,-12.623315053763427,-14.481023655913981
32,50.36960260260265,52.78130930930926,7.189312312312315,-0.16922322322322245,13.148904904904917,-22.373623623623605,-4.227749749749754,-6.0321581581581505,-19.677554554554582,2.455346346346342,-13.53555455455455,-7.308524524524517
33,47.05424022346368,58.43317597765358,-49.32639664804466,3.932455307262566,17.505168994413424,0.2001983240223442,12.143427374301673,9.959835195530728,-4.324446927374307,5.131988826815644,-32.15884636871509,-1.075924581005586
34,49.6959374110953,42.83654765291606,-30.457012802275955,-16.349669985775247,16.67074822190611,-18.78547652916072,-14.416541963015641,-3.5236827880512114,-5.305029871977239,3.9431536273115193,-14.080425320056895,-2.832546230440972
35,46.191990253411284,-43.13956920077978,-24.821251461988307,-20.172674463937636,23.482460038986346,-22.926732943469784,7.778894736842107,2.3410409356725146,-6.175619883040936,-5.586836257309939,-10.757594541910333,1.026175438596491
36,45.58958420441345,-4.517991869918698,3.561609756097553,0.23885133565621125,35.43790592334494,-13.977617886178859,0.6425121951219512,-0.750794425087108,-7.951471544715446,-5.591727061556333,-13.60770847851337,-3.980141695702673
37,49.72099241706162,16.824190521327015,-2.4680729857819923,3.747580094786722,13.926006635071076,-22.8019516587678,0.7837905213270111,-5.277165876777254,-6.767168720379148,-8.056177251184836,-10.026796208530811,-0.8262578199052129
