,song,analysis_url,track_href,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,International,Unknown,electronic,folk,hip hop,house,indie,latino,metal,pop,punk,r&b,rap,rock,popularity,mean_timbre1,median_timbre1,std_timbre1,min_timbre1,max_timbre1,range_timbre1,80Percentile_timbre1,mean_timbre2,median_timbre2,std_timbre2,min_timbre2,max_timbre2,range_timbre2,80Percentile_timbre2,mean_timbre3,median_timbre3,std_timbre3,min_timbre3,max_timbre3,range_timbre3,80Percentile_timbre3,mean_timbre4,median_timbre4,std_timbre4,min_timbre4,max_timbre4,range_timbre4,80Percentile_timbre4,mean_timbre5,median_timbre5,std_timbre5,min_timbre5,max_timbre5,range_timbre5,80Percentile_timbre5,mean_timbre6,median_timbre6,std_timbre6,min_timbre6,max_timbre6,range_timbre6,80Percentile_timbre6,mean_timbre7,median_timbre7,std_timbre7,min_timbre7,max_timbre7,range_timbre7,80Percentile_timbre7,mean_timbre8,median_timbre8,std_timbre8,min_timbre8,max_timbre8,range_timbre8,80Percentile_timbre8,mean_timbre9,median_timbre9,std_timbre9,min_timbre9,max_timbre9,range_timbre9,80Percentile_timbre9,mean_timbre10,median_timbre10,std_timbre10,min_timbre10,max_timbre10,range_timbre10,80Percentile_timbre10,mean_timbre11,median_timbre11,std_timbre11,min_timbre11,max_timbre11,range_timbre11,80Percentile_timbre11,mean_timbre12,median_timbre12,std_timbre12,min_timbre12,max_timbre12,range_timbre12,80Percentile_timbre12,pt_position,au_position,pe_position,us_position,fr_position,lt_position,is_position,lv_position,ph_position,sk_position,sg_position,cl_position,uy_position,lu_position,gb_position,se_position,br_position,hk_position,co_position,do_position,ar_position,pa_position,de_position,gt_position,at_position,ca_position,gr_position,ie_position,hn_position,jp_position,hu_position,pl_position,dk_position,it_position,tw_position,tr_position,mx_position,my_position,sv_position,nl_position,cz_position,py_position,be_position,cr_position,bo_position,no_position,id_position,es_position,fi_position,nz_position,global_position,ee_position,ch_position,ec_position
174,Bang My Head (feat. Sia & Fetty Wap),https://api.spotify.com/v1/audio-analysis/53Y0kdCa1CZ9gRqEuknfwy,https://api.spotify.com/v1/tracks/53Y0kdCa1CZ9gRqEuknfwy,spotify:track:53Y0kdCa1CZ9gRqEuknfwy,David Guetta,0.0525,0.599,193333,0.8690000000000001,0.00719,0,0.103,-3.697,1,0.0789,108.061,0.593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,52.189477777777775,53.91,6.5845205618748786,0.0,59.571000000000005,59.571000000000005,56.0476,44.71924197530865,56.3025,64.6750743192706,-184.835,209.547,394.38199999999995,98.3618,2.003864197530864,6.0425,41.61451150300108,-123.882,197.174,321.0560000000001,31.1076,-4.850187654320988,-4.3925,36.90417975520242,-169.64700000000002,138.674,308.32099999999997,16.34440000000003,28.139640740740735,27.011999999999997,22.550232404004987,-38.154,121.751,159.905,46.6536,-33.81725432098766,-35.8255,29.156899959341093,-150.606,94.595,245.201,-14.258999999999995,5.662340740740741,7.098,24.20462573885351,-69.21,80.56,149.76999999999995,25.8972,3.8154172839506177,4.4415,18.65373644267517,-73.27,84.198,157.468,18.1146,-2.3130160493827163,-1.7835,17.576768579288572,-98.49799999999999,57.181000000000004,155.679,12.1484,5.768217283950618,5.8095,15.598038193507572,-51.599,58.711999999999996,110.311,17.219200000000015,-8.20806049382716,-7.800499999999999,15.654644684172762,-62.964,59.588,122.552,3.838400000000004,4.09314074074074,3.955,13.545844385128524,-40.786,49.958,90.744,14.502000000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,175.0
175,Bad (feat. Vassy) - Radio Edit,https://api.spotify.com/v1/audio-analysis/6PtXobrqImYfnpIxNsJApa,https://api.spotify.com/v1/tracks/6PtXobrqImYfnpIxNsJApa,spotify:track:6PtXobrqImYfnpIxNsJApa,David Guetta,0.00125,0.614,170625,0.972,0.0186,5,0.328,-3.927,0,0.08800000000000001,127.966,0.411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,52.58376945244957,53.8795,5.124683093753324,0.054000000000000006,57.739,57.685,55.5776,70.49603314121038,71.182,38.52393994842945,-133.489,209.87099999999998,343.36,97.169,24.183554755043225,25.993,30.33891966781471,-136.55100000000002,128.378,264.92900000000003,46.8072,-0.3467247838616714,-0.0365,28.011057637251,-127.65700000000001,294.887,422.54400000000004,14.0476,30.819268011527377,28.9795,22.372939291197163,-48.92,102.956,151.876,47.70179999999999,-38.79929250720461,-37.0775,29.17893874747416,-117.79799999999999,100.12299999999999,217.921,-21.821200000000005,28.676240634005765,24.5515,31.470654533330197,-50.342,86.325,136.667,62.979,6.108329971181557,8.1685,17.00998350323033,-68.73899999999999,77.45100000000001,146.19,18.4058,-8.600070605187318,-6.9855,12.12507072034638,-53.672,27.862,81.53399999999998,0.4999999999999996,2.9370172910662817,4.5600000000000005,11.76446208353679,-64.449,31.268,95.71700000000001,11.0346,-11.80870317002882,-12.383,14.494082504980145,-152.601,44.864,197.465,-2.0826000000000007,2.0345778097982707,3.0545,11.337558861140463,-41.927,42.918,84.845,10.381999999999998,,,,,,,,,,,,157.05555555555554,121.25,,,,,,191.5,,134.45454545454547,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7,,,,,,182.33333333333334
176,Ho Hey,https://api.spotify.com/v1/audio-analysis/5BSndweF91KDqyxANsZcQH,https://api.spotify.com/v1/tracks/5BSndweF91KDqyxANsZcQH,spotify:track:5BSndweF91KDqyxANsZcQH,The Lumineers,0.794,0.685,163133,0.466,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,0.353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,43.32650752688172,45.477,9.329546923298548,1.59,55.812,54.222,50.156000000000006,-4.551716129032259,-10.222999999999999,41.68789306959256,-92.141,303.077,395.218,19.574000000000012,2.8834258064516143,-6.211,50.29805107508661,-112.804,145.499,258.303,50.04040000000003,1.577369892473118,3.142,41.806331586433075,-163.291,126.486,289.777,36.86180000000002,32.193070967741946,30.329,25.244654235548225,-28.233,114.06200000000001,142.295,54.50620000000002,-6.282582795698924,-12.802,32.95429345516554,-77.372,136.655,214.02700000000002,23.2108,-0.8315462365591395,-2.169,27.57195350348611,-95.059,82.988,178.047,21.45400000000002,-0.4688236559139783,-0.695,18.77229635562805,-70.705,67.559,138.264,12.6412,0.22016344086021475,1.0190000000000001,14.239625091082187,-52.656000000000006,41.663000000000004,94.319,12.3182,-0.7394645161290323,-0.682,14.483782354696,-54.056999999999995,60.888000000000005,114.945,9.3032,-8.622797849462366,-6.8870000000000005,17.394154259343708,-63.045,59.147,122.192,4.9070000000000045,1.8303204301075269,3.633,13.710495540737885,-47.614,33.713,81.327,12.5002,,,179.0,,,,,,,,,141.28571428571428,176.66666666666666,,,,,,,,171.3,,,,,,,,,,,,,,,,192.63636363636363,,,,,,,,,,,,,,,,,177.0
177,Gold,https://api.spotify.com/v1/audio-analysis/6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/tracks/6ZSO7kPn8IMJFymyticbJO,spotify:track:6ZSO7kPn8IMJFymyticbJO,Kiiara,0.615,0.6,225882,0.412,0.0025,8,0.134,-9.343,1,0.344,113.049,0.408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,42.67811269276393,44.57,6.709813477782825,2.1830000000000003,51.989,49.806000000000004,46.9842,-26.91165954922895,-29.006999999999998,55.47581433229,-189.252,168.08700000000002,357.339,14.8138,-13.96365005931198,-18.644000000000002,63.43656563452876,-151.545,186.15,337.695,36.8064,1.4238042704626332,-2.28,54.360760364226635,-194.30599999999998,176.236,370.542,40.90400000000001,40.811909845788854,36.73,46.3963188348989,-79.02,169.62099999999998,248.641,84.309,-16.43757295373665,-21.609,40.35573722199901,-102.334,158.328,260.66200000000003,11.253000000000002,-3.91070699881376,-0.75,26.78855579732805,-87.99600000000001,80.098,168.09400000000002,17.778000000000006,4.1105693950177935,5.02,26.29185478357293,-100.134,100.34899999999999,200.483,25.00080000000001,-7.2152491103202845,-7.676,20.96436899982253,-70.312,63.771,134.083,10.5896,3.5148149466192167,2.9560000000000004,21.86775263089231,-60.357,71.345,131.702,20.076800000000006,-9.991453143534994,-7.8229999999999995,24.03145724054764,-94.492,84.714,179.20600000000005,9.681800000000004,-0.6214246737841045,-0.478,11.353161049456984,-38.042,48.711999999999996,86.75399999999999,7.6979999999999995,,,174.66666666666666,,,,,,,,,111.9010989010989,121.32352941176471,,,,,,191.14285714285714,170.0,127.60606060606061,,,159.4090909090909,,,,,,,,,,,,,,,,,,119.0,,,,,,99.55263157894737,,,,,,171.90697674418604
178,679 (feat. Remy Boyz),https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap,0.00256,0.618,196693,0.7170000000000001,0.0,7,0.625,-5.738,1,0.318,190.05,0.603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,49.94746127167629,50.817,4.531199950931423,7.814,57.312,49.498000000000005,52.9054,75.90903699421966,74.544,52.20364353127882,-141.686,281.047,422.73300000000006,117.43800000000002,10.519648554913292,7.65,61.38325209952207,-171.537,333.855,505.39200000000005,55.17640000000001,2.8528508670520227,0.040999999999999995,50.328265754668685,-180.87900000000002,205.646,386.525,38.459000000000024,6.515615028901733,4.271,41.71600228682027,-114.795,146.57399999999998,261.369,40.751600000000025,-13.223514450867052,-16.333,30.955335500063114,-95.98200000000001,109.598,205.58,8.9412,1.8729063583815029,1.732,29.586911205878287,-92.696,118.022,210.718,26.3304,6.538845086705201,6.313,28.40842356077457,-97.01899999999999,102.56,199.579,28.886999999999997,-22.614483236994214,-24.024,23.97304854914978,-95.54,55.475,151.015,-3.486999999999981,2.468031213872832,1.197,21.263836935806104,-56.615,85.14399999999999,141.759,16.812400000000007,-15.92606936416185,-13.84,21.304454884394488,-92.56,55.974,148.534,1.2500000000000009,-10.248835838150288,-9.533999999999999,16.877879268291267,-65.155,40.429,105.584,4.9836,,,113.10714285714286,,,,,,,,,124.8125,86.47169811320755,,,,,,117.7875,100.66037735849056,108.0,125.86440677966101,,138.96,,,,,80.01923076923077,,,,,,,,150.2,,79.61764705882354,,,78.15217391304348,,,,,,113.01923076923077,,,,,,111.64893617021276
179,Runaway (U & I),https://api.spotify.com/v1/audio-analysis/46lFttIf5hnUZMGvjK0Wxo,https://api.spotify.com/v1/tracks/46lFttIf5hnUZMGvjK0Wxo,spotify:track:46lFttIf5hnUZMGvjK0Wxo,Galantis,0.007109999999999998,0.506,227074,0.805,0.00193,1,0.0856,-4.119,1,0.0469,126.008,0.383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,50.6361067146283,52.4805,7.6540748505060465,0.064,60.442,60.378,56.5678,51.2039040767386,70.8835,68.42868467096932,-244.671,184.30599999999998,428.977,97.4712,43.02142805755396,34.4575,51.61279648588851,-102.589,220.162,322.751,81.30760000000005,-2.7985743405275785,-3.846,28.36727318152495,-82.637,91.56,174.197,20.19320000000002,22.83767026378897,19.032,32.65208106482183,-56.141000000000005,154.9,211.041,46.9748,-32.712833333333336,-33.23,20.930973115079116,-89.75,64.581,154.33100000000005,-19.463999999999988,12.5571139088729,14.224,26.236593819960607,-78.35600000000001,90.17200000000001,168.528,33.98480000000001,2.70844004796163,3.4685,17.668011502911956,-73.797,112.449,186.246,15.2736,-9.947342925659473,-9.6795,21.851171685433417,-71.512,45.338,116.85,8.992200000000008,0.1870479616306955,0.5965,12.803732086693302,-42.388999999999996,52.282,94.671,9.438800000000002,-9.530099520383693,-9.4275,13.675534679955357,-61.961999999999996,51.411,113.37299999999999,1.8770000000000029,-1.8632505995203836,-1.2639999999999998,16.528977209382287,-53.74100000000001,51.3,105.041,10.812800000000014,100.92307692307692,86.95161290322581,130.0,89.76388888888889,101.31192660550458,28.0,39.5,24.64864864864865,81.68852459016394,27.22222222222222,107.29661016949153,115.97674418604652,103.24242424242425,13.6,98.85826771653544,92.74074074074075,146.24,101.8076923076923,111.01612903225806,107.55223880597015,108.62962962962963,83.28,101.34228187919463,107.81318681318682,86.75,99.3425925925926,41.450980392156865,91.24590163934427,83.89090909090909,117.33766233766234,82.09565217391304,,89.33082706766918,103.18888888888888,105.95959595959596,68.0576923076923,157.70833333333334,95.28358208955224,75.625,97.54471544715447,86.11864406779661,104.97872340425532,85.37007874015748,100.7936507936508,77.16666666666667,92.42424242424242,96.47297297297297,124.09677419354838,96.72151898734177,93.79856115107914,102.3963963963964,27.71794871794872,76.74311926605505,115.85106382978724
180,Hands To Myself,https://api.spotify.com/v1/audio-analysis/1LoriJC05IrHIDwj3q0KC1,https://api.spotify.com/v1/tracks/1LoriJC05IrHIDwj3q0KC1,spotify:track:1LoriJC05IrHIDwj3q0KC1,Selena Gomez,0.0165,0.8029999999999999,200680,0.504,5.25e-06,5,0.335,-7.218,0,0.0979,111.014,0.498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,45.51146214099217,47.205,8.48069412142684,0.0,57.456,57.456,52.71,27.427071801566587,37.0015,71.25364200596096,-266.841,198.46,465.301,76.717,-21.711506527415146,-21.144000000000002,63.52384307820877,-198.325,164.137,362.462,29.738000000000003,0.2669778067885119,-3.7155,61.46879806303462,-163.72899999999998,269.82099999999997,433.55000000000007,41.17100000000001,18.269792428198432,15.437000000000001,32.698375134213464,-65.52199999999999,129.13,194.65200000000002,44.292,-22.8913772845953,-26.9155,43.51596605319748,-125.288,172.562,297.85,6.138999999999999,1.921109660574412,4.231,29.92363835953188,-102.876,99.49799999999999,202.374,26.164,6.492321148825065,7.5755,36.3819292400562,-177.80700000000002,149.387,327.194,30.109,-1.3394530026109663,-1.044,20.791989963243136,-83.9,77.923,161.82299999999998,15.845,6.200154046997388,5.3455,22.990589924931765,-83.208,124.81299999999999,208.021,22.701,-15.625591383812013,-11.717,28.669078923057146,-156.659,62.946999999999996,219.606,5.462999999999999,-2.7647793733681456,-3.743,14.235207864291075,-50.056999999999995,40.510999999999996,90.568,9.221,,,189.0,,,,,,,,,,,,,,,,,103.45205479452055,179.41176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.375
181,White Iverson,https://api.spotify.com/v1/audio-analysis/2N0NifjyXAdMOB4KBGvBJ6,https://api.spotify.com/v1/tracks/2N0NifjyXAdMOB4KBGvBJ6,spotify:track:2N0NifjyXAdMOB4KBGvBJ6,Post Malone,0.236,0.669,255173,0.521,0.0,7,0.0802,-8.732000000000001,1,0.0366,130.071,0.327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,46.29616732283464,48.093,7.076800017087214,0.012,54.751000000000005,54.739,50.902,8.926770669291338,20.495,73.77799251007377,-273.041,178.304,451.345,60.391000000000005,0.9376053149606316,3.543,63.477690223130466,-222.41099999999997,224.43099999999998,446.842,59.52,-5.868888779527559,-5.635,47.45825886760407,-214.165,213.176,427.341,27.305999999999997,24.98172145669291,25.556,32.47840470550757,-78.015,121.854,199.86900000000003,52.643,-24.758243110236226,-25.648000000000003,26.769308541100816,-106.226,78.627,184.85299999999998,-5.702000000000001,-2.9447854330708663,-5.1869999999999985,28.82650745689845,-74.655,96.78,171.435,21.291999999999998,-3.6260935039370086,-6.5835,30.401101945523035,-98.34100000000001,112.818,211.15900000000002,16.672,-17.788951771653547,-19.518,19.89382620031708,-73.404,50.973,124.37700000000001,-1.159,-3.613091535433071,-3.565,19.666523918223838,-97.13600000000001,80.135,177.27100000000004,12.519,-10.35323622047244,-9.552499999999998,17.955520947315215,-83.539,50.295,133.834,4.4639999999999995,-2.58710531496063,-1.9925,17.08698501950599,-62.191,47.873000000000005,110.064,12.145,150.6,147.33333333333334,159.51724137931035,149.7173913043478,,,,,150.30434782608697,,147.1184210526316,179.66666666666666,180.0,,142.76344086021504,179.29166666666666,180.30769230769232,160.92,172.56,118.5,180.2,,,139.92857142857142,190.33333333333334,154.0566037735849,52.0,132.09183673469389,,138.83,120.27586206896552,137.03370786516854,166.88888888888889,178.2,145.0,140.93333333333334,170.03125,156.63636363636363,,135.5,145.46666666666667,,156.5,144.95402298850576,,171.8421052631579,157.90625,,,151.85185185185185,153.07462686567163,,157.28571428571428,179.0909090909091
182,Do I Wanna Know?,https://api.spotify.com/v1/audio-analysis/3jfr0TF6DQcOLat8gGn7E2,https://api.spotify.com/v1/tracks/3jfr0TF6DQcOLat8gGn7E2,spotify:track:3jfr0TF6DQcOLat8gGn7E2,Arctic Monkeys,0.18600000000000005,0.5479999999999999,272394,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,47.46938274605103,47.951,5.818608633779414,0.0,57.626999999999995,57.626999999999995,52.7036,7.8357290400972035,9.477,39.96612679260581,-114.273,221.081,335.35400000000004,38.56380000000001,13.297007290400972,17.891,39.9045442436724,-153.85299999999998,149.316,303.16900000000004,42.6806,-5.606972053462941,-11.591,44.40650982544915,-122.545,300.941,423.486,14.427200000000004,-0.2534860267314704,-1.411,22.681814410762296,-65.58800000000001,96.56700000000001,162.15499999999997,18.0964,-19.48145808019441,-23.223000000000003,30.600045699111828,-192.735,222.324,415.059,-5.1584,-2.558374240583232,-2.717,24.244524202066945,-83.929,72.0,155.929,16.202399999999994,1.5133061968408263,1.13,19.990729570276567,-77.97800000000001,101.757,179.735,15.134,-4.277003645200487,-2.32,15.076493664035008,-56.68,52.597,109.277,7.9694,1.7253560145808018,1.379,15.757433327560825,-75.833,75.223,151.05599999999995,12.846800000000002,-10.235330498177401,-7.8389999999999995,16.96657821149239,-135.619,43.251000000000005,178.87,0.9244000000000004,-1.0689756986634265,-0.505,13.951947821504714,-46.103,41.838,87.941,10.3872,,,195.0,,,,,,,,,157.0,135.0,,,,,,,,,,,163.5,,,,,,,,,,,,,,,,,,,,123.0,,,,165.5,,,,,,191.5
183,Dangerous (feat. Sam Martin),https://api.spotify.com/v1/audio-analysis/2w2lfwoTELQyN940qM7Nfd,https://api.spotify.com/v1/tracks/2w2lfwoTELQyN940qM7Nfd,spotify:track:2w2lfwoTELQyN940qM7Nfd,David Guetta,0.417,0.466,203641,0.747,9.76e-06,4,0.107,-4.838,0,0.0795,92.161,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,49.65523375,51.6695,7.10444949602789,0.217,59.323,59.106,54.718999999999994,47.0168925,57.6465,57.3386498333667,-137.881,314.384,452.265,92.1998,63.889205,59.9115,56.14352802559235,-93.79899999999999,257.115,350.914,111.2132,6.61459125,6.0924999999999985,37.544577900266425,-131.58,244.658,376.23800000000006,35.61580000000001,36.72975125,34.6545,33.866909572831915,-43.68600000000001,147.68200000000002,191.368,65.33940000000004,-20.3907725,-22.4615,24.45669908467297,-100.814,90.029,190.843,-3.9489999999999954,-7.16688125,-10.011000000000001,32.42419687138987,-84.427,97.815,182.242,19.811000000000007,0.5737599999999998,1.082,20.180883512866824,-68.057,118.056,186.113,16.6372,-12.5654725,-9.832999999999998,19.717109064382228,-73.258,42.571000000000005,115.829,3.6186,-5.86735125,-5.5455000000000005,15.17453530830099,-53.915,46.011,99.926,5.7896,-6.79794625,-6.024,14.281160701720324,-69.545,52.073,121.618,4.061600000000001,-0.37181374999999983,-0.679,15.903129881223409,-48.062,44.718,92.78,12.226000000000004,,,172.14285714285714,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,184.0
184,Love Me Harder,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,Ariana Grande,0.00937,0.472,236133,0.7140000000000001,0.0,1,0.0764,-4.3889999999999985,0,0.0334,98.992,0.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,51.619969849246225,53.6715,6.32980031769605,0.034,59.419,59.385,55.958,33.68122361809045,35.7145,44.62807948776844,-200.145,170.422,370.56699999999995,65.814,-3.3751595477386926,-2.9115,36.68347018470831,-120.87700000000001,155.31799999999998,276.195,24.151,-23.9560716080402,-22.587,29.987352483103226,-156.90200000000002,178.57,335.472,-2.8680000000000003,27.80893844221105,26.7935,29.72735650632681,-57.953,139.08,197.033,46.82899999999999,-30.242660804020105,-30.8345,20.28304788531822,-104.87100000000001,64.29899999999999,169.17000000000004,-16.968,-2.7505288944723607,0.667,26.940012045290946,-95.97399999999999,76.495,172.46900000000002,19.793,-2.3405929648241206,-1.2895,17.106720986859578,-71.077,57.096000000000004,128.173,9.767000000000001,2.8902613065326634,2.1925,16.844947143084983,-51.585,51.361999999999995,102.947,16.753,3.194473618090452,3.1615,13.828951927209918,-45.272,63.95399999999999,109.226,14.265,-13.132644472361807,-11.9805,14.049009463750277,-72.81,29.639,102.449,-2.126,-10.042061557788946,-11.18,14.40669669557777,-48.321999999999996,47.1,95.42200000000001,0.905,,,164.27450980392157,,,,,,,,,115.0,109.29166666666667,,,,,,173.87878787878788,,141.64788732394365,,,148.80392156862746,,,,,,,,,,,,,195.5,,,,,90.60975609756098,,,,,,133.05172413793105,,,,,,168.38709677419354
185,One Last Time,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,spotify:track:7xoUc6faLbCqZO6fQEYprd,Ariana Grande,0.093,0.628,197267,0.593,1.65e-06,8,0.096,-5.0360000000000005,1,0.0323,125.026,0.104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,49.368169096209904,49.503,6.609106551914198,0.0,59.607,59.607,55.295,20.76789795918367,24.6295,55.410444033131256,-246.45,171.13,417.58,64.584,-18.334295918367342,-16.8455,44.62338521416992,-200.718,114.59,315.308,19.811,-25.053833819241987,-22.8535,41.15517072939179,-236.533,406.491,643.024,1.804,31.947683673469395,31.141,25.253371375895878,-36.03,111.617,147.64700000000002,50.854,-30.86452186588921,-31.919,26.557096686547236,-119.485,90.69200000000001,210.17700000000002,-13.155999999999999,1.3931924198250727,2.1895,23.547940440064085,-97.324,77.604,174.928,19.947,-0.11576530612244892,-1.0425,21.9564652038225,-85.027,89.652,174.679,15.847999999999999,0.3196603498542273,0.9415,16.871569531192474,-59.608999999999995,46.733000000000004,106.34200000000001,14.82,0.3309999999999999,1.4405,16.089429838399536,-81.36,48.768,130.128,13.046,-10.788335276967931,-9.911,16.34859939083799,-69.92399999999999,40.546,110.47,1.291,-1.8149358600583088,-2.6020000000000003,14.701122623640106,-50.423,47.655,98.07799999999999,9.8,175.45238095238096,,147.3116883116883,,,,,,64.66037735849056,,97.63636363636364,162.71621621621622,173.85,,152.4,125.25,172.55555555555554,163.6417910447761,166.01470588235293,,136.09615384615384,,,150.09411764705882,146.5,181.0,,148.07843137254903,119.4,158.6,,156.6,,177.0,132.53684210526316,,148.95604395604394,103.34831460674157,103.79411764705883,,176.27272727272728,104.8,161.75862068965517,116.68831168831169,121.07692307692308,,129.28318584070797,191.0,,,178.58536585365854,,188.0,144.09638554216866
186,Send My Love (To Your New Lover),https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb,https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb,spotify:track:4BHzQ9C00ceJxfG16AlNWb,Adele,0.0415,0.69,223080,0.524,3.16e-06,6,0.17,-8.39,0,0.103,164.023,0.562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,44.42907474518686,48.161,9.338648649034274,0.0,55.174,55.174,51.873999999999995,5.207448471121176,14.520999999999999,74.71528054669584,-210.02700000000002,436.121,646.1479999999998,56.6798,-34.384720271800674,-23.953000000000003,63.84951623878927,-191.338,152.132,343.47,18.875999999999998,-13.22129671574179,-10.675,50.924555057867174,-233.515,275.29400000000004,508.809,24.30400000000001,12.400262740656853,9.586,29.770062302104286,-75.35300000000001,131.201,206.554,34.3508,-15.359046432616086,-21.515,40.106140853346474,-106.598,156.014,262.612,13.781600000000005,1.5915956964892406,2.221,32.580040094897406,-120.734,104.147,224.88099999999997,30.4776,3.7316002265005666,3.411,23.754210541276155,-122.588,121.70200000000001,244.29,19.3014,-1.1008992072480182,-1.11,16.720539962400586,-60.198,55.075,115.273,12.294600000000004,2.2493103057757646,1.1340000000000001,18.635947301200176,-78.229,83.509,161.738,15.2534,-13.446668176670439,-11.140999999999998,23.36635024531721,-113.33200000000001,51.606,164.938,3.6624000000000008,-5.380776896942243,-4.246,17.03581378659429,-54.202,46.935,101.137,8.205200000000005,159.92307692307693,178.2173913043478,160.53846153846155,,,,,,163.73076923076923,,150.88505747126436,177.0,,,156.73846153846154,168.0,166.52631578947367,177.875,162.61904761904762,,186.5,,176.58333333333334,155.21052631578948,162.83333333333334,172.0,,156.37974683544303,,,127.0,154.71641791044777,174.72222222222223,159.11111111111111,195.5,,199.0,170.7674418604651,,177.66666666666666,172.3448275862069,,186.1578947368421,143.5531914893617,,198.0,192.0,189.5,,181.31578947368422,170.3913043478261,,179.25,168.35714285714286
187,Somebody That I Used To Know,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,Gotye,0.565,0.857,244973,0.517,0.000195,0,0.102,-6.972,1,0.0384,129.063,0.754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,44.04806610703043,43.788999999999994,8.50119890531559,2.553,59.533,56.98,52.3442,-17.179586568730322,-15.472000000000001,73.37820181426764,-231.153,189.36900000000003,420.522,48.4196,-31.26513431269675,-35.043,46.005277100299594,-139.533,182.41299999999998,321.94599999999997,12.995800000000004,1.7155057712486876,-2.759,54.74885262169086,-149.7,263.36400000000003,413.064,46.286,8.031437565582372,6.267,29.60421067479036,-115.619,130.025,245.644,33.2166,-18.637878279118574,-22.969,37.84683707455114,-107.613,150.804,258.41700000000003,10.035000000000002,-9.187334732423926,-10.037,22.914707121681143,-89.214,90.41,179.62400000000002,8.574600000000002,-0.3198006295907661,1.8530000000000002,25.823116445932477,-122.459,98.031,220.49,18.640400000000007,-3.211476390346275,-2.696,20.341056031280697,-91.31200000000001,71.383,162.695,12.156600000000005,5.212563483735572,6.309,19.16858668873794,-72.406,62.791000000000004,135.197,19.9468,-12.387123819517312,-10.982000000000001,19.74664367319488,-85.40100000000001,55.021,140.422,3.1904000000000017,3.5473179433368314,4.606,14.82804139579915,-37.673,62.018,99.691,15.414800000000005,,,,,,,,,,,187.0625,,,,,,,,171.64,,,,,177.0,,,,,,,157.0,,,,,,193.44444444444446,,,,164.71428571428572,,,189.22222222222223,,180.73076923076923,,,,,,,,176.4047619047619
