,song,analysis_url,track_href,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,International,Unknown,electronic,folk,hip hop,house,indie,latino,metal,pop,punk,r&b,rap,rock,popularity,mean_timbre1,median_timbre1,std_timbre1,min_timbre1,max_timbre1,range_timbre1,80Percentile_timbre1,mean_timbre2,median_timbre2,std_timbre2,min_timbre2,max_timbre2,range_timbre2,80Percentile_timbre2,mean_timbre3,median_timbre3,std_timbre3,min_timbre3,max_timbre3,range_timbre3,80Percentile_timbre3,mean_timbre4,median_timbre4,std_timbre4,min_timbre4,max_timbre4,range_timbre4,80Percentile_timbre4,mean_timbre5,median_timbre5,std_timbre5,min_timbre5,max_timbre5,range_timbre5,80Percentile_timbre5,mean_timbre6,median_timbre6,std_timbre6,min_timbre6,max_timbre6,range_timbre6,80Percentile_timbre6,mean_timbre7,median_timbre7,std_timbre7,min_timbre7,max_timbre7,range_timbre7,80Percentile_timbre7,mean_timbre8,median_timbre8,std_timbre8,min_timbre8,max_timbre8,range_timbre8,80Percentile_timbre8,mean_timbre9,median_timbre9,std_timbre9,min_timbre9,max_timbre9,range_timbre9,80Percentile_timbre9,mean_timbre10,median_timbre10,std_timbre10,min_timbre10,max_timbre10,range_timbre10,80Percentile_timbre10,mean_timbre11,median_timbre11,std_timbre11,min_timbre11,max_timbre11,range_timbre11,80Percentile_timbre11,mean_timbre12,median_timbre12,std_timbre12,min_timbre12,max_timbre12,range_timbre12,80Percentile_timbre12,pt_position,au_position,pe_position,us_position,fr_position,lt_position,is_position,lv_position,ph_position,sk_position,sg_position,cl_position,uy_position,lu_position,gb_position,se_position,br_position,hk_position,co_position,do_position,ar_position,pa_position,de_position,gt_position,at_position,ca_position,gr_position,ie_position,hn_position,jp_position,hu_position,pl_position,dk_position,it_position,tw_position,tr_position,mx_position,my_position,sv_position,nl_position,cz_position,py_position,be_position,cr_position,bo_position,no_position,id_position,es_position,fi_position,nz_position,global_position,ee_position,ch_position,ec_position
254,Viva La Vida,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,0.0941,0.485,242373,0.619,3.31e-06,5,0.109,-7.115,0,0.0289,138.017,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,49.69752763157894,50.508,5.117572963691888,0.006,56.651,56.645,53.41499999999999,20.83929736842105,17.869,35.33634186032089,-70.305,171.0,241.305,49.6128,23.60680921052632,25.309,26.48013546423789,-67.67699999999999,98.45700000000001,166.134,45.34540000000001,-11.417106578947367,-12.311,22.73028357072885,-136.475,142.911,279.386,5.997400000000006,21.58355526315789,20.3095,21.929711154518884,-54.23,121.10600000000001,175.33599999999996,38.646800000000006,-25.693353947368426,-28.691,18.49782467117447,-72.03699999999999,94.366,166.40300000000005,-14.842599999999996,-4.225334210526315,-2.0175,21.391912260340188,-80.63600000000001,69.14,149.776,13.6318,2.7069355263157893,2.7215,18.361526916276837,-57.025,77.579,134.60399999999998,14.419600000000004,-4.987676315789472,-4.9369999999999985,16.116609709125587,-48.955,44.538000000000004,93.493,8.711600000000004,0.1575039473684211,0.8605,13.178949946390192,-46.165,51.763000000000005,97.928,9.645400000000006,-5.952493421052632,-5.879,11.28267415809973,-57.424,88.54,145.964,2.0008000000000035,-3.135134210526316,-3.5355,13.339973385335565,-42.571000000000005,41.128,83.699,7.822400000000004,128.171875,154.0909090909091,125.43636363636364,139.94623655913978,131.0204081632653,,,,172.33333333333334,,156.6153846153846,139.5625,155.02083333333334,,157.28947368421052,187.33333333333334,162.125,185.0,130.130081300813,124.7,141.57647058823528,98.18181818181819,146.7,121.66929133858268,123.09302325581395,153.78,65.75,169.23809523809524,79.92307692307692,76.5,112.765625,123.57251908396947,,105.21428571428571,,139.94366197183098,129.77685950413223,148.88636363636363,70.44262295081967,177.71428571428572,122.52631578947368,112.975,133.125,104.06666666666666,75.84210526315789,171.54545454545453,127.38356164383562,143.3859649122807,184.0,129.5875,134.58715596330276,,137.84285714285716,131.77142857142857
255,Love Myself,https://api.spotify.com/v1/audio-analysis/4Y6IdA3e4wwLrbKHDjufaC,https://api.spotify.com/v1/tracks/4Y6IdA3e4wwLrbKHDjufaC,spotify:track:4Y6IdA3e4wwLrbKHDjufaC,Hailee Steinfeld,0.0029,0.616,218773,0.765,0.0,0,0.149,-6.75,0,0.078,122.916,0.343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,49.30199609882965,52.538000000000004,7.183309882452865,0.0,57.167,57.167,54.0632,55.266660598179456,67.043,58.26181079697527,-168.791,171.13,339.921,97.8676,19.459919375812746,19.877,45.12628422922503,-120.868,240.72299999999998,361.591,45.56860000000003,-6.250253576072821,-8.437999999999999,40.48920749226668,-142.18200000000002,332.462,474.644,15.474000000000013,30.07017035110533,23.603,36.71871630908554,-44.449,199.912,244.361,47.83180000000001,-27.97761508452536,-31.559,30.43039290600121,-132.937,201.02599999999998,333.963,-12.596599999999995,17.15167620286086,22.266,27.44498873044059,-91.274,83.12200000000001,174.39600000000004,38.1914,1.6513914174252278,3.64,23.182310724716373,-134.62,88.96700000000001,223.58700000000002,17.6642,-0.07238881664499339,-0.568,13.385728003378118,-60.636,57.614,118.25,11.113,2.573628088426528,2.499,15.874784833766372,-61.768,61.306999999999995,123.075,14.078800000000017,-11.137828348504556,-10.635,19.638212780472358,-95.221,76.782,172.003,2.2868000000000097,-3.7750130039011696,-4.412,13.028773996389134,-44.191,56.315,100.506,5.5982,,,114.01063829787235,,,,,,,,,118.48979591836735,109.68,,,,,,110.40677966101696,86.75,105.93233082706767,89.74509803921569,,104.7910447761194,,,,,83.53846153846153,,,,,,,,132.43333333333334,,86.5,,,77.5813953488372,,159.75,77.34782608695652,,,83.22535211267606,,,192.75,,,92.19047619047619
256,Mr. Brightside,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,The Killers,0.00108,0.33,222587,0.936,0.0,1,0.0926,-3.66,1,0.0917,148.112,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,54.51927288135593,55.4815,3.8477566303695343,14.552999999999999,58.528999999999996,43.976000000000006,56.5778,46.347698305084755,48.958999999999996,29.67089764936595,-100.235,114.84200000000001,215.077,66.795,20.6287,19.7005,27.532277915385066,-175.49900000000002,118.96799999999999,294.467,41.708999999999996,-17.707084745762714,-19.197000000000006,23.28696656769665,-210.643,153.737,364.38,-1.7427999999999997,7.6167559322033895,7.9885,19.22046397616548,-48.743,73.904,122.647,24.199,-28.763049152542372,-30.8565,16.382132124721167,-65.485,180.30599999999998,245.791,-19.166799999999995,-3.7720288135593223,-3.6335,16.400418567442276,-54.754,40.629,95.383,9.627,2.0312728813559318,2.6630000000000003,15.699429531418536,-75.768,63.001999999999995,138.77,13.8876,-8.990622033898306,-8.586500000000001,12.101758409051136,-53.446999999999996,27.923000000000002,81.37,0.6444000000000007,1.6902474576271185,1.4635,11.584277164919698,-39.248000000000005,62.808,102.056,9.8484,-9.544781355932203,-9.2905,11.553000179922075,-79.824,33.719,113.54299999999999,-0.6251999999999945,-9.048691525423731,-8.5675,11.790516498645994,-48.13,24.474,72.604,1.0188000000000017,,,131.80769230769232,,,,,,,,,158.89473684210526,136.57692307692307,,,,,,157.95744680851064,125.26530612244898,145.02,84.6086956521739,,125.30337078651685,,,,,,,,,,,,,124.68055555555556,,,,,124.91666666666667,,130.86170212765958,88.8,,,103.8655462184874,,,,,,124.65789473684211
257,Passionfruit,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,Drake,0.304,0.804,298941,0.459,0.0862,11,0.11,-11.556,1,0.039,111.963,0.3720000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,38.993030528667155,38.457,7.2046036299846925,15.309000000000001,53.934,38.625,46.5754,-44.1415956813105,-43.034,76.4152494784542,-258.82099999999997,255.44799999999998,514.269,28.431200000000025,-81.3508905435592,-89.404,52.675266710697535,-190.61900000000003,112.37899999999999,302.998,-36.15699999999999,4.094460163812362,3.305,53.5119427794765,-229.41099999999997,303.245,532.656,45.87400000000001,12.626887565152645,6.292000000000001,34.943492609068805,-83.064,115.45200000000001,198.516,43.9754,-37.12002606105733,-42.343,34.88589480608904,-198.136,100.037,298.173,-9.738399999999992,-13.757195085629187,-13.43,23.00309275973444,-90.18299999999999,88.374,178.55700000000004,5.200200000000005,-16.65452196574833,-15.78,31.35772553766985,-120.169,82.34,202.509,10.957800000000002,-5.490702903946388,-5.754,15.594055759801725,-53.781000000000006,44.63,98.411,8.417200000000003,0.5260104244229338,2.296,19.093738298883487,-88.24600000000001,64.361,152.607,15.8424,-17.646580044676092,-14.668,22.454482072739626,-95.928,67.691,163.619,1.29,0.9548637379002232,1.839,15.14015026188291,-46.788000000000004,37.214,84.00200000000001,15.69220000000001,147.43421052631578,145.34545454545454,106.60714285714286,,149.16666666666666,,,,137.04761904761904,,84.85576923076923,144.41573033707866,181.0,,162.88571428571427,135.3394495412844,168.4814814814815,55.85333333333333,126.11009174311927,143.35714285714286,173.9795918367347,111.79069767441861,130.65882352941176,104.44117647058823,126.23853211009174,164.54716981132074,,153.88888888888889,92.29411764705883,,119.25384615384615,118.48453608247422,147.01960784313727,128.58823529411765,73.12612612612612,110.0625,126.89719626168224,76.41747572815534,71.47692307692307,157.38297872340425,128.1,114.80188679245283,139.9438202247191,96.48809523809524,104.56923076923077,97.70689655172414,112.28571428571429,147.09195402298852,135.45689655172413,149.8448275862069,137.20212765957447,,122.37956204379562,117.89719626168224
258,Broccoli,https://api.spotify.com/v1/audio-analysis/0qy5D3OJre7SPJNMOL9I71,https://api.spotify.com/v1/tracks/0qy5D3OJre7SPJNMOL9I71,spotify:track:0qy5D3OJre7SPJNMOL9I71,DRAM,0.236,0.8859999999999999,225205,0.525,0.0,8,0.057,-7.39,1,0.132,145.99,0.708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,46.700783216783215,48.01300000000001,6.127833523896906,0.519,55.505,54.986,50.7242,36.625689976689976,38.6525,60.07210328424054,-150.827,185.87400000000002,336.70099999999996,87.2362,20.80025174825175,14.5335,65.17065121924044,-155.709,184.19799999999998,339.9070000000001,78.7598,18.394820512820512,15.3005,75.81605397415866,-198.155,289.546,487.70099999999996,67.86440000000002,51.58807226107227,49.6585,38.871349722559415,-39.451,172.017,211.468,87.41239999999998,-2.178371794871795,-10.77,42.93182816927523,-106.787,266.882,373.66900000000004,32.15600000000002,9.126410256410255,11.9345,31.315631184921237,-90.912,97.26,188.17200000000003,35.2748,7.541762237762238,6.904,34.36799745785047,-131.459,129.031,260.49,32.2632,-12.695752913752914,-13.348,16.951260718275453,-67.508,36.354,103.86200000000001,2.0266000000000006,7.208681818181818,5.289,25.658672860241168,-56.95399999999999,112.8,169.75400000000002,26.68420000000001,-23.196019813519808,-23.371,27.68848996642503,-112.54799999999999,62.097,174.645,1.052400000000002,5.6416829836829825,6.4865,16.923033658031766,-49.543,59.385,108.928,19.158,,,90.21052631578948,,,,,,,,,101.70454545454545,92.15,,,,,,125.02898550724638,,102.51282051282051,114.95454545454545,,90.85365853658537,,,,,,,,,,,,,147.21052631578948,,,,,95.25,,183.53846153846155,,,,80.33333333333333,,,,,,101.43181818181819
259,My Way,https://api.spotify.com/v1/audio-analysis/1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,Calvin Harris,0.0935,0.8190000000000001,219160,0.913,3.72e-05,4,0.161,-3.059,0,0.0427,119.989,0.536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,52.700009163802996,54.03,4.9873802241746885,10.837,58.695,47.858,55.8306,21.27102520045819,28.611,46.80072212512857,-221.06400000000002,122.88600000000001,343.95,53.8168,17.52462886597938,15.879000000000001,33.56429910905961,-61.945,122.971,184.916,47.2018,11.196485681557846,15.735,37.840871868566616,-168.748,116.445,285.193,42.8796,19.833470790378012,15.73,26.446383729809128,-40.997,165.68099999999998,206.678,36.900999999999996,-19.429949599083614,-22.105999999999998,31.863875000541785,-128.105,153.97,282.075,4.607000000000006,9.342791523482246,10.083,21.446230947551967,-64.9,75.675,140.575,25.4614,-1.2815360824742268,-3.0639999999999996,20.54926273087406,-56.349,140.119,196.468,13.049000000000001,-7.488389461626575,-7.4479999999999995,12.135449073945574,-46.968999999999994,28.741999999999997,75.711,2.1554000000000006,0.929073310423826,0.902,17.339733913188883,-59.339,116.54700000000001,175.886,14.4476,-16.373226804123714,-15.344000000000001,18.959082938002275,-64.952,111.42399999999999,176.37599999999998,-1.6666,-5.526374570446736,-5.678999999999999,12.560376335029392,-43.478,34.648,78.126,5.210600000000001,127.06349206349206,134.7659574468085,121.27906976744185,143.65079365079364,157.0,,,,160.07142857142858,,166.52941176470588,125.11320754716981,128.75757575757575,,135.87272727272727,170.2,145.25396825396825,161.4,134.9090909090909,114.54385964912281,129.46031746031747,96.84,152.0,130.04545454545453,156.33333333333334,146.85185185185185,,158.94736842105263,79.05555555555556,137.95454545454547,109.25,144.9090909090909,141.0,125.5,159.88888888888889,129.87037037037038,152.6875,157.28571428571428,69.16666666666667,111.42307692307692,136.54545454545453,100.28571428571429,164.6818181818182,122.84070796460178,72.61538461538461,192.0,155.4,171.0909090909091,,135.69642857142858,132.06153846153848,,151.8148148148148,130.0
260,Galway Girl,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,Ed Sheeran,0.0735,0.624,170827,0.8759999999999999,0.0,9,0.327,-3.374,1,0.1,99.943,0.7809999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,53.26690921787709,54.0015,4.289456958490415,0.057999999999999996,59.67,59.611999999999995,56.403,50.92057541899441,50.288999999999994,40.68826812686068,-120.36,326.584,446.944,77.582,10.599808659217878,14.1065,36.807576916851296,-160.918,134.145,295.063,42.071999999999996,-1.6824175977653633,-5.017,39.88094632036725,-137.72299999999998,400.51300000000003,538.236,19.549,17.854920391061448,16.700499999999998,21.951387433100347,-77.35300000000001,92.38,169.733,34.955,-20.054600558659214,-24.5855,26.384472867307736,-93.881,92.21799999999999,186.09900000000002,-4.103,-7.4453379888268145,-4.2445,24.38867876025021,-98.17,82.83200000000001,181.002,11.293,-1.7520139664804473,-2.65,24.33975114283907,-107.81,129.505,237.315,12.603,-10.773631284916199,-8.9195,17.219727705927404,-71.185,35.588,106.773,2.9819999999999998,4.8507793296089385,2.5565,19.639888628492084,-62.457,139.101,201.558,17.503,-11.646033519553075,-10.065,17.75373024353837,-76.378,57.952,134.32999999999998,1.4240000000000002,-5.907967877094972,-5.8904999999999985,13.746027161570055,-50.108000000000004,40.203,90.311,5.617999999999999,133.05555555555554,158.109375,126.90434782608696,135.33333333333334,172.79166666666666,,,,144.22857142857143,,140.3106796116505,140.78823529411764,131.39344262295083,,149.9125,162.0,149.01351351351352,165.6315789473684,129.99236641221373,130.46153846153845,140.17777777777778,99.1470588235294,154.4,125.22727272727273,167.85,172.11764705882354,,148.57894736842104,79.74509803921569,149.125,130.67567567567568,129.73584905660377,,140.93506493506493,173.30769230769232,147.39080459770116,142.47252747252747,163.69230769230768,72.86206896551724,163.5,150.64556962025316,104.7,169.75,122.85714285714286,76.92857142857143,170.66666666666666,146.38095238095238,165.05263157894737,,152.9607843137255,150.2876712328767,,161.25,127.425
261,Close,https://api.spotify.com/v1/audio-analysis/3lSDIJ2abCrOdDJ6pshUap,https://api.spotify.com/v1/tracks/3lSDIJ2abCrOdDJ6pshUap,spotify:track:3lSDIJ2abCrOdDJ6pshUap,Nick Jonas,0.258,0.667,234213,0.624,0.0,6,0.145,-5.397,0,0.0698,124.012,0.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,48.334288288288285,50.7135,7.317415018435472,0.0,58.457,58.457,54.1772,23.532335585585585,32.656,74.89353698306235,-292.284,268.809,561.0930000000002,80.02199999999999,3.765094594594593,3.886,46.83655492613819,-146.805,165.843,312.64799999999997,39.7766,-8.968149774774776,-8.927499999999998,44.27207437822646,-306.316,186.709,493.025,22.762000000000004,43.96814977477478,41.8305,36.566248761004545,-50.675,165.419,216.09400000000002,71.9478,-25.298819819819823,-27.825,30.021789278923325,-117.855,107.915,225.77,-6.300799999999998,7.0215101351351334,9.498,27.7890460365099,-115.446,81.633,197.079,30.682,1.380837837837838,0.31999999999999995,28.57922327071692,-109.411,141.64,251.051,22.452400000000008,-7.194218468468468,-8.264,18.784249652949768,-66.13,54.908,121.038,7.516400000000001,2.4615900900900898,2.053,19.93794367872545,-73.925,89.181,163.106,16.663400000000006,-12.46845945945946,-11.574000000000002,20.421601895660466,-102.03200000000001,83.196,185.22799999999998,2.5212000000000017,1.8261452702702703,2.0175,14.333270227584476,-44.896,45.18600000000001,90.08200000000001,14.580800000000005,126.40366972477064,120.41509433962264,126.68333333333334,157.0,149.63636363636363,35.0,57.44444444444444,32.0,59.729729729729726,29.75,50.979166666666664,126.44545454545455,134.90178571428572,,123.9274193548387,119.1774193548387,130.01904761904763,72.2,129.49586776859505,126.47474747474747,131.9075630252101,126.5945945945946,133.91379310344828,121.81512605042016,142.91954022988506,140.63809523809525,50.0,110.96296296296296,86.42465753424658,142.75555555555556,115.21052631578948,119.2158273381295,109.21100917431193,122.67826086956522,84.63106796116504,142.5909090909091,127.89516129032258,54.6530612244898,87.52702702702703,132.52,105.82142857142857,97.64473684210526,126.96062992125984,60.075949367088604,99.81012658227849,136.84615384615384,84.88732394366197,135.340206185567,152.33333333333334,124.09482758620689,102.71428571428571,29.0,110.3203125,102.56363636363636
262,Midnight City,https://api.spotify.com/v1/audio-analysis/36lqt57OHqk48BVFzPDEKt,https://api.spotify.com/v1/tracks/36lqt57OHqk48BVFzPDEKt,spotify:track:36lqt57OHqk48BVFzPDEKt,M83,0.0191,0.521,243960,0.752,0.0,11,0.0682,-5.374,0,0.0369,105.051,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,49.8048068669528,51.571000000000005,6.532529516724515,5.0760000000000005,57.651,52.575,55.2976,21.1946208869814,47.883,75.66089335753497,-264.085,172.378,436.463,75.7866,18.093855507868387,23.905,35.697556374902625,-114.435,115.625,230.06,46.6734,-9.345606580829756,-8.947000000000001,27.885483121400124,-171.66400000000002,145.688,317.35200000000003,5.736599999999997,35.618444921316154,32.243,24.540344966655326,-51.38399999999999,117.18,168.56400000000005,53.9774,-37.02593705293276,-37.645,23.503449383080934,-106.71600000000001,71.868,178.584,-26.233400000000003,6.1295321888412015,8.397,19.357210773875533,-67.327,57.483000000000004,124.81,22.8458,1.4444992846924174,2.031,17.337048101418144,-105.809,89.11200000000001,194.921,12.9618,-4.872324749642346,-4.341,13.337160517245715,-56.93,42.513999999999996,99.444,5.260599999999998,1.4962818311874106,3.1319999999999997,13.361946268498116,-71.786,67.369,139.155,10.7428,-8.598622317596568,-7.982,13.767878210879195,-56.07,52.457,108.527,1.316199999999999,-4.109200286123033,-5.358,13.29188622233813,-33.575,32.103,65.678,7.7958,,,122.33962264150944,,,,,,,,,107.31428571428572,93.58536585365853,,,,,,133.05263157894737,108.60526315789474,117.24242424242425,60.70967741935484,,107.15789473684211,,,,,81.42857142857143,,,,,,,,156.52631578947367,,65.0,,,112.65,,153.5,,,,105.7984496124031,,,,,,105.4
263,Halo,https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,spotify:track:4JehYebiI9JE8sR8MisGVb,Beyoncé,0.272,0.508,261640,0.72,0.0,11,0.0563,-5.908,0,0.0628,79.983,0.472,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,49.82258963282937,52.096,6.927964674518975,0.0,57.615,57.615,54.777,23.075957883369327,31.6855,48.91919473942666,-150.493,171.13,321.623,62.662,33.698423326133906,36.2455,36.225686957581026,-166.69400000000002,148.61700000000002,315.311,56.265,-3.59652807775378,-3.14,41.30509163347351,-241.571,319.745,561.316,23.541,32.41736609071274,31.9005,23.235085893731647,-55.678999999999995,137.42600000000002,193.105,49.795,-23.647590712742986,-27.369,22.57524892351873,-127.954,92.181,220.135,-10.581,7.917165226781857,8.6915,24.66919979861125,-68.07600000000001,77.914,145.99,29.095,0.41834125269978395,0.235,18.903269909524,-64.442,126.785,191.227,14.679,9.287207343412527,9.5355,14.952680977644501,-43.231,52.678999999999995,95.91,21.743000000000002,0.06500755939524851,0.6465000000000001,13.48994551512432,-55.25899999999999,37.546,92.805,10.204,-10.255899568034557,-8.129,16.71962092405582,-80.477,38.495,118.972,2.798,1.4208779697624188,1.7115,13.7731385732089,-38.268,46.02,84.28800000000003,12.562999999999999,131.41,130.16304347826087,142.0632911392405,147.41538461538462,147.125,,,,137.59782608695653,,130.34831460674158,151.35714285714286,149.3181818181818,,144.04597701149424,147.96296296296296,132.5,151.34246575342465,143.05263157894737,125.88235294117646,152.6451612903226,100.83870967741936,143.5,131.86486486486487,145.48275862068965,145.26436781609195,52.111111111111114,136.2929292929293,79.38461538461539,102.62068965517241,116.3529411764706,122.97701149425288,166.41379310344828,155.16666666666666,149.05263157894737,137.3125,145.38636363636363,148.76623376623377,67.33333333333333,149.22857142857143,123.4639175257732,102.64,134.6,131.47916666666666,73.0,152.54545454545453,148.18571428571428,155.3181818181818,159.44444444444446,131.93939393939394,132.7070707070707,,135.15217391304347,140.2941176470588
264,Shower,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,Becky G,0.0317,0.6990000000000001,206167,0.529,3.59e-05,2,0.285,-7.547999999999999,1,0.0487,119.987,0.121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,47.554943864229756,49.0875,6.395730702388541,0.0,56.37,56.37,52.489,19.79237989556136,31.344,59.56510068372863,-246.843,171.13,417.973,60.923,-5.356489556135771,1.0590000000000002,51.18850505893829,-187.52700000000002,185.83700000000002,373.36400000000003,38.169000000000004,-10.260040469973893,-13.488,47.75930323142397,-178.796,181.408,360.20399999999995,27.51,22.529787206266324,18.1765,27.300296030116662,-38.578,131.987,170.565,43.157,-20.57661488250653,-24.261,29.957827601475486,-132.766,108.46600000000001,241.232,-1.199,5.0624451697127935,4.3535,28.74670964618352,-87.412,82.352,169.764,31.078000000000003,1.3239125326370758,1.9665,24.75460330193059,-109.35700000000001,91.102,200.459,17.298,5.940795039164492,5.5835,18.33686716463869,-52.781000000000006,71.141,123.92200000000001,19.637999999999998,-1.0648772845953,-0.9825,17.436680477778953,-79.419,92.30799999999999,171.727,10.113,-13.958211488250651,-10.597000000000001,20.007820160544288,-89.148,42.224,131.372,2.065,-0.3635026109660573,-0.2205,13.406131637611955,-44.333999999999996,41.957,86.291,10.492,129.890243902439,157.28125,134.10679611650485,142.40579710144928,159.2051282051282,,,,183.0,,161.88095238095238,143.12087912087912,154.1,,138.64285714285714,159.05555555555554,121.47058823529412,173.45454545454547,134.83739837398375,136.75,143.90588235294118,97.0,142.85714285714286,128.83783783783784,128.65116279069767,155.16949152542372,62.57142857142857,141.6590909090909,86.0576923076923,155.5,106.60330578512396,112.78461538461538,171.1290322580645,159.0,159.6,117.19847328244275,126.03875968992249,166.72,77.12,183.9090909090909,116.44615384615385,122.40366972477064,141.76712328767124,111.63247863247864,93.54545454545455,149.80357142857142,163.34285714285716,154.68965517241378,158.17543859649123,137.81176470588235,133.88235294117646,,127.73170731707317,134.4051724137931
265,Treasure,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,Bruno Mars,0.0412,0.8740000000000001,178560,0.6920000000000001,7.240000000000001e-05,5,0.324,-5.28,0,0.0431,116.017,0.937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,48.40711143270622,51.078,8.738318124479195,0.23199999999999998,58.006,57.773999999999994,53.504,31.784400868306804,30.656999999999996,51.909888888447256,-183.47400000000002,258.652,442.126,68.72,16.132361794500724,12.388,45.7925549368066,-112.87799999999999,175.898,288.776,52.563,19.41112590448625,16.285,55.12840606014597,-278.073,198.45,476.523,63.678000000000004,16.175523878437048,13.177,33.57595743831012,-67.484,158.409,225.893,43.623999999999995,-11.239270622286543,-21.011,41.03979025439856,-101.146,188.60299999999998,289.749,17.595,9.840212735166423,10.395,26.24390466297051,-86.46600000000001,79.775,166.241,30.534000000000002,1.4519421128798842,0.392,27.10026946164741,-97.73,95.59700000000001,193.327,21.964000000000002,-9.434968162083935,-9.171,16.537255112502955,-75.7,41.437,117.137,3.762,4.028186685962373,2.408,24.143275335926052,-65.368,83.175,148.543,22.785,-13.693643994211287,-12.126,23.64934811144116,-110.251,70.97800000000001,181.229,2.8680000000000003,-4.442402315484804,-3.949,12.808835810460252,-38.746,40.424,79.17,6.894,148.06451612903226,135.89743589743588,134.32051282051282,180.1,158.9041095890411,,,,,,150.97826086956522,95.65333333333334,163.38095238095238,,124.15384615384616,140.38709677419354,174.94117647058823,184.33333333333334,132.03846153846155,,168.07142857142858,,149.29761904761904,,150.04819277108433,153.56521739130434,,130.5064935064935,,172.0,114.87037037037037,135.77777777777777,159.0,134.52941176470588,200.0,135.48648648648648,146.16901408450704,162.36,,147.64285714285714,136.5408163265306,118.0,138.74117647058824,,76.33333333333333,152.14285714285714,150.11111111111111,157.03225806451613,191.0,139.32075471698113,147.51666666666668,,132.1904761904762,127.71111111111111
