,song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,International,Unknown,electronic,folk,hip hop,house,indie,latino,metal,pop,punk,r&b,rap,rock,popularity,mean_timbre1,median_timbre1,std_timbre1,min_timbre1,max_timbre1,range_timbre1,80Percentile_timbre1,mean_timbre2,median_timbre2,std_timbre2,min_timbre2,max_timbre2,range_timbre2,80Percentile_timbre2,mean_timbre3,median_timbre3,std_timbre3,min_timbre3,max_timbre3,range_timbre3,80Percentile_timbre3,mean_timbre4,median_timbre4,std_timbre4,min_timbre4,max_timbre4,range_timbre4,80Percentile_timbre4,mean_timbre5,median_timbre5,std_timbre5,min_timbre5,max_timbre5,range_timbre5,80Percentile_timbre5,mean_timbre6,median_timbre6,std_timbre6,min_timbre6,max_timbre6,range_timbre6,80Percentile_timbre6,mean_timbre7,median_timbre7,std_timbre7,min_timbre7,max_timbre7,range_timbre7,80Percentile_timbre7,mean_timbre8,median_timbre8,std_timbre8,min_timbre8,max_timbre8,range_timbre8,80Percentile_timbre8,mean_timbre9,median_timbre9,std_timbre9,min_timbre9,max_timbre9,range_timbre9,80Percentile_timbre9,mean_timbre10,median_timbre10,std_timbre10,min_timbre10,max_timbre10,range_timbre10,80Percentile_timbre10,mean_timbre11,median_timbre11,std_timbre11,min_timbre11,max_timbre11,range_timbre11,80Percentile_timbre11,mean_timbre12,median_timbre12,std_timbre12,min_timbre12,max_timbre12,range_timbre12,80Percentile_timbre12,lt_100,au_100,se_100,ph_100,ee_100,gt_100,my_100,gb_100,cr_100,ec_100,ar_100,is_100,global_100,uy_100,nl_100,us_100,sk_100,do_100,de_100,hu_100,gr_100,pl_100,cl_100,at_100,tw_100,fr_100,pe_100,mx_100,no_100,sg_100,it_100,sv_100,lv_100,hk_100,es_100,pa_100,lu_100,br_100,ch_100,ie_100,dk_100,fi_100,jp_100,pt_100,ca_100,co_100,nz_100,tr_100,cz_100,hn_100,be_100,id_100,bo_100
40,Heathens,Twenty One Pilots,0.0841,0.732,195920,0.396,3.58e-05,4,0.105,-9.348,0,0.0286,90.024,0.5479999999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,43.92315718562874,43.92315718562874,0.0,43.92315718562874,43.92315718562874,0.0,43.92315718562874,31.73160479041916,37.9,58.937040129023764,-109.181,277.64099999999996,386.82199999999995,77.96100000000001,-2.2702425149700614,-3.3775,50.64943521451124,-172.085,132.668,304.7530000000001,36.765,-1.6431796407185633,-5.3665,49.38911800569942,-249.503,306.39,555.893,32.4482,23.680902694610783,21.4955,27.68077200913964,-65.208,125.59899999999999,190.807,45.85560000000001,-21.42605538922156,-27.953000000000003,37.58691159571132,-123.445,181.11599999999999,304.5610000000001,3.167000000000015,-3.0825464071856277,1.1155,29.413063735129136,-85.52600000000001,82.133,167.65900000000002,23.227400000000006,-6.541594311377247,-4.915,27.740186350798613,-85.708,123.772,209.48,13.197000000000005,-7.950991017964072,-7.9689999999999985,15.989974228723714,-59.599,42.842,102.441,5.3518000000000026,0.7759326347305385,-0.575,20.82125479215202,-70.42,105.21799999999999,175.638,15.911200000000004,-12.340101796407184,-10.2805,22.96757053760404,-108.021,162.121,270.142,3.087600000000002,1.0455434131736523,0.9345,13.443635755477743,-48.558,45.676,94.234,12.143400000000002,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False
41,Let Her Go,Passenger,0.365,0.479,252733,0.545,0.0,7,0.0963,-7.346,1,0.0688,74.89699999999998,0.244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,46.89176089517078,46.89176089517078,0.0,46.89176089517078,46.89176089517078,0.0,46.89176089517078,14.860042402826855,18.608,58.117600986163346,-189.852,206.685,396.537,55.09140000000002,-19.392881036513547,-17.412,35.02551001953245,-130.16,124.93,255.09,8.32880000000001,-18.486104829210838,-20.148,46.27165106073628,-426.806,354.119,780.925,9.4816,12.405560659599528,12.004000000000001,26.68406399796953,-52.876999999999995,110.84700000000001,163.724,33.635,-19.91689870435807,-24.622,26.08945666573787,-93.804,167.267,261.07099999999997,-5.2307999999999915,-11.776690223792697,-9.811,22.852312183328362,-87.165,69.59100000000001,156.756,6.852,-1.87179976442874,-3.17,25.15700549975914,-133.725,110.34299999999999,244.068,13.018600000000026,-3.533706713780919,-3.9389999999999996,14.500995090503535,-55.217,44.402,99.619,8.516200000000003,0.1061095406360424,-0.43799999999999994,18.0506218608986,-94.59200000000001,117.86,212.452,11.4652,-9.21995288574794,-7.667000000000001,17.395767871524026,-127.934,132.536,260.47,3.055000000000009,4.012149587750295,3.897,11.715893525870886,-34.785,50.321999999999996,85.10700000000001,14.188800000000018,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,False,False
42,Hotline Bling,Drake,0.00302,0.903,267067,0.621,0.000186,2,0.0504,-8.132,1,0.0578,134.969,0.5529999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,42.67621704035875,42.67621704035875,0.0,42.67621704035875,42.67621704035875,0.0,42.67621704035875,26.5548932735426,28.820999999999998,58.15995320656992,-208.042,221.69299999999998,429.735,74.5144,-35.7571264573991,-35.431,48.57642682699273,-182.09799999999998,94.787,276.885,5.448600000000003,20.105645739910308,15.187999999999999,67.00769815150561,-224.91299999999998,200.593,425.506,78.97440000000003,17.242757847533635,16.352999999999998,33.742660109232524,-77.88600000000001,129.207,207.093,45.78060000000001,-22.021647533632287,-29.921999999999997,57.53915472767496,-135.997,234.33700000000002,370.334,20.449000000000012,-7.707146188340809,-5.367000000000001,26.274598598277425,-82.641,79.505,162.14600000000004,14.438200000000002,7.924334529147982,5.856,29.15650311129786,-65.47399999999999,135.217,200.69100000000003,29.529,-21.298452914798208,-21.381999999999998,17.993583744633447,-74.631,43.631,118.262,-7.2418,-3.8565479820627795,-3.641,21.257764792246995,-77.024,88.404,165.428,11.3522,-20.38262062780269,-16.412,27.179290482239598,-114.059,85.805,199.864,0.9344000000000058,-6.585575784753362,-6.376,15.392015888169286,-60.698,45.893,106.591,6.033999999999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,All of Me,John Legend,0.922,0.422,269560,0.264,0.0,8,0.132,-7.064,1,0.0322,119.93,0.331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86,48.212534320323016,48.212534320323016,0.0,48.212534320323016,48.212534320323016,0.0,48.212534320323016,0.7266446837146702,-6.263999999999999,62.35492002157192,-153.58,182.541,336.121,52.80220000000003,38.241456258411844,39.415,43.46081419417222,-126.491,138.09,264.58099999999996,79.33140000000003,-11.209905787348587,-5.926,52.69709351248957,-301.82099999999997,232.87099999999998,534.692,26.3142,52.71944279946165,51.221000000000004,35.076010262185555,-44.951,177.791,222.74200000000002,82.20679999999999,-11.90787213997308,-16.835,26.643068610800125,-83.527,144.969,228.496,7.564400000000004,-28.91005652759085,-28.503,25.2212545875742,-108.507,48.547,157.054,-7.987599999999999,-4.745981157469718,-2.497,23.61642832811017,-114.59100000000001,85.99700000000001,200.588,12.634600000000004,-13.236869448183038,-13.661,18.2530271708424,-69.173,49.226000000000006,118.399,2.6180000000000003,-7.740316285329745,-7.0729999999999995,16.407469333453818,-69.97399999999999,91.861,161.835,3.3646000000000043,-7.378596231493941,-4.78,19.83429691857512,-77.783,73.906,151.68900000000005,7.328600000000005,-3.0680753701211305,-2.918,14.707840629252033,-42.536,41.101000000000006,83.637,9.6032,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
44,Where Are Ü Now (with Justin Bieber),Jack Ü,0.041,0.4320000000000001,250286,0.7809999999999999,4.21e-06,4,0.0789,-4.038,0,0.0567,139.43200000000002,0.197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,50.03532639545885,50.03532639545885,0.0,50.03532639545885,50.03532639545885,0.0,50.03532639545885,38.48469914853359,43.169,40.31996863978064,-179.52700000000002,205.77200000000002,385.29900000000004,69.19940000000001,-11.178622516556294,-7.492999999999999,45.2357580615429,-192.264,134.506,326.77,24.6592,-9.223477767265846,-11.110999999999999,40.25496970840877,-162.523,114.831,277.35400000000004,24.8576,35.44400756859035,31.848000000000003,31.342013260212692,-38.389,127.68299999999999,166.072,61.93740000000004,-31.215663197729416,-29.785,32.73565462049673,-136.91,94.804,231.71400000000003,-10.806799999999996,-5.312447492904446,-5.5089999999999995,35.59317925949864,-96.321,80.759,177.07999999999996,29.731800000000018,-4.587589403973509,-4.475,21.93015028410101,-82.837,76.833,159.67000000000004,12.227200000000005,5.353500473036896,6.962000000000001,18.397979847667123,-54.842,65.25399999999999,120.096,21.0604,9.187821192052981,8.441,17.16268702763961,-55.045,77.926,132.971,22.442400000000006,-11.611586565752127,-11.654000000000002,16.04662550167015,-69.366,43.12,112.486,1.4792000000000036,-2.2745175023651845,-1.7819999999999998,15.36781988786602,-54.75,43.038999999999994,97.789,9.736800000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.406,0.72,251088,0.763,0.0,9,0.18,-4.0680000000000005,0,0.0523,101.965,0.742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,52.477917050691254,52.477917050691254,0.0,52.477917050691254,52.477917050691254,0.0,52.477917050691254,65.7329262672811,65.15,42.887656190444496,-116.484,344.015,460.499,97.2404,50.892950230414755,49.75,60.05907093679582,-108.77,236.821,345.591,98.289,16.079132718894005,18.143,40.4303238441033,-181.437,159.201,340.6380000000001,45.27680000000001,41.99198525345623,39.008,32.405563060100945,-44.511,157.446,201.957,72.6352,-15.838020276497696,-20.729,30.974756419234765,-105.43299999999999,104.87299999999999,210.30599999999998,3.4832000000000147,-1.4747041474654383,-1.4269999999999998,32.62150793413454,-108.74700000000001,92.15799999999999,200.905,26.91520000000001,1.4827972350230416,1.15,25.609409729338818,-97.431,102.413,199.84400000000002,20.160200000000003,-7.8307493087557605,-7.755,17.74782937692532,-68.10600000000001,49.111999999999995,117.218,6.381800000000003,3.7690635944700457,4.166,20.412473094523985,-70.308,83.11,153.418,20.16580000000001,-12.888111520737324,-11.575999999999999,21.481359938145708,-91.461,66.992,158.453,4.2314,0.8816018433179722,1.197,15.089345438249975,-47.424,62.897,110.321,13.178200000000004,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
46,Panda,Desiigner,0.0231,0.5760000000000001,246761,0.777,0.0,10,0.366,-5.035,0,0.458,145.2,0.259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,47.23254072620215,47.23254072620215,0.0,47.23254072620215,47.23254072620215,0.0,47.23254072620215,91.21260058881258,89.906,57.55433875389309,-63.855,317.66,381.515,141.3016,5.7771609421001,4.9030000000000005,47.266620800741656,-164.77900000000002,126.37,291.149,48.4634,4.596058881256132,1.81,58.52352715459644,-280.529,357.843,638.3720000000002,51.1734,3.3154180569185483,5.237,33.59618801466456,-92.49700000000001,112.999,205.496,32.34140000000002,-1.6334357212953876,-6.026,37.775320476075464,-247.013,148.878,395.891,26.811,-9.952311089303237,-9.133,27.87639809635882,-102.74,58.232,160.97199999999995,13.418800000000019,-4.018228655544652,-2.539,31.574319272827047,-104.941,120.444,225.385,19.77040000000002,-18.57590775269872,-18.835,19.409866632316838,-80.883,40.573,121.456,-2.278999999999996,2.43146025515211,1.636,23.2373920205078,-77.29899999999999,91.70700000000001,169.00599999999997,19.82080000000002,-19.32571050049068,-18.17,24.1763240951002,-98.47,48.341,146.811,0.6342000000000025,-4.696968596663394,-5.06,13.599837902723992,-43.498999999999995,40.543,84.042,7.092000000000003,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,False,True,False,False
47,New Rules,Dua Lipa,0.00256,0.7709999999999999,208827,0.696,9.71e-06,9,0.179,-6.257999999999999,0,0.0755,116.054,0.6559999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94,48.780942735949104,48.780942735949104,0.0,48.780942735949104,48.780942735949104,0.0,48.780942735949104,39.170405090137855,42.966,41.40864013950248,-188.416,171.13,359.546,70.46260000000002,-16.917932131495224,-18.396,46.530640616501636,-141.692,148.015,289.707,21.8784,5.093874867444327,-1.5090000000000001,53.95530679161151,-197.18900000000002,274.259,471.44800000000004,40.12580000000001,25.33023541887593,22.999000000000002,30.275179415597076,-66.532,144.895,211.427,51.3458,-33.05630540827147,-33.721,40.16879689425832,-134.13299999999998,176.917,311.05,-5.788799999999998,1.7594262990455982,4.533,26.637358126517892,-82.851,82.194,165.04500000000004,24.1794,-0.521845174973489,0.23199999999999998,23.275847377721878,-102.99700000000001,99.287,202.28400000000002,17.1328,-9.539589607635207,-8.96,16.24554827708485,-72.813,47.085,119.898,4.063000000000003,3.647330858960764,3.258,17.75369268418451,-67.219,68.83800000000001,136.05700000000002,17.673800000000004,-12.814492046659598,-11.28,23.63942429247889,-140.094,60.803999999999995,200.898,4.0094000000000065,-4.228430540827148,-3.7739999999999996,15.592006161804047,-71.575,50.166000000000004,121.741,7.363000000000001,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
48,I'm the One,DJ Khaled,0.0533,0.599,288877,0.667,0.0,7,0.134,-4.267,1,0.0367,80.984,0.8170000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,52.088249406175784,52.088249406175784,0.0,52.088249406175784,52.088249406175784,0.0,52.088249406175784,24.759541567695962,22.179000000000002,54.213522875504935,-234.266,229.12900000000002,463.395,67.67699999999999,12.505460015835311,6.495,44.215541222953966,-135.311,179.54,314.851,45.48060000000002,2.3065035629453687,-2.4090000000000003,46.3195693042056,-377.435,346.184,723.6189999999999,37.90540000000001,24.972670625494853,21.531999999999996,34.309843403156954,-51.835,157.175,209.01,55.87780000000001,-22.71006967537609,-23.732,35.15365029553048,-204.80200000000002,127.039,331.841,-0.1613999999999943,3.753215360253365,4.757,25.664449327900485,-79.622,80.21600000000001,159.838,25.7936,-6.047302454473477,-5.627000000000001,27.77023075824473,-117.85799999999999,109.809,227.667,15.4758,2.7766057007125893,2.3080000000000003,20.358376158934995,-63.266000000000005,68.258,131.524,20.16,5.327468725257324,5.181,20.56554327094013,-88.735,80.399,169.134,22.3228,-16.609011084718922,-15.467,20.975093509424298,-104.18,68.708,172.888,-1.7929999999999968,-8.180689627870152,-7.957999999999999,16.957136659013912,-51.765,51.95399999999999,103.719,6.747200000000001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
49,XO TOUR Llif3,Lil Uzi Vert,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.3660000000000005,0,0.231,155.096,0.401,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,47.1169375,47.1169375,0.0,47.1169375,47.1169375,0.0,47.1169375,50.264888297872346,50.8775,50.741449185267,-106.359,235.827,342.186,93.59640000000002,-0.9157473404255316,-9.41,60.29757235509194,-158.482,198.96400000000003,357.44599999999997,52.974000000000025,4.71649335106383,8.49,48.833698888066856,-249.699,128.09,377.789,41.69400000000003,22.4959414893617,21.446,31.344597482665172,-74.868,117.529,192.39700000000002,47.02560000000002,-19.018851063829786,-21.173,35.008887385754726,-109.98899999999999,93.26299999999999,203.252,8.890600000000003,19.992222074468085,17.872500000000006,31.359696439991183,-88.5,119.32,207.82,46.80040000000001,1.1277819148936168,0.863,31.72772566201085,-106.565,107.14399999999999,213.709,25.916600000000038,-10.478152925531914,-11.290999999999999,21.091120559530896,-75.914,45.376000000000005,121.29,7.4044000000000025,5.180284574468086,5.531000000000001,21.810354736276274,-71.09899999999999,67.934,139.03300000000002,23.02760000000001,-20.54973404255319,-19.519000000000002,20.145902795355312,-90.976,57.95,148.92600000000002,-3.413199999999998,-7.958585106382978,-7.745,15.958681588255025,-62.225,48.941,111.166,5.1760000000000055,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
50,Radioactive,Imagine Dragons,0.126,0.478,186813,0.799,0.000106,9,0.76,-3.614,1,0.0638,136.268,0.17600000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,51.9199375,51.9199375,0.0,51.9199375,51.9199375,0.0,51.9199375,15.629996527777779,15.3685,40.3509178867355,-160.591,159.642,320.233,49.528,29.05044965277777,25.2625,35.28999510653116,-85.491,165.393,250.884,54.626000000000005,-12.565967013888885,-11.27,34.84582327589569,-329.556,204.99,534.5459999999999,9.216000000000001,14.322217013888887,14.156,27.227284969981593,-55.582,126.5,182.082,35.56,-20.41757638888889,-23.2555,19.042678722131072,-104.075,76.447,180.52200000000002,-7.496,0.041736111111111834,2.3930000000000002,23.482861077796983,-63.159,93.37299999999999,156.532,20.192,1.4961059027777783,1.345,19.054443643320923,-68.944,103.32700000000001,172.27100000000004,15.152999999999999,1.0416718749999996,1.6475,14.49921789575267,-50.925,36.811,87.73599999999998,12.47,0.2057343749999999,0.28600000000000003,14.054694929070322,-49.431999999999995,75.672,125.104,9.977,-11.229635416666666,-9.564,14.10178054295493,-62.808,31.863000000000003,94.671,0.045,-4.307538194444444,-4.517,14.217009046114136,-46.173,43.722,89.89500000000002,7.2410000000000005,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
51,"Me, Myself & I",G-Eazy,0.0186,0.757,251467,0.672,0.0,0,0.158,-6.524,0,0.0955,111.996,0.382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,50.025,50.025,0.0,50.025,50.025,0.0,50.025,38.34793977055449,36.02,38.55867804986772,-85.965,204.28900000000002,290.254,67.12100000000001,-3.1698202676864247,-3.557,41.61679625887814,-129.584,152.431,282.015,27.228,-5.419633843212237,-3.828,44.076681059822256,-160.281,315.848,476.129,30.52,16.838586998087955,14.5875,30.73293705098353,-75.931,145.233,221.16400000000002,36.417,-18.639077437858507,-21.483,29.492045230864488,-122.163,77.253,199.416,3.846,4.5813365200764835,4.8735,28.64764395108155,-88.125,102.225,190.35,29.272,3.823854684512429,3.1615,23.921734751716162,-75.691,93.344,169.035,21.654,-3.926077437858509,-4.2645,17.64196687754897,-62.368,67.07300000000001,129.441,8.761000000000001,2.5711606118546846,1.7125,18.469910863378946,-57.063,60.685,117.74799999999999,17.21,-18.526670172084128,-18.4815,18.71745637255548,-72.282,51.961000000000006,124.243,-3.511,-6.0077380497131925,-6.101,16.372740787161472,-65.934,40.398,106.33200000000001,9.091000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
52,Chandelier,Sia,0.0197,0.399,216120,0.787,6.07e-05,1,0.0685,-2.88,1,0.0499,117.089,0.5720000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,53.650300136425656,53.650300136425656,0.0,53.650300136425656,53.650300136425656,0.0,53.650300136425656,67.98705320600273,72.435,43.01967661892517,-127.01299999999999,223.107,350.12,99.2644,17.979841746248297,15.505,38.32546951459091,-156.54399999999998,182.26,338.80400000000003,47.61340000000001,-9.388532060027288,-13.318,43.73010833116608,-136.107,427.199,563.306,11.285400000000005,25.766298772169172,19.996,29.08201659515525,-35.711999999999996,134.593,170.305,46.95120000000002,-25.69155252387449,-27.980999999999998,25.28685472788105,-246.043,89.38600000000001,335.42900000000003,-10.699599999999991,0.04375034106412015,-0.46399999999999997,24.46578654978711,-83.314,86.265,169.579,16.9674,-0.9962660300136428,0.6779999999999999,20.63372228483244,-104.272,96.13799999999999,200.41000000000003,15.1574,2.181173260572988,1.0490000000000002,16.627823677980967,-50.123000000000005,46.233999999999995,96.35700000000001,15.8952,3.3884706684856747,4.242,15.107267036628047,-86.09,47.644,133.734,14.857400000000002,-11.321266030013645,-9.986,16.9015713854534,-101.301,43.666000000000004,144.96699999999996,0.6270000000000001,3.841144611186903,4.6339999999999995,22.050974375017592,-57.176,61.475,118.651,21.1762,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,The Hills,The Weeknd,0.0861,0.35600000000000004,242253,0.5670000000000001,0.0,0,0.13699999999999998,-7.011,0,0.0798,135.553,0.109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,47.20790329670329,47.20790329670329,0.0,47.20790329670329,47.20790329670329,0.0,47.20790329670329,14.065773626373632,26.1075,68.46316043888585,-237.03599999999997,182.315,419.351,69.05940000000001,23.649090109890107,20.0995,47.77698751489542,-127.77600000000001,216.312,344.088,58.4084,-10.94144065934066,-11.892000000000001,37.06232315993311,-222.024,353.124,575.148,16.779200000000003,27.933236263736266,27.4295,37.80761033870429,-87.088,144.175,231.263,61.06940000000001,-23.31816923076923,-23.828000000000007,25.070091916923822,-206.922,247.72099999999998,454.643,-9.01079999999999,3.2812989010989,3.2115,32.53762645764856,-93.646,90.56700000000001,184.213,30.408,-0.5376879120879121,-0.35750000000000004,20.716727183006693,-67.388,72.585,139.97299999999998,15.847400000000007,-2.2621054945054957,-2.2265,18.248476002237986,-57.358999999999995,51.541000000000004,108.9,12.196600000000002,1.5414263736263736,0.8029999999999999,16.528735809225477,-54.663999999999994,52.86,107.524,15.0932,-11.163612087912087,-9.5595,16.649280412924927,-66.385,34.07,100.455,2.9964000000000013,-1.2877802197802202,-0.999,18.0616994594884,-58.964,50.773999999999994,109.738,14.039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,Sugar,Maroon 5,0.052000000000000005,0.7509999999999999,235493,0.768,0.0,1,0.0848,-7.089,1,0.0346,120.084,0.8809999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,49.04958430913349,49.04958430913349,0.0,49.04958430913349,49.04958430913349,0.0,49.04958430913349,37.86943325526932,42.227,48.26671011300784,-181.679,233.519,415.19800000000004,69.50500000000001,-5.851891100702576,-9.1915,47.3187396400991,-182.979,139.939,322.918,34.7424,-11.179055035128806,-11.4235,41.851764246630275,-150.359,400.82099999999997,551.1800000000002,19.224,24.24578220140515,22.406,29.893628367216444,-48.443999999999996,122.095,170.53900000000002,50.78580000000001,-18.370537470726,-23.4205,28.74069239175113,-95.646,80.682,176.328,4.246000000000013,-11.694436768149881,-9.767000000000001,28.569075512140174,-96.59700000000001,68.266,164.863,11.503800000000009,0.03325878220140518,0.424,23.26385744789003,-101.958,125.149,227.107,17.193400000000004,-2.186139344262295,-0.7404999999999999,16.831005423748756,-70.067,46.074,116.141,11.494600000000027,-5.075964871194379,-4.8195,17.671834285262857,-76.101,51.861000000000004,127.962,8.901000000000005,-10.13643793911007,-9.5015,20.771080648005807,-81.403,53.893,135.296,6.1282000000000005,-4.113304449648712,-4.19,15.68328399334704,-47.353,51.467,98.82,8.119000000000009,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
55,It Ain?t Me (with Selena Gomez),Kygo,0.0905,0.648,220781,0.532,0.0,0,0.0831,-6.597,1,0.0746,99.983,0.487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,47.97122942643393,47.97122942643393,0.0,47.97122942643393,47.97122942643393,0.0,47.97122942643393,51.04597506234414,47.2115,43.39687139684485,-114.663,196.218,310.881,89.32780000000004,6.0913491271820455,9.388,41.064282743033594,-127.995,165.83700000000002,293.832,37.80860000000001,-16.401275561097258,-12.0775,52.546582954836865,-154.208,139.805,294.0130000000001,25.733200000000018,25.69840897755611,28.132,32.647633652755104,-82.219,127.55,209.769,52.9434,-18.74325187032419,-20.844,27.886537860306664,-133.32299999999998,130.489,263.812,1.7578000000000076,-1.96268578553616,-0.7004999999999999,29.40505451929677,-84.023,78.891,162.914,23.56160000000001,-1.0975423940149625,-1.133,22.840365467022533,-106.368,98.04899999999999,204.417,16.656200000000005,-0.5639600997506231,-0.552,18.734593148699165,-72.66199999999999,72.531,145.19299999999998,14.970600000000005,3.5273341645885283,2.4215,15.284967726888556,-51.247,65.158,116.405,15.491200000000005,-13.302794264339152,-10.058,21.928524050622286,-85.54,48.358000000000004,133.898,3.0366000000000057,-1.3168291770573568,-1.2999999999999998,17.96641023764703,-48.152,50.446999999999996,98.59899999999999,13.0676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.621,0.728,217707,0.563,0.0,1,0.179,-8.052999999999999,0,0.134,100.017,0.35200000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,46.277029822926366,46.277029822926366,0.0,46.277029822926366,46.277029822926366,0.0,46.277029822926366,-9.431532152842498,-11.033,44.53964868684285,-131.70600000000002,198.66099999999997,330.367,23.031800000000004,-27.682907735321532,-27.035999999999998,40.467962528242026,-136.395,98.823,235.218,7.759400000000002,-15.154006523765144,-16.526,46.977163215753926,-230.42700000000002,350.97900000000004,581.406,21.2372,37.243167753960854,37.025,25.39756590379589,-57.706,127.05799999999999,184.764,57.0032,-24.56431966449208,-26.429000000000002,32.57625568648311,-213.988,112.147,326.135,-1.6025999999999954,-6.909857409133271,-6.382000000000001,27.69515697326345,-95.43,72.637,168.067,15.7928,-6.517797763280521,-4.647,27.544511239471202,-118.015,87.96,205.975,12.6422,-7.178938490214352,-7.074,16.843092239884253,-56.635,50.776,107.411,6.852,4.046033550792171,2.908,19.70535929331537,-62.202,64.367,126.569,20.651200000000006,-11.618169617893756,-10.293,22.064379384109106,-102.73299999999999,55.268,158.001,5.8856,0.19065983224603933,0.518,14.27179367434175,-49.501999999999995,44.748999999999995,94.251,11.7878,False,True,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True
