,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
14,0.00806,https://api.spotify.com/v1/audio-analysis/2x0WlnmfG39ZuDmstl9xfX,0.453,244827,0.6,2x0WlnmfG39ZuDmstl9xfX,0.0,2,0.111,-6.217,1,0.15,159.088,4,https://api.spotify.com/v1/tracks/2x0WlnmfG39ZuDmstl9xfX,audio_features,spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.154
15,0.00433,https://api.spotify.com/v1/audio-analysis/2cKovq3l6OJjhVVDbVKOsr,0.638,214373,0.795,2cKovq3l6OJjhVVDbVKOsr,0.00139,0,0.153,-8.45,1,0.302,153.99,4,https://api.spotify.com/v1/tracks/2cKovq3l6OJjhVVDbVKOsr,audio_features,spotify:track:2cKovq3l6OJjhVVDbVKOsr,0.31
16,0.168,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.675,230453,0.595,7MXVkk9YMctZqd1Srtv4MB,3.36e-06,7,0.136,-7.033,1,0.284,185.998,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.491
17,0.0102,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,0.833,204600,0.434,0VgkVdmE4gld66l8iyGjgx,0.0219,2,0.165,-8.795,1,0.431,150.062,4,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,audio_features,spotify:track:0VgkVdmE4gld66l8iyGjgx,0.281
18,0.0227,https://api.spotify.com/v1/audio-analysis/6u0EAxf1OJTLS7CvInuNd7,0.876,201532,0.55,6u0EAxf1OJTLS7CvInuNd7,4.52e-05,2,0.294,-5.464,1,0.152,129.924,4,https://api.spotify.com/v1/tracks/6u0EAxf1OJTLS7CvInuNd7,audio_features,spotify:track:6u0EAxf1OJTLS7CvInuNd7,0.557
19,0.0642,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,0.893,223413,0.745,5bcTCxgc7xVfSaMV3RuVke,0.0,11,0.0943,-3.105,0,0.0571,101.018,4,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,audio_features,spotify:track:5bcTCxgc7xVfSaMV3RuVke,0.872
20,0.218,https://api.spotify.com/v1/audio-analysis/7uYgVgRSgqluZclLS7wpp4,0.737,258000,0.742,7uYgVgRSgqluZclLS7wpp4,0.0,6,0.316,-2.875,1,0.0441,119.966,4,https://api.spotify.com/v1/tracks/7uYgVgRSgqluZclLS7wpp4,audio_features,spotify:track:7uYgVgRSgqluZclLS7wpp4,0.386
21,0.0803,https://api.spotify.com/v1/audio-analysis/4lUnFLtn8w3W76FiYDRzmO,0.648,190643,0.603,4lUnFLtn8w3W76FiYDRzmO,0.0,8,0.112,-5.098,1,0.0507,126.116,4,https://api.spotify.com/v1/tracks/4lUnFLtn8w3W76FiYDRzmO,audio_features,spotify:track:4lUnFLtn8w3W76FiYDRzmO,0.488
22,0.0285,https://api.spotify.com/v1/audio-analysis/0Qh38w01QRXK6KHIv0e3hb,0.489,269600,0.588,0Qh38w01QRXK6KHIv0e3hb,2.11e-06,1,0.0906,-6.177,1,0.0507,113.617,4,https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb,audio_features,spotify:track:0Qh38w01QRXK6KHIv0e3hb,0.187
23,0.0323,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,0.731,220454,0.794,0CokSRCu5hZgPxcZBaEzVE,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,audio_features,spotify:track:0CokSRCu5hZgPxcZBaEzVE,0.356
24,0.165,https://api.spotify.com/v1/audio-analysis/4QtiVmuA88tPQiCOHZuQ5b,0.792,201526,0.895,4QtiVmuA88tPQiCOHZuQ5b,0.0,1,0.0501,-3.112,0,0.0589,94.968,4,https://api.spotify.com/v1/tracks/4QtiVmuA88tPQiCOHZuQ5b,audio_features,spotify:track:4QtiVmuA88tPQiCOHZuQ5b,0.794
25,0.154,https://api.spotify.com/v1/audio-analysis/2U5cq89GCnsR1yixKkC8d5,0.482,202827,0.472,2U5cq89GCnsR1yixKkC8d5,0.0,7,0.0659,-8.038,0,0.251,92.249,4,https://api.spotify.com/v1/tracks/2U5cq89GCnsR1yixKkC8d5,audio_features,spotify:track:2U5cq89GCnsR1yixKkC8d5,0.773
26,0.118,https://api.spotify.com/v1/audio-analysis/677RjvAT2lpYjo1Whczjzx,0.606,216587,0.535,677RjvAT2lpYjo1Whczjzx,0.0,0,0.362,-6.545,1,0.098,99.979,4,https://api.spotify.com/v1/tracks/677RjvAT2lpYjo1Whczjzx,audio_features,spotify:track:677RjvAT2lpYjo1Whczjzx,0.522
27,0.00413,https://api.spotify.com/v1/audio-analysis/0OI7AFifLSoGzpb8bdBLLV,0.653,202805,0.718,0OI7AFifLSoGzpb8bdBLLV,0.0,3,0.0537,-5.232,0,0.213,82.034,4,https://api.spotify.com/v1/tracks/0OI7AFifLSoGzpb8bdBLLV,audio_features,spotify:track:0OI7AFifLSoGzpb8bdBLLV,0.216
28,0.2,https://api.spotify.com/v1/audio-analysis/7CUYHcu0RnbOnMz4RuN07w,0.618,228200,0.793,7CUYHcu0RnbOnMz4RuN07w,0.0,2,0.106,-4.777,1,0.151,88.387,4,https://api.spotify.com/v1/tracks/7CUYHcu0RnbOnMz4RuN07w,audio_features,spotify:track:7CUYHcu0RnbOnMz4RuN07w,0.874
29,0.222,https://api.spotify.com/v1/audio-analysis/1OIvYRsglIHhljLmSEXw7k,0.671,213360,0.595,1OIvYRsglIHhljLmSEXw7k,0.0,5,0.111,-6.035,0,0.0699,101.985,4,https://api.spotify.com/v1/tracks/1OIvYRsglIHhljLmSEXw7k,audio_features,spotify:track:1OIvYRsglIHhljLmSEXw7k,0.56
30,0.000453,https://api.spotify.com/v1/audio-analysis/5wj4E6IsrVtn8IBJQOd0Cl,0.372,258733,0.865,5wj4E6IsrVtn8IBJQOd0Cl,0.0,2,0.234,-4.918,1,0.0381,174.53,4,https://api.spotify.com/v1/tracks/5wj4E6IsrVtn8IBJQOd0Cl,audio_features,spotify:track:5wj4E6IsrVtn8IBJQOd0Cl,0.478
31,0.075,https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF,0.696,216409,0.817,6kex4EBAj0WHXDKZMEJaaF,0.0,1,0.187,-3.862,1,0.109,98.064,4,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF,audio_features,spotify:track:6kex4EBAj0WHXDKZMEJaaF,0.782
32,0.549,https://api.spotify.com/v1/audio-analysis/7MHN1aCFtLXjownGhvEQlF,0.788,213027,0.477,7MHN1aCFtLXjownGhvEQlF,0.0,4,0.349,-7.348,1,0.0434,94.983,4,https://api.spotify.com/v1/tracks/7MHN1aCFtLXjownGhvEQlF,audio_features,spotify:track:7MHN1aCFtLXjownGhvEQlF,0.86
33,0.0757,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,0.572,297893,0.853,4xkOaSrkexMciUUogZKVTS,0.0,1,0.0798,-3.203,1,0.217,171.297,4,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,audio_features,spotify:track:4xkOaSrkexMciUUogZKVTS,0.102
34,0.0153,https://api.spotify.com/v1/audio-analysis/6lOWoTqVnAWXchddtTH31W,0.586,185863,0.624,6lOWoTqVnAWXchddtTH31W,1.78e-06,5,0.133,-5.946,1,0.113,68.976,4,https://api.spotify.com/v1/tracks/6lOWoTqVnAWXchddtTH31W,audio_features,spotify:track:6lOWoTqVnAWXchddtTH31W,0.267
35,0.216,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,0.674,256533,0.568,6eT7xZZlB2mwyzJ2sUKG6w,0.0,7,0.0863,-7.678,1,0.0349,130.081,4,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,audio_features,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,0.321
36,0.835,https://api.spotify.com/v1/audio-analysis/4V6MRo0CEAC9MwAm7dkPuL,0.74,213933,0.303,4V6MRo0CEAC9MwAm7dkPuL,0.0,3,0.0782,-8.612,1,0.117,91.958,4,https://api.spotify.com/v1/tracks/4V6MRo0CEAC9MwAm7dkPuL,audio_features,spotify:track:4V6MRo0CEAC9MwAm7dkPuL,0.819
37,0.0895,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,0.584,220883,0.54,3ebXMykcMXOcLeJ9xZ17XH,0.0,1,0.261,-7.786,0,0.0576,137.972,4,https://api.spotify.com/v1/tracks/3ebXMykcMXOcLeJ9xZ17XH,audio_features,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,0.195
38,0.132,https://api.spotify.com/v1/audio-analysis/76iVOVsliCHlWqKuDnCfhE,0.781,222093,0.77,76iVOVsliCHlWqKuDnCfhE,0.0185,11,0.124,-7.085,0,0.0901,125.075,4,https://api.spotify.com/v1/tracks/76iVOVsliCHlWqKuDnCfhE,audio_features,spotify:track:76iVOVsliCHlWqKuDnCfhE,0.671
39,0.176,https://api.spotify.com/v1/audio-analysis/4KXwFI9pgJLpUIAc9oSL8j,0.501,272307,0.606,4KXwFI9pgJLpUIAc9oSL8j,0.0,8,0.158,-8.86,1,0.445,180.413,4,https://api.spotify.com/v1/tracks/4KXwFI9pgJLpUIAc9oSL8j,audio_features,spotify:track:4KXwFI9pgJLpUIAc9oSL8j,0.194
40,0.0363,https://api.spotify.com/v1/audio-analysis/0zl3PdjIl320fK0pxBGWNR,0.597,151915,0.857,0zl3PdjIl320fK0pxBGWNR,0.0,2,0.407,-5.759,1,0.28,187.964,4,https://api.spotify.com/v1/tracks/0zl3PdjIl320fK0pxBGWNR,audio_features,spotify:track:0zl3PdjIl320fK0pxBGWNR,0.493
41,0.213,https://api.spotify.com/v1/audio-analysis/2m2ZGfJcs3lHWNPzhWH3XH,0.822,256551,0.743,2m2ZGfJcs3lHWNPzhWH3XH,0.0103,1,0.0957,-2.038,1,0.0451,98.005,4,https://api.spotify.com/v1/tracks/2m2ZGfJcs3lHWNPzhWH3XH,audio_features,spotify:track:2m2ZGfJcs3lHWNPzhWH3XH,0.78
42,0.922,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,0.422,269560,0.264,3U4isOIWM3VvDubwSI3y7a,0.0,8,0.132,-7.064,1,0.0322,119.93,4,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,audio_features,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.331
43,0.207,https://api.spotify.com/v1/audio-analysis/7F9vK8hNFMml4GtHsaXui6,0.683,190428,0.53,7F9vK8hNFMml4GtHsaXui6,0.0,5,0.394,-4.918,0,0.142,75.016,4,https://api.spotify.com/v1/tracks/7F9vK8hNFMml4GtHsaXui6,audio_features,spotify:track:7F9vK8hNFMml4GtHsaXui6,0.645
44,0.06,https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl,0.675,181279,0.736,7y9iMe8SOB6z3NoHE2OfXl,0.0,0,0.0879,-3.604,1,0.0302,118.369,4,https://api.spotify.com/v1/tracks/7y9iMe8SOB6z3NoHE2OfXl,audio_features,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,0.607
45,0.00108,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,0.33,222587,0.936,7oK9VyNzrYvRFo7nQEYkWN,0.0,1,0.0926,-3.66,1,0.0917,148.112,4,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,audio_features,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.234
46,0.00468,https://api.spotify.com/v1/audio-analysis/5goGDc74vVREyN8al8CkPh,0.664,255840,0.848,5goGDc74vVREyN8al8CkPh,0.0,9,0.287,-5.214,0,0.44,75.22,4,https://api.spotify.com/v1/tracks/5goGDc74vVREyN8al8CkPh,audio_features,spotify:track:5goGDc74vVREyN8al8CkPh,0.549
47,0.717,https://api.spotify.com/v1/audio-analysis/5IKOXYnhzrLxqhlI0btiaa,0.599,262062,0.818,5IKOXYnhzrLxqhlI0btiaa,1.41e-05,9,0.228,-4.215,0,0.0881,140.009,4,https://api.spotify.com/v1/tracks/5IKOXYnhzrLxqhlI0btiaa,audio_features,spotify:track:5IKOXYnhzrLxqhlI0btiaa,0.475
48,0.536,https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB,0.522,207520,0.385,2RttW7RAu5nOAfq6YFvApB,0.0,0,0.135,-7.355,1,0.0288,89.792,4,https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB,audio_features,spotify:track:2RttW7RAu5nOAfq6YFvApB,0.236
49,0.0018,https://api.spotify.com/v1/audio-analysis/6Pgkp4qUoTmJIPn7ReaGxL,0.653,181673,0.863,6Pgkp4qUoTmJIPn7ReaGxL,0.0,2,0.0406,-4.799,1,0.0457,134.004,4,https://api.spotify.com/v1/tracks/6Pgkp4qUoTmJIPn7ReaGxL,audio_features,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,0.276
