,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
25,0.0777,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,0.573,223347,0.543,75ZvA4QfFiZvzhj2xkaWAh,0.0,8,0.199,-5.357,0,0.0398,143.916,4,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,audio_features,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.308
26,0.0188,https://api.spotify.com/v1/audio-analysis/5hM6sP0Gh1jD57drszNueC,0.483,244293,0.799,5hM6sP0Gh1jD57drszNueC,0.0,2,0.226,-4.567,0,0.0366,112.946,4,https://api.spotify.com/v1/tracks/5hM6sP0Gh1jD57drszNueC,audio_features,spotify:track:5hM6sP0Gh1jD57drszNueC,0.171
27,0.33,https://api.spotify.com/v1/audio-analysis/6mrKP2jyIQmM0rw6fQryjr,0.659,212120,0.716,6mrKP2jyIQmM0rw6fQryjr,0.0,5,0.173,-5.673,0,0.111,148.015,4,https://api.spotify.com/v1/tracks/6mrKP2jyIQmM0rw6fQryjr,audio_features,spotify:track:6mrKP2jyIQmM0rw6fQryjr,0.437
28,0.000874,https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH,0.563,229670,0.717,51rXHuKN8Loc4sUlKPODgH,0.0,1,0.183,-5.186,1,0.337,82.064,4,https://api.spotify.com/v1/tracks/51rXHuKN8Loc4sUlKPODgH,audio_features,spotify:track:51rXHuKN8Loc4sUlKPODgH,0.427
29,0.128,https://api.spotify.com/v1/audio-analysis/4R55IUi2x7S5ek2SpebOiE,0.909,197120,0.493,4R55IUi2x7S5ek2SpebOiE,0.000147,3,0.127,-6.688,1,0.0735,94.016,4,https://api.spotify.com/v1/tracks/4R55IUi2x7S5ek2SpebOiE,audio_features,spotify:track:4R55IUi2x7S5ek2SpebOiE,0.844
30,0.0393,https://api.spotify.com/v1/audio-analysis/5AEtlRudpgdT5FtNiuly6Y,0.659,174800,0.717,5AEtlRudpgdT5FtNiuly6Y,0.0,8,0.0769,-4.202,1,0.0581,103.036,4,https://api.spotify.com/v1/tracks/5AEtlRudpgdT5FtNiuly6Y,audio_features,spotify:track:5AEtlRudpgdT5FtNiuly6Y,0.71
31,0.581,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,0.825,233713,0.652,7qiZfU4dY1lWllzX7mPBI3,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931
32,0.283,https://api.spotify.com/v1/audio-analysis/4lESS6vuruP6a79KWRaQou,0.871,184067,0.768,4lESS6vuruP6a79KWRaQou,2.25e-05,4,0.162,-5.401,0,0.122,98.989,4,https://api.spotify.com/v1/tracks/4lESS6vuruP6a79KWRaQou,audio_features,spotify:track:4lESS6vuruP6a79KWRaQou,0.765
33,0.245,https://api.spotify.com/v1/audio-analysis/2xmrfQpmS2iJExTlklLoAL,0.638,205748,0.658,2xmrfQpmS2iJExTlklLoAL,3.77e-06,3,0.0919,-6.318,1,0.0456,105.076,4,https://api.spotify.com/v1/tracks/2xmrfQpmS2iJExTlklLoAL,audio_features,spotify:track:2xmrfQpmS2iJExTlklLoAL,0.33
34,0.0388,https://api.spotify.com/v1/audio-analysis/2bllegdYt2WoYdbRZyJ730,0.669,219386,0.814,2bllegdYt2WoYdbRZyJ730,3.71e-06,0,0.0834,-5.508,1,0.0715,100.065,4,https://api.spotify.com/v1/tracks/2bllegdYt2WoYdbRZyJ730,audio_features,spotify:track:2bllegdYt2WoYdbRZyJ730,0.457
35,0.0482,https://api.spotify.com/v1/audio-analysis/33bnxcjePIkcmNjEFTJX0l,0.681,220117,0.788,33bnxcjePIkcmNjEFTJX0l,0.0,1,0.0753,-4.323,1,0.0785,170.019,4,https://api.spotify.com/v1/tracks/33bnxcjePIkcmNjEFTJX0l,audio_features,spotify:track:33bnxcjePIkcmNjEFTJX0l,0.839
36,0.18,https://api.spotify.com/v1/audio-analysis/3Ga6eKrUFf12ouh9Yw3v2D,0.775,193456,0.679,3Ga6eKrUFf12ouh9Yw3v2D,7.26e-05,4,0.068,-4.985,0,0.135,166.008,4,https://api.spotify.com/v1/tracks/3Ga6eKrUFf12ouh9Yw3v2D,audio_features,spotify:track:3Ga6eKrUFf12ouh9Yw3v2D,0.619
37,0.103,https://api.spotify.com/v1/audio-analysis/1LhMopPAallLeaeNutqbgS,0.707,278893,0.632,1LhMopPAallLeaeNutqbgS,1.09e-05,10,0.0841,-7.031,1,0.0789,97.04,4,https://api.spotify.com/v1/tracks/1LhMopPAallLeaeNutqbgS,audio_features,spotify:track:1LhMopPAallLeaeNutqbgS,0.372
38,0.03,https://api.spotify.com/v1/audio-analysis/6Za3190Sbw39BBC77WSS1C,0.814,232550,0.813,6Za3190Sbw39BBC77WSS1C,9.33e-05,2,0.255,-3.023,0,0.0561,79.997,4,https://api.spotify.com/v1/tracks/6Za3190Sbw39BBC77WSS1C,audio_features,spotify:track:6Za3190Sbw39BBC77WSS1C,0.839
39,0.0716,https://api.spotify.com/v1/audio-analysis/630sXRhIcfwr2e4RdNtjKN,0.684,217440,0.619,630sXRhIcfwr2e4RdNtjKN,0.0,10,0.122,-7.005,1,0.0386,125.046,4,https://api.spotify.com/v1/tracks/630sXRhIcfwr2e4RdNtjKN,audio_features,spotify:track:630sXRhIcfwr2e4RdNtjKN,0.284
40,0.256,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,0.52,180823,0.761,7vGuf3Y35N4wmASOKLUVVU,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,audio_features,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.286
41,0.0417,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,0.801,163253,0.795,6QgjcU0zLnzq5OrUoSZ3OK,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,audio_features,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.754
42,0.0739,https://api.spotify.com/v1/audio-analysis/5jyyPsIGM2yqkZN9R3TmvN,0.725,238893,0.719,5jyyPsIGM2yqkZN9R3TmvN,0.0,11,0.148,-5.885,0,0.0545,140.01,4,https://api.spotify.com/v1/tracks/5jyyPsIGM2yqkZN9R3TmvN,audio_features,spotify:track:5jyyPsIGM2yqkZN9R3TmvN,0.57
43,0.0805,https://api.spotify.com/v1/audio-analysis/4nYsmWkuTaowTMy4gskmBw,0.792,199849,0.612,4nYsmWkuTaowTMy4gskmBw,3.83e-06,5,0.0852,-5.212,0,0.0693,109.959,4,https://api.spotify.com/v1/tracks/4nYsmWkuTaowTMy4gskmBw,audio_features,spotify:track:4nYsmWkuTaowTMy4gskmBw,0.42
44,0.0805,https://api.spotify.com/v1/audio-analysis/4nYsmWkuTaowTMy4gskmBw,0.792,199849,0.612,4nYsmWkuTaowTMy4gskmBw,3.83e-06,5,0.0852,-5.212,0,0.0693,109.959,4,https://api.spotify.com/v1/tracks/4nYsmWkuTaowTMy4gskmBw,audio_features,spotify:track:4nYsmWkuTaowTMy4gskmBw,0.42
45,0.0417,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,0.801,163253,0.795,6QgjcU0zLnzq5OrUoSZ3OK,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,audio_features,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.754
46,0.615,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,0.661,201000,0.373,3VlbOrM6nYPprVvzBZllE5,0.0,5,0.177,-8.249,1,0.0505,91.5,4,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,audio_features,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.523
47,0.00782,https://api.spotify.com/v1/audio-analysis/5VnDkUNyX6u5Sk0yZiP8XB,0.604,187147,0.826,5VnDkUNyX6u5Sk0yZiP8XB,0.15,0,0.154,-4.804,1,0.0434,167.985,4,https://api.spotify.com/v1/tracks/5VnDkUNyX6u5Sk0yZiP8XB,audio_features,spotify:track:5VnDkUNyX6u5Sk0yZiP8XB,0.241
48,0.423,https://api.spotify.com/v1/audio-analysis/5hcisvFMidkMJlElTO9Qmw,0.807,297485,0.681,5hcisvFMidkMJlElTO9Qmw,0.0,11,0.0962,-6.268,1,0.0983,140.006,4,https://api.spotify.com/v1/tracks/5hcisvFMidkMJlElTO9Qmw,audio_features,spotify:track:5hcisvFMidkMJlElTO9Qmw,0.676
49,0.00264,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.732,182707,0.75,7GX5flRQZVHRAGd6B4TmDO,0.0,11,0.109,-6.366,0,0.231,155.096,4,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401
