,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
15,0.0543,https://api.spotify.com/v1/audio-analysis/6jA8JUuPCGYjFcgw0AoM5T,0.777,221653,0.779,6jA8JUuPCGYjFcgw0AoM5T,0.0,0,0.636,-4.449,0,0.0972,94.023,4,https://api.spotify.com/v1/tracks/6jA8JUuPCGYjFcgw0AoM5T,audio_features,spotify:track:6jA8JUuPCGYjFcgw0AoM5T,0.768
16,0.0236,https://api.spotify.com/v1/audio-analysis/2dIPe4XdBLUsTZGqPIuKXb,0.519,236987,0.592,2dIPe4XdBLUsTZGqPIuKXb,0.0,3,0.146,-5.45,0,0.0519,81.996,4,https://api.spotify.com/v1/tracks/2dIPe4XdBLUsTZGqPIuKXb,audio_features,spotify:track:2dIPe4XdBLUsTZGqPIuKXb,0.244
17,0.137,https://api.spotify.com/v1/audio-analysis/7bUcBztfGqO7cSI2gMZeCI,0.714,180893,0.775,7bUcBztfGqO7cSI2gMZeCI,3.2e-05,1,0.396,-6.811,1,0.327,128.078,4,https://api.spotify.com/v1/tracks/7bUcBztfGqO7cSI2gMZeCI,audio_features,spotify:track:7bUcBztfGqO7cSI2gMZeCI,0.84
18,0.000239,https://api.spotify.com/v1/audio-analysis/4ylWMuGbMXNDgDd8lErEle,0.417,302147,0.824,4ylWMuGbMXNDgDd8lErEle,0.0545,11,0.0725,-7.36,0,0.105,157.92,4,https://api.spotify.com/v1/tracks/4ylWMuGbMXNDgDd8lErEle,audio_features,spotify:track:4ylWMuGbMXNDgDd8lErEle,0.4
19,0.134,https://api.spotify.com/v1/audio-analysis/6J1R5wtPXiHiwiPstOSI56,0.774,238160,0.828,6J1R5wtPXiHiwiPstOSI56,0.0,0,0.0601,-3.412,1,0.0502,90.993,4,https://api.spotify.com/v1/tracks/6J1R5wtPXiHiwiPstOSI56,audio_features,spotify:track:6J1R5wtPXiHiwiPstOSI56,0.841
20,0.00842,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,0.796,173987,0.61,1zi7xx7UVEFkmKfv06H8x0,0.00286,1,0.351,-5.857,1,0.0516,103.99,4,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,audio_features,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.391
21,0.259,https://api.spotify.com/v1/audio-analysis/1x5sYLZiu9r5E43kMlt9f8,0.707,212459,0.629,1x5sYLZiu9r5E43kMlt9f8,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,https://api.spotify.com/v1/tracks/1x5sYLZiu9r5E43kMlt9f8,audio_features,spotify:track:1x5sYLZiu9r5E43kMlt9f8,0.457
22,0.162,https://api.spotify.com/v1/audio-analysis/0woHVOh3KXLSDv8VU9XwZ4,0.703,195813,0.854,0woHVOh3KXLSDv8VU9XwZ4,0.0,0,0.121,-4.462,1,0.0584,91.906,4,https://api.spotify.com/v1/tracks/0woHVOh3KXLSDv8VU9XwZ4,audio_features,spotify:track:0woHVOh3KXLSDv8VU9XwZ4,0.689
23,0.0043,https://api.spotify.com/v1/audio-analysis/71T7xF5wLbDRg76jxAwDqA,0.697,204727,0.472,71T7xF5wLbDRg76jxAwDqA,9.67e-05,1,0.044,-7.849,1,0.0779,102.983,4,https://api.spotify.com/v1/tracks/71T7xF5wLbDRg76jxAwDqA,audio_features,spotify:track:71T7xF5wLbDRg76jxAwDqA,0.49
24,0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661
25,0.0392,https://api.spotify.com/v1/audio-analysis/73NbHgUZ51H65Bfo2HFKUi,0.675,201240,0.662,73NbHgUZ51H65Bfo2HFKUi,0.0,1,0.128,-4.989,1,0.0318,134.936,4,https://api.spotify.com/v1/tracks/73NbHgUZ51H65Bfo2HFKUi,audio_features,spotify:track:73NbHgUZ51H65Bfo2HFKUi,0.536
26,0.222,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,0.63,228827,0.815,6rPO02ozF3bM7NnOV4h6s2,0.0,2,0.091,-4.265,1,0.152,88.357,4,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,audio_features,spotify:track:6rPO02ozF3bM7NnOV4h6s2,0.813
27,0.474,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,0.781,281560,0.445,34gCuhDGsG4bRPIf9bb02f,0.0,2,0.184,-6.061,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.591
28,0.17,https://api.spotify.com/v1/audio-analysis/0gCPvo1GkbtPhMqg5Gbx1K,0.728,279613,0.541,0gCPvo1GkbtPhMqg5Gbx1K,0.0,1,0.118,-5.664,1,0.0318,130.025,4,https://api.spotify.com/v1/tracks/0gCPvo1GkbtPhMqg5Gbx1K,audio_features,spotify:track:0gCPvo1GkbtPhMqg5Gbx1K,0.206
29,0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,4Ro98RCK90oHqqSZUnTFq5,0.0,6,0.0767,-5.586,1,0.0537,106.008,4,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,audio_features,spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.519
30,0.013,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0.853,206693,0.56,0KKkJNfGyhkQ5aFogxQAPU,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.86
31,0.607,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,258987,0.379,1HNkqx9Ahdgi1Ixy2xkKkL,0.000464,4,0.0986,-10.48,1,0.0476,107.989,4,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.201
32,0.0714,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,0.763,190678,0.598,1yxgsra98r3qAtxqiGZPiX,0.0,11,0.112,-6.865,1,0.0539,140.987,4,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,audio_features,spotify:track:1yxgsra98r3qAtxqiGZPiX,0.182
33,0.0652,https://api.spotify.com/v1/audio-analysis/4DTpngLjoHj5gFxEZFeD3J,0.736,264532,0.604,4DTpngLjoHj5gFxEZFeD3J,6.43e-05,1,0.124,-7.357,0,0.222,155.007,4,https://api.spotify.com/v1/tracks/4DTpngLjoHj5gFxEZFeD3J,audio_features,spotify:track:4DTpngLjoHj5gFxEZFeD3J,0.574
34,0.0826,https://api.spotify.com/v1/audio-analysis/0JcNysfWVWaMS7R6vzGB2k,0.742,194742,0.858,0JcNysfWVWaMS7R6vzGB2k,0.0,10,0.364,-4.946,1,0.0483,95.049,4,https://api.spotify.com/v1/tracks/0JcNysfWVWaMS7R6vzGB2k,audio_features,spotify:track:0JcNysfWVWaMS7R6vzGB2k,0.64
35,0.357,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.858,199440,0.799,7JJmb5XwzOO8jgpou264Ml,0.0,2,0.091,-4.034,1,0.0589,121.991,4,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,audio_features,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.966
36,0.0256,https://api.spotify.com/v1/audio-analysis/1KSqYYJFyfTecXFk9M0prc,0.744,232787,0.859,1KSqYYJFyfTecXFk9M0prc,6.27e-05,11,0.0881,-3.166,1,0.0795,91.977,4,https://api.spotify.com/v1/tracks/1KSqYYJFyfTecXFk9M0prc,audio_features,spotify:track:1KSqYYJFyfTecXFk9M0prc,0.787
37,0.037,https://api.spotify.com/v1/audio-analysis/5lZsh9Qf7CbHI9Fcc7Zcsq,0.865,97202,0.652,5lZsh9Qf7CbHI9Fcc7Zcsq,0.0,8,0.0925,-8.218,1,0.105,94.946,4,https://api.spotify.com/v1/tracks/5lZsh9Qf7CbHI9Fcc7Zcsq,audio_features,spotify:track:5lZsh9Qf7CbHI9Fcc7Zcsq,0.372
38,0.243,https://api.spotify.com/v1/audio-analysis/0RoA7ObU6phWpqhlC9zH4Z,0.265,269453,0.312,0RoA7ObU6phWpqhlC9zH4Z,0.0,7,0.0893,-11.689,1,0.0569,54.747,3,https://api.spotify.com/v1/tracks/0RoA7ObU6phWpqhlC9zH4Z,audio_features,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,0.0998
39,0.228,https://api.spotify.com/v1/audio-analysis/0ERbK7qVqveCaBWIiYCrl3,0.635,204701,0.713,0ERbK7qVqveCaBWIiYCrl3,0.0,11,0.0506,-6.909,1,0.0937,179.864,4,https://api.spotify.com/v1/tracks/0ERbK7qVqveCaBWIiYCrl3,audio_features,spotify:track:0ERbK7qVqveCaBWIiYCrl3,0.749
40,0.423,https://api.spotify.com/v1/audio-analysis/0Gl5s8IhMmQE5YQwM8Qx1J,0.277,207787,0.394,0Gl5s8IhMmQE5YQwM8Qx1J,0.0,8,0.0952,-8.903,1,0.0336,86.777,3,https://api.spotify.com/v1/tracks/0Gl5s8IhMmQE5YQwM8Qx1J,audio_features,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J,0.227
41,0.231,https://api.spotify.com/v1/audio-analysis/0qYTZCo5Bwh1nsUFGZP3zn,0.755,229849,0.789,0qYTZCo5Bwh1nsUFGZP3zn,0.0,5,0.351,-4.502,1,0.146,93.973,4,https://api.spotify.com/v1/tracks/0qYTZCo5Bwh1nsUFGZP3zn,audio_features,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,0.737
42,0.125,https://api.spotify.com/v1/audio-analysis/0DJBgBiYeSn6n1AXAkFVE8,0.542,208760,0.581,0DJBgBiYeSn6n1AXAkFVE8,8.01e-05,8,0.185,-5.753,0,0.271,73.792,4,https://api.spotify.com/v1/tracks/0DJBgBiYeSn6n1AXAkFVE8,audio_features,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,0.298
43,0.187,https://api.spotify.com/v1/audio-analysis/70lnL3QaSOIIyMa2X9aVRL,0.75,195213,0.76,70lnL3QaSOIIyMa2X9aVRL,0.0,1,0.0548,-4.836,1,0.198,183.817,4,https://api.spotify.com/v1/tracks/70lnL3QaSOIIyMa2X9aVRL,audio_features,spotify:track:70lnL3QaSOIIyMa2X9aVRL,0.893
44,0.0578,https://api.spotify.com/v1/audio-analysis/2y5aJvzXhHPA94U5GFAcXe,0.737,245653,0.452,2y5aJvzXhHPA94U5GFAcXe,1.48e-05,0,0.187,-8.366,1,0.0534,117.962,4,https://api.spotify.com/v1/tracks/2y5aJvzXhHPA94U5GFAcXe,audio_features,spotify:track:2y5aJvzXhHPA94U5GFAcXe,0.096
45,0.398,https://api.spotify.com/v1/audio-analysis/3whrwq4DtvucphBPUogRuJ,0.751,199095,0.579,3whrwq4DtvucphBPUogRuJ,2.28e-05,2,0.133,-4.036,1,0.0321,105.031,4,https://api.spotify.com/v1/tracks/3whrwq4DtvucphBPUogRuJ,audio_features,spotify:track:3whrwq4DtvucphBPUogRuJ,0.349
46,0.304,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,0.804,298941,0.459,5mCPDVBb16L4XQwDdbRUpz,0.0862,11,0.11,-11.556,1,0.039,111.963,4,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,audio_features,spotify:track:5mCPDVBb16L4XQwDdbRUpz,0.372
47,0.427,https://api.spotify.com/v1/audio-analysis/7vu0JkJh0ldukEYbTVcqd0,0.725,176320,0.42,7vu0JkJh0ldukEYbTVcqd0,0.0,8,0.061,-6.811,1,0.0811,113.975,4,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0,audio_features,spotify:track:7vu0JkJh0ldukEYbTVcqd0,0.424
48,0.248,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,0.662,179613,0.496,5yuShbu70mtHXY0yLzCQLQ,0.0,5,0.0769,-8.267,1,0.109,81.951,4,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,audio_features,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.133
49,0.0172,https://api.spotify.com/v1/audio-analysis/7AQim7LbvFVZJE3O8TYgf2,0.797,146520,0.533,7AQim7LbvFVZJE3O8TYgf2,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2,audio_features,spotify:track:7AQim7LbvFVZJE3O8TYgf2,0.329
