,timbre_median_1,timbre_median_2,timbre_median_3,timbre_median_4,timbre_median_5,timbre_median_6,timbre_median_7,timbre_median_8,timbre_median_9,timbre_median_10,timbre_median_11,timbre_median_12
205,51.271,36.034,2.453,4.54,20.162,-15.343,-3.404,-9.426,-13.382,3.407,-11.758,3.651
206,53.265,46.468,29.538,-1.86,31.145,-31.456,10.95,-0.412,-9.823,1.877,-8.787,-3.295
207,50.099,31.809,-22.072,-12.041,37.619,-18.6,-2.85,1.178,-7.006,-1.093,-17.298,-12.207
208,50.772,72.082,0.338,-2.777,13.079,-19.72,-5.131,-4.031,-8.269,4.983,-11.27,-0.485
209,53.543,54.766,22.515,-12.895,15.83,-25.82,2.942,4.196,-9.143,-1.367,-8.922,-4.795
210,49.763000000000005,7.3695,-17.695999999999998,-15.499500000000001,25.8355,-29.7955,-1.4009999999999998,-3.3680000000000003,-5.3695,-1.624,-9.7235,-8.3955
211,54.154,53.596,8.769,-14.553,28.341,-24.628,1.23,1.424,2.721,-0.164,-11.981,0.983
212,51.553,63.7675,28.813000000000002,2.5235,33.076,-22.264,15.625,2.2415000000000003,-4.5335,1.476,-12.6545,-2.6085000000000003
213,51.241,66.49,54.72,12.572,51.575,-14.091,-6.72,1.176,-1.304,-3.807,-9.739,-2.18
214,51.847,18.49,13.706,-4.188,0.81,-25.946,16.524,6.119,-0.719,5.327,-11.426,1.379
215,51.43,58.82,0.703,-2.14,20.374,-23.053,0.699,1.447,-0.352,-0.172,-8.41,0.599
216,50.955,66.689,38.313,15.08,18.899,-8.1945,3.583,3.937,-13.8575,-0.7055,-11.513,0.251
217,50.992000000000004,86.2815,-9.788,4.838,11.517,-28.389499999999998,23.366500000000002,-2.6285,-14.6615,-3.8335,-19.428,1.5935000000000001
218,54.483,67.278,7.593,-0.045,18.92,-34.944,13.69,4.907,-1.661,3.614,-8.628,-3.351
219,47.64,-8.0,-18.398,-6.937,36.177,-19.429,-5.508,-4.682,-2.026,1.963,-11.021,-1.263
220,51.712,30.467,-1.9914999999999998,7.3885000000000005,16.611,-14.048,-1.5875,1.1755,-0.8365,-1.762,-14.504,2.513
221,55.2755,93.9675,20.9325,-11.7965,12.225999999999999,-23.9795,-3.318,3.4989999999999997,-15.5705,1.884,-9.5855,-5.6545000000000005
222,48.861,57.8615,5.266,-1.562,32.262,-19.119,3.2135,-0.746,-14.6705,-0.645,-14.812999999999999,1.3645
223,53.696,85.551,1.071,-14.602,11.16,-28.503,-5.004,-0.566,0.721,1.97,-9.431,3.772
224,48.853,15.367,-10.631,-1.682,15.834,-32.369,22.808,3.835,-10.838,-4.421,-9.912,5.176
225,51.861,32.843,7.19,-4.298,39.371,-34.217,6.35,-0.077,-3.496,-0.869,-8.976,-4.176
226,50.892,83.8,23.244,-7.975,20.639,-24.393,7.378,5.949,-3.298,3.885,-11.63,-4.281
227,52.619,72.02799999999999,7.423,-3.372,11.988,-23.0065,1.96,1.8039999999999998,-4.4975000000000005,2.487,-9.8905,-0.338
228,50.035,25.4295,-32.407,-17.575,33.8765,-32.768,-5.664,-1.2294999999999998,-6.5605,1.283,-9.6115,-6.14
229,45.408,-13.619499999999999,-44.2115,-25.2175,25.538,-21.319000000000003,-11.816500000000001,-5.341,-12.1375,-0.48650000000000004,-10.0855,-1.9865
230,52.254,14.573,23.383,-1.547,9.618,-24.477,4.181,3.484,-20.279,-3.13,-8.436,-5.165
231,48.305,19.617,-16.471,-25.608,26.354,-22.66,0.955,2.872,0.874,0.295,-11.849,-5.043
232,52.921,22.919,26.006,2.677,34.997,-25.806,-6.764,3.226,-14.081,-0.996,-9.098,-1.433
233,42.149,55.586,-21.632,0.248,44.88,-30.609,-6.846,-1.049,-14.894,3.637,-12.669,-0.787
234,47.603,80.456,54.102,21.32,52.356,-18.033,-20.408,-4.721,-12.393,8.94,-6.99,-4.538
235,50.3695,40.6525,30.9545,-0.626,25.2705,-25.479,-5.702500000000001,0.8855,-6.132,-0.5595,-5.933,0.774
236,48.002,52.855999999999995,-4.9205000000000005,-6.934,19.082,-28.192500000000003,9.439,1.928,-1.231,-0.5874999999999999,-9.778500000000001,0.4985
237,49.553,-7.682,-12.152,-6.718,24.062,-23.673,0.334,-3.583,-5.615,5.432,-8.15,-4.324
238,51.034,-0.922,23.869,9.211,15.584,-23.158,10.322,4.313,-13.982,-5.527,-6.399,-0.818
239,50.675,59.501,10.281,5.237,24.254,-25.841,15.663,-0.396,-8.565,4.659,-15.01,-5.171
240,52.0895,68.01400000000001,9.5795,-4.0515,18.506,-18.414499999999997,-0.558,4.529,-13.661000000000001,-1.6855,-9.267,-3.3225
241,49.4775,-0.485,10.0135,-10.3705,27.673000000000002,-19.91,-13.01,-5.074,-8.275,-4.159,-5.637499999999999,3.431
242,52.406,39.141,-7.213,4.684,26.095,-21.761,-5.004,10.547,-15.968,1.726,-8.563,1.132
243,49.455,14.875,8.3045,-7.3025,26.546999999999997,-22.742,-3.9210000000000003,-3.5305,-4.9719999999999995,-1.439,-8.6125,3.2439999999999998
244,51.3535,54.5325,8.011500000000002,-4.4645,23.16,-23.927500000000002,11.401,3.507,-5.548500000000001,2.72,-12.9675,-5.157500000000001
245,48.501,19.52,32.119,-12.879,5.879,-27.739,-2.547,-0.807,-6.957,-1.349,-4.871,2.376
246,51.036,46.714,1.983,-2.3695,36.2735,-27.181,7.7219999999999995,4.1129999999999995,-21.563,4.5465,-16.8105,-7.0295000000000005
247,49.876,51.657,0.657,7.206,31.906,-15.531,9.152,4.254,-0.906,0.267,-19.922,-4.601
248,53.379,74.475,16.821,-1.741,5.508,-18.615,-6.51,7.06,-0.495,5.499,-12.882,-2.417
249,51.855,45.13,-12.236,-15.272,21.185,-30.611,-6.784,-3.127,-8.525,0.534,-11.79,-1.347
250,49.094,53.453,-3.391,15.91,-2.685,-11.078,-12.317,-2.455,-9.191,-0.884,-12.534,14.231
251,48.436,24.611,-20.807,-17.054,14.246,-23.331,1.899,1.992,1.084,-2.171,-12.446,-2.045
252,52.2505,51.022000000000006,17.94,-5.6850000000000005,18.200000000000003,-22.6535,-1.713,0.3425,-13.9735,-1.822,-10.2035,-8.1905
253,47.837,12.946,-6.503,-20.672,26.974,-23.392,-4.568,-0.97,-10.833,-4.406,-6.841,5.435
254,50.507999999999996,17.869,25.308999999999997,-12.311,20.3095,-28.691,-2.0175,2.7215,-4.936999999999999,0.8605,-5.879,-3.5355
255,52.538,67.043,19.877,-8.438,23.603,-31.559,22.266,3.64,-0.568,2.499,-10.635,-4.412
256,55.4815,48.959,19.700499999999998,-19.197000000000003,7.9885,-30.8565,-3.6334999999999997,2.6630000000000003,-8.586500000000001,1.4635,-9.2905,-8.5675
257,38.457,-43.034,-89.404,3.305,6.292,-42.343,-13.43,-15.78,-5.754,2.296,-14.668,1.839
258,48.013000000000005,38.6525,14.5335,15.3005,49.658500000000004,-10.77,11.9345,6.904,-13.347999999999999,5.289,-23.371000000000002,6.4864999999999995
259,54.03,28.611,15.879,15.735,15.73,-22.106,10.083,-3.064,-7.448,0.902,-15.344,-5.679
260,54.0015,50.289,14.1065,-5.0169999999999995,16.700499999999998,-24.5855,-4.2445,-2.65,-8.9195,2.5564999999999998,-10.065,-5.890499999999999
261,50.713499999999996,32.656,3.886,-8.927499999999998,41.8305,-27.825,9.498000000000001,0.31999999999999995,-8.264,2.053,-11.574000000000002,2.0175
262,51.571,47.883,23.905,-8.947,32.243,-37.645,8.397,2.031,-4.341,3.132,-7.982,-5.358
263,52.096000000000004,31.6855,36.2455,-3.1399999999999997,31.9005,-27.369,8.6915,0.23500000000000001,9.535499999999999,0.6465000000000001,-8.129,1.7115
264,49.0875,31.344,1.0590000000000002,-13.488,18.176499999999997,-24.261,4.3535,1.9665,5.5835,-0.9824999999999999,-10.597,-0.2205
265,51.078,30.657,12.388,16.285,13.177,-21.011,10.395,0.392,-9.171,2.408,-12.126,-3.949
266,49.3405,19.8575,-11.998999999999999,0.385,25.335,-27.502,-3.3045,-0.23299999999999998,-3.1870000000000003,-3.2984999999999998,-10.9555,4.6985
267,52.052,43.436,-9.684,-12.627,25.39,-26.247,-17.582,-2.297,-2.153,-0.432,-10.456,-7.011
268,50.8655,59.963499999999996,-6.083,1.755,25.256999999999998,-15.572500000000002,-2.789,4.1635,-13.271,6.121,-16.8295,-5.1845
269,53.836,40.073,16.939,2.242,18.63,-22.026,16.793,5.245,-7.433,2.591,-9.83,3.032
270,53.92,52.326,1.74,-9.136,17.604,-30.171,6.358,-6.464,-11.189,0.815,-9.025,-13.23
271,51.4835,65.67949999999999,1.536,-1.3490000000000002,14.4675,-32.4995,-0.358,5.5135000000000005,0.9525,7.9830000000000005,-10.159500000000001,-8.4485
272,47.825,10.673,-24.0735,1.6245,16.311500000000002,-21.5965,13.372,4.584,-8.8125,1.5215,-20.515,-4.406499999999999
273,53.704,59.658,15.138,4.207,30.461,-23.439,-2.194,5.471,-7.46,1.444,-8.604,-6.735
274,49.64,61.852,-16.18,-10.743,15.121,-23.564,-2.773,-5.87,-7.868,1.585,-12.794,-3.765
275,49.963,28.606499999999997,1.8305,-15.5095,0.347,-21.0785,-11.927,-0.9864999999999999,-3.4385000000000003,2.4975,-9.917,-12.5535
276,52.049,66.11,2.05,-17.2165,23.6425,-29.65,9.408000000000001,0.6045,-5.7665,2.8715,-12.174,1.4505
277,48.839,44.6745,27.4205,-8.0655,16.012999999999998,-29.3335,-4.9635,-2.644,-11.9405,-2.918,-5.524,-1.0455
278,53.077,77.709,11.224,-7.057,25.899,-25.277,6.134,3.895,-4.737,1.417,-11.315,-3.266
279,51.739999999999995,67.9165,17.049500000000002,0.1805,16.4055,-17.391,-0.301,0.885,-13.501999999999999,-0.526,-9.993500000000001,2.9930000000000003
280,53.424,46.381,13.921,-3.0575,28.884,-28.526,6.9030000000000005,6.073,-2.3994999999999997,4.6585,-10.407,1.5795
281,51.839,67.957,15.874,8.97,22.498,-28.279,10.102,6.709,-5.324,3.754,-14.155,-2.923
282,46.967,-15.494,24.169,-1.023,57.601,-17.43,-23.189,-3.772,-7.556,-12.292,-2.711,12.227
283,51.94,27.133,-17.496499999999997,-18.813000000000002,-1.201,-28.1675,-3.8,-6.429,-1.3904999999999998,-0.035,-9.3325,-1.875
284,50.475,30.036,-16.266,-1.072,19.604,-29.343,-0.043,-1.513,1.737,-1.594,-9.431,7.999
285,49.906,49.251,-8.221,-6.359,20.292,-17.435,6.316,-0.144,-10.399,-3.344,-15.743,-12.943
286,51.591,29.671,-1.521,4.611,22.61,-31.664,21.64,1.346,-20.638,-1.825,-10.242,-0.91
287,52.294,43.9255,1.823,-16.206,22.509,-20.319000000000003,16.1095,4.635,0.366,0.107,-11.1055,2.1985
288,53.476,82.32,8.193,-11.891,-12.051,-29.839,-11.157,5.685,-6.385,1.908,-7.062,-3.957
289,49.926500000000004,30.899,16.5485,1.7774999999999999,9.5075,-26.1615,11.1115,3.2184999999999997,-3.622,0.786,-7.1035,-1.4595
290,52.254999999999995,42.91,14.475000000000001,-2.2965,4.8095,-31.067,7.696,1.102,-7.632,6.122,-8.814499999999999,-10.218499999999999
291,50.695499999999996,40.073499999999996,-17.015500000000003,-12.3445,2.1525,-32.955,-0.897,7.3100000000000005,-0.3075,3.9345,-8.0305,2.0325
292,54.927,34.739,15.874,1.47,28.519,-27.913,16.75,-3.763,-12.564,-1.418,-9.288,-1.632
293,53.168,44.998,6.805,-10.338,15.711,-24.034,5.615,-2.296,-9.146,1.591,-9.542,-5.928
294,48.084,-2.624,-13.116,-14.059,35.216,-30.883,3.022,-2.754,-19.225,-5.335,-6.612,-8.658
295,47.557,11.64,-6.465,-21.836,34.658,-26.708,-2.964,2.589,-1.449,2.224,-11.228,-14.713
296,48.676,15.815999999999999,-17.3235,1.6835,27.6875,-31.838,2.3120000000000003,4.8895,-1.8319999999999999,6.2985,-14.532,-1.4575
297,52.728,32.504,24.077,4.462,26.004,-12.182,-5.648,5.452,-16.347,3.079,-15.282,-3.3
298,54.965,98.2795,1.181,0.259,29.273,-30.2335,-5.8345,4.537,-2.2335000000000003,9.457999999999998,-12.8835,-8.3635
299,50.978,59.622,18.433,-10.314,3.559,-24.62,7.791,1.033,-2.828,0.6,-10.706,-1.751
300,50.498,50.663,-9.022,-6.468,11.732,-25.227,13.664,0.719,-13.161,0.815,-10.614,3.613
301,48.8615,3.138,2.863,-9.089,37.848,-33.9565,23.268,4.150499999999999,-12.5975,-3.5324999999999998,-10.8545,-5.7395
302,54.388,50.3725,32.6915,11.023,24.1385,-31.316499999999998,10.836,0.48350000000000004,-8.4145,4.9670000000000005,-9.118500000000001,-0.7070000000000001
303,48.477,-13.824,2.214,-27.983,24.47,-28.372,12.466,4.065,5.784,-2.651,-9.874,0.743
304,52.911,50.777,28.902,4.167,21.705,-23.711,16.401,4.67,-9.161,-1.877,-10.574,2.086
305,50.7195,34.43,18.012999999999998,10.581,28.732,-21.137,9.464500000000001,3.9555,-8.915,2.3235,-14.0525,-0.439
306,51.927,67.338,27.387,0.917,43.84,-36.911,-2.93,-0.438,3.418,5.543,-9.255,-2.394
307,51.667,15.694,31.748,0.018,19.189,-23.41,-1.303,-3.568,1.049,0.687,-10.224,-10.876
308,49.69,7.668,-13.932,-16.14,20.951,-27.145,1.179,-0.547,-2.812,0.871,-9.586,2.86
309,49.528999999999996,49.584999999999994,-41.447500000000005,13.1705,31.159,-17.999000000000002,-4.8725,-2.973,-0.043,3.51,-10.6205,-2.947
310,51.198499999999996,20.262,12.3,-4.9384999999999994,16.564,-14.4365,-9.5245,-1.075,-20.887500000000003,1.576,-14.265999999999998,-8.555
311,54.6525,95.458,44.757999999999996,8.285,43.215999999999994,-20.035,0.077,12.370000000000001,-5.4585,4.5504999999999995,-10.366499999999998,-2.2485
312,55.4355,68.076,17.9565,-4.958500000000001,26.8345,-33.675,-9.313,0.6990000000000001,-6.8545,1.3605,-5.8915,2.133
313,53.096000000000004,58.494,23.594,-10.405999999999999,14.7105,-29.451999999999998,-12.0855,-0.594,-14.276499999999999,-0.067,-4.1185,8.1525
314,47.442,25.056,2.584,-1.84,13.436,-16.309,10.391,4.361,-9.974,-1.504,-11.219,-3.672
315,52.166,45.437,34.229,-1.089,9.266,-26.943,5.006,0.097,-6.697,4.051,-11.642,-9.758
316,53.802,52.995,11.151,-7.678,23.357,-26.413,1.112,2.23,-8.538,2.579,-7.596,4.223
317,45.684,-28.985,-35.493,-15.179,21.867,-21.857,17.709,-0.721,6.914,-1.587,-16.563,-2.24
318,55.7455,69.40549999999999,9.291,11.49,15.8535,-28.012999999999998,5.141500000000001,-1.6395,-20.421999999999997,-8.133,-9.7675,-0.4565
319,52.354,16.384,10.674,-1.468,34.135,-31.703,8.725,-4.604,-7.764,0.505,-11.682,-6.733
320,54.3695,11.8875,10.7955,17.026,11.9725,-26.655,18.249499999999998,5.528499999999999,-7.002000000000001,3.52,-13.7055,-1.84
321,52.639,61.075,25.231,-8.33,40.722,-28.731,15.181,5.194,-6.51,0.148,-11.717,-3.062
322,52.35,54.032,15.357,-5.758,10.794,-31.246,3.52,-2.93,4.393,5.25,-6.082,-3.889
323,50.716499999999996,52.564,13.6965,-9.779,-4.614,-27.115499999999997,-10.199000000000002,-2.6115000000000004,-1.31,1.1070000000000002,-6.702500000000001,-7.7325
324,47.6815,28.8545,-26.742,19.522,29.4645,-66.45750000000001,10.693,12.1685,-1.0635,4.492,-9.245999999999999,2.9684999999999997
325,53.775,46.107,22.865,-1.952,22.146,-20.047,-12.332,1.025,-17.895,-5.879,-3.689,4.101
326,39.551,0.35,-10.283,-8.673,28.354,-10.675,-17.697,0.07,-8.396,-3.72,-4.231,12.291
327,44.6515,-107.6515,2.4210000000000003,7.2989999999999995,6.5600000000000005,-36.2615,34.18,-0.16999999999999998,-6.226,-3.0015,-4.691,14.133
328,46.526,102.492,-56.592,-16.299,1.631,-11.455,-11.26,-0.198,4.363,6.256,-12.585,1.074
329,50.377,18.433,28.624,-6.737,0.744,-19.361,2.974,1.89,-9.435,-4.698,-6.738,2.978
330,54.215999999999994,58.403,-5.5835,-10.265,-15.106,-22.716,-8.9685,-1.3925,-12.703,-1.3485,-10.1995,-3.724
331,40.86,77.62,-11.92,-4.478,-16.903,-14.617,-31.394,-9.39,-6.831,2.635,-12.134,-7.956
332,55.282,50.894,35.951,-6.843,18.17,-28.686,11.625,3.315,-4.392,2.848,-8.982,-7.699
333,41.4395,-14.442,7.121,-9.812,34.8655,-25.499000000000002,-3.8935,-2.407,-2.532,-2.075,-6.1915,-4.5794999999999995
334,49.5685,40.706500000000005,-12.7575,-19.297,28.534,-29.828,0.328,-2.2245,-4.212999999999999,0.391,-9.5075,-1.0299999999999998
335,49.841499999999996,44.9645,-39.467,6.9415,26.049500000000002,-11.592,-14.250499999999999,16.174,-13.638,5.6005,-16.3105,-4.0545
336,53.973,76.616,2.519,-0.911,17.55,-27.350499999999997,10.795,8.1275,-6.2485,9.584,-15.4985,-3.3895
337,53.412,46.014,17.933,-11.493,9.524,-19.461,10.141,8.981,-10.328,-2.555,-11.661,0.519
338,52.39,69.2,53.57,16.287,33.733,-20.703,7.779,2.947,-15.836,-1.715,-8.019,-7.684
339,53.3555,49.4215,23.72,1.9735,32.016,-20.613,1.0745,-0.892,-11.892,-0.139,-11.7695,-5.138
340,54.577,77.667,21.9625,-1.112,21.310499999999998,-28.0135,5.527,8.9195,-14.846499999999999,4.48,-12.5745,-10.9605
341,50.052499999999995,12.043,-1.8279999999999998,-14.293,32.5395,-29.98,7.3545,-2.1715,-8.939499999999999,1.075,-10.8645,-8.5475
342,54.356,61.846,15.102,-6.583,23.443,-21.638,-15.233,0.584,-14.044,-0.075,-6.977,4.013
343,52.807,62.76,15.473,-2.129,6.851,-24.003,20.321,6.376,-7.019,5.497,-11.43,-1.487
344,52.385000000000005,46.7015,-7.991,-2.8095,22.5385,-29.5215,1.7465000000000002,9.8665,-18.708,0.9615,-8.8385,1.5875
345,49.760999999999996,38.2545,-4.0825,-0.659,25.5515,-26.811500000000002,13.165,8.806999999999999,-8.2375,-0.20400000000000001,-8.796,0.5465
346,52.882,63.675,16.467,0.725,26.306,-28.662,23.136,3.019,-5.928,-1.029,-10.811,1.126
347,51.976,50.688,24.616,11.365,33.074,-17.699,-0.008,5.682,-6.53,-0.216,-12.635,-5.071
348,48.329,60.817,1.9135,-6.4015,12.6365,-15.3555,-14.2715,-3.0195,-11.7805,0.114,-11.43,-8.023
349,47.322,14.849,17.648,4.208,29.059,-20.282,18.347,3.358,-16.909,-0.678,-13.279,5.943
350,48.446,32.411,-26.682,-20.056,30.074,-29.4,1.986,-1.53,1.441,3.57,-11.547,-0.344
351,48.952,58.454499999999996,-16.2555,-11.473500000000001,6.0745000000000005,-22.491,-8.332,-7.071,-12.493500000000001,1.852,-10.09,-4.508
352,53.785,52.568,28.087,-0.451,34.718,-32.628,11.256,0.49,-9.677,1.866,-9.024,-1.88
353,52.507999999999996,66.589,19.8455,-7.9995,23.843,-31.383,22.2435,3.7119999999999997,-0.5175000000000001,2.5275,-10.5305,-4.495
354,51.636,27.943,-6.279,-20.393500000000003,14.4155,-20.703,1.065,-0.1285,-11.131499999999999,-1.2505,-9.8865,-3.5255
355,44.192,1.917,14.382,-14.466,28.934,-23.721,-18.584,1.56,-3.937,-1.377,-2.679,1.909
356,44.264,-32.016,-13.52,-10.771,9.943,-19.586,-17.913,-8.786,-3.678,-4.664,-10.629,-4.076
357,49.93,12.278,11.025,-0.372,12.424,-23.086,10.851,-1.935,-10.638,-0.804,-13.93,-6.102
358,50.0185,11.4345,-9.6915,-13.3525,21.1295,-25.198,3.31,3.2465,-6.491,-1.7875,-8.4775,6.16
359,52.894999999999996,32.837,16.945999999999998,-3.6390000000000002,9.201,-22.573999999999998,20.587,3.2355,-1.869,0.402,-10.801,2.8885
360,54.74,71.575,22.324,11.023,24.083,-25.325,3.218,1.135,-15.713,4.373,-12.353,-3.419
361,52.6265,41.586,14.0525,-10.2505,23.042,-25.07,13.5465,2.198,1.7225000000000001,0.5695,-12.6915,-5.4765
362,53.5075,17.305,19.3235,3.7155,29.4995,-21.116,0.2535,0.40449999999999997,-9.4895,2.0564999999999998,-11.498999999999999,-1.154
363,51.423,68.205,37.961,8.153,42.226,-27.088,4.481,6.343,2.344,4.354,-7.597,7.982
364,49.409499999999994,47.9285,12.655,-21.881500000000003,34.1875,-22.7895,5.253500000000001,3.1665,-2.186,0.488,-13.331,-6.728
365,49.8665,59.081999999999994,23.682000000000002,-4.807,23.3135,-25.1115,4.927,4.2175,1.9435,1.8780000000000001,-10.003,3.7315
366,49.8475,85.533,47.4225,8.1335,40.5875,-8.591999999999999,-14.6585,4.032,-19.2915,3.0435,-12.6865,2.8765
367,42.405,0.308,16.421,5.661,27.437,-16.557,-2.064,-1.007,-11.562,-3.539,-13.741,-4.177
368,53.816,66.255,10.633,1.754,24.915,-33.768,18.297,2.609,-7.87,5.569,-9.54,-5.497
369,51.1155,20.863500000000002,-3.6625,-4.221500000000001,35.2245,-24.535,18.9135,1.258,-10.373999999999999,-2.362,-15.1065,-1.567
370,50.786,63.453,32.913,-3.234,33.578,-25.76,11.298,5.309,-8.132,1.8,-10.47,-1.939
371,45.2635,34.620999999999995,-31.994999999999997,-7.4015,58.937,-15.431000000000001,-15.068,4.8934999999999995,-6.8545,13.2555,-22.634999999999998,-1.6135000000000002
372,49.9,25.22,-26.0035,9.900500000000001,17.689,-17.836,-13.3785,-6.9055,-11.385000000000002,7.612,-17.1115,-5.728
373,47.705,17.043,-21.577,-0.786,5.246,-11.945,24.717,5.197,-10.049,5.042,-25.958,-5.961
374,46.483,-1.434,7.149,-18.818,13.264,-23.708,4.211,3.966,-3.3,-2.68,-7.215,-5.761
375,50.501999999999995,49.584500000000006,-37.027,-23.450000000000003,-2.5865,-12.500499999999999,-18.4865,1.0550000000000002,-0.23249999999999998,2.7145,-18.177500000000002,-7.7044999999999995
376,52.6255,33.203,30.1045,-7.0165,40.308499999999995,-28.3075,-2.0315000000000003,-0.17049999999999998,-11.6305,-1.33,-8.254000000000001,-1.9515
377,47.609,-8.004,-39.774,-33.875,26.206,-16.558,-2.187,-2.591,-0.066,-0.033,-9.494,-2.224
378,51.984,18.354,22.411,-10.981,12.838,-27.895,3.411,2.865,-10.42,-0.859,-9.165,-5.962
379,43.515,-2.009,-44.848,-12.742,34.773,-20.074,0.311,4.52,2.194,-3.613,-10.02,0.827
380,51.717,46.175,-0.506,7.0585,24.654,-19.988,-22.0895,-10.957,-19.6665,6.2475000000000005,-12.048,-10.998000000000001
381,52.021,24.8315,-3.4115,-1.2625,10.913499999999999,-15.4275,-16.609499999999997,-5.7315000000000005,-16.9745,-1.891,-8.915,1.1085
382,49.1265,41.569500000000005,-37.679,-12.2925,17.8755,-5.5335,-0.1455,3.213,-7.463,11.5395,-28.786,-17.6295
383,52.974,27.2,-1.577,14.197,41.362,-30.794,12.958,-1.738,-14.115,2.218,-17.533,-2.872
384,50.474,-0.103,-8.488,-2.476,26.463,-10.942,-10.511,-1.911,-7.162,-1.846,-11.81,-0.704
385,43.767,-23.905,-34.978,-6.725,35.906,-11.665,2.978,-16.271,10.231,-5.214,-22.122,-6.879
386,51.433,2.151,-10.376,-16.221,24.04,-21.537,6.365,-2.008,1.534,0.932,-12.909,-6.766
387,53.6245,52.431,12.589500000000001,25.066000000000003,16.692999999999998,-4.4335,-10.3695,6.264,-8.475000000000001,6.9935,-11.156500000000001,-1.4855
388,49.522,14.957,-20.768,0.198,14.307,-11.861,-6.009,-1.165,-6.33,5.675,-21.594,-6.511
389,52.046,45.434,-11.223,-4.703,31.043,-25.04,-7.084,-2.831,-3.656,0.68,-14.612,-6.573
390,50.272999999999996,28.7085,-17.787,-23.667499999999997,29.3335,-29.7085,-12.021,-2.335,-4.18,2.722,-10.352,-3.1915
391,50.9755,24.839,-1.6795,-12.4585,17.061500000000002,-23.476,1.2265000000000001,-0.868,-5.4830000000000005,-2.8705,-10.652000000000001,-3.708
392,47.112,7.511,-18.261,-9.307,1.09,-20.204,7.34,-2.584,-9.759,-0.263,-14.448,-5.866
393,41.818,-39.3905,12.094000000000001,-15.0705,14.4295,-18.738,-8.7895,-2.0595,-2.9450000000000003,-4.0945,-6.0595,0.481
394,48.929,28.545,-2.246,10.156,30.498,-18.283,-24.102,-13.854,-18.46,2.258,-12.186,-9.906
395,44.454499999999996,-26.53,-28.439999999999998,-17.9015,14.734,-29.211,-2.4325,-0.1745,3.3125,-1.178,-7.631,0.8915
396,48.861999999999995,15.212499999999999,3.8375000000000004,-11.402000000000001,15.0935,-22.6515,-7.4465,-4.942,4.5265,1.559,-11.2545,-0.44
397,48.856,43.25,-44.897,5.733,34.312,-7.409,4.225,-8.054,-1.329,12.463,-29.48,-1.727
398,54.213,74.224,13.915,-1.218,13.64,-19.475,6.146,2.527,-8.078,-2.556,-10.394,5.097
399,50.73,34.726,32.619,-4.098,5.016,-24.864,-14.686,-3.884,-9.438,-2.282,-7.173,-4.134
400,49.223,17.876,-21.784,1.488,20.285,-23.477,3.699,3.812,-0.344,0.881,-14.776,-7.94
401,51.2295,35.247,-2.5,-4.8175,25.457,-21.7625,7.8985,0.7295,-6.1835,2.615,-16.1965,-11.45
402,52.785,51.179,15.003,5.352,42.857,-21.785,13.67,-0.175,-8.482,2.92,-14.27,-0.387
403,50.057,23.3845,-12.2915,-0.8385,25.1055,-25.7495,22.535,-2.0145,-22.262999999999998,-6.194,-12.9835,-5.053
404,51.1555,27.4255,-17.081,-0.2115,31.4195,-17.6265,2.0229999999999997,-4.026,-20.2785,-1.133,-15.8855,-8.955
405,51.711,83.733,42.517,8.242,55.458,-23.7,-3.58,-0.589,-7.735,5.519,-9.782,-5.609
406,50.1275,40.8575,-23.825499999999998,-3.7104999999999997,20.71,-13.36,-5.5775,-2.325,-7.990500000000001,4.0905000000000005,-21.103,-0.13
407,52.434,56.959,9.5445,-8.449,24.9365,-27.119500000000002,1.3125,2.5845000000000002,-9.256499999999999,2.582,-7.709,3.768
408,52.129999999999995,65.612,36.831500000000005,-0.09,23.039499999999997,-22.923000000000002,2.931,2.995,-1.8285,6.388,-11.471,0.601
409,52.048,41.485,23.91,-6.697,16.683,-21.252,3.667,1.104,-7.67,-2.744,-8.514,-3.673
410,36.838,22.17,-21.264,-2.297,24.603,-25.474,-6.466,-5.894,-6.805,3.201,-7.598,-2.635
411,50.096,71.136,26.491,-6.957,9.583,-26.636,-7.483,3.374,-1.718,-0.504,-3.183,8.196
412,53.311,38.805,15.823,-3.551,15.7465,-26.261499999999998,8.816500000000001,-0.7084999999999999,-7.803,0.7455,-10.059999999999999,-8.5725
413,50.8645,54.498000000000005,40.0865,-2.9845,7.635,-21.8005,-10.719000000000001,1.0619999999999998,-0.464,2.169,-7.7515,-3.5615
414,47.366,29.576,-18.792,-8.747,25.407,-24.008,-4.083,4.246,1.249,4.018,-14.133,-4.464
415,52.7125,10.254999999999999,18.4795,-7.0095,25.7705,-27.141,-13.4805,-5.3195,-6.741,-2.5605,-7.1345,-10.206499999999998
416,52.704,38.782,14.788,15.927,37.991,-13.13,2.98,5.054,-11.548,1.486,-17.898,-5.388
417,49.246,29.779,-6.182,-19.281,22.328,-28.23,-14.71,1.035,-2.468,4.62,-10.245,-2.739
418,49.102,45.594,13.953,-1.204,29.65,-15.739,-9.194,2.064,-8.734,1.108,-9.497,1.277
419,50.7195,34.43,18.012999999999998,10.581,28.732,-21.137,9.464500000000001,3.9555,-8.915,2.3235,-14.0525,-0.439
420,47.395,13.575,-9.027,-3.576,24.095,-18.599,-20.721,-8.152,-7.489,1.098,-8.683,-4.28
421,49.22,49.092,6.014,-11.796,31.971,-16.673,-0.751,-1.575,-6.453,3.355,-12.43,0.447
