,uri,popularity
875,spotify:track:5qmR4IEKBUpgPa14pGuWuS,63
876,spotify:track:3vAncbML0jhNrp63DKhsCo,60
877,spotify:track:2DQHzXM5eKjunrgtcnsefC,46
878,spotify:track:3iRT3kNY5h4K29THDNwNzQ,52
879,spotify:track:6GNifiuBPrKFpwNBYnooFm,77
880,spotify:track:0xl1w2q4VLojeXp4JfazPL,70
881,spotify:track:0hNduWmlWmEmuwEFcYvRu1,77
882,spotify:track:01iyCAUm8EvOFqVWYJ3dVX,73
883,spotify:track:0jSMnY1V9iLW5dJwC6PQly,21
884,spotify:track:0Q4UnABWc02jPFQwzx96EJ,50
885,spotify:track:6AUjCREDPemltXCgUFNKhM,49
886,spotify:track:1xIVMdpZ8D7kAYsfBdsXZY,53
887,spotify:track:1dxrqZVEdoPUoO0VSOz0Yp,57
888,spotify:track:2cTKuxpHcPzDFRbbhE2WxP,46
889,spotify:track:0prwCihRoIg2yvGpdiNTKr,51
890,spotify:track:4Lxo85WV35D46plJvewWj0,58
891,spotify:track:7yO48FWUkqsrdxrwkGcnwl,63
892,spotify:track:3WR4pU96KUOlAOTgYCefdH,52
893,spotify:track:1839RWzPRZCVgvamu4sHSN,74
894,spotify:track:5SDCeGVT08a1RMXIBJF2O5,4
895,spotify:track:3DPVWMeTHfzgEGIEclG970,26
896,spotify:track:3QKOeXulifabbeVYqFEYLG,65
897,spotify:track:4iln0giJrfqie4FildAxFT,42
898,spotify:track:6PCUP3dWmTjcTtXY02oFdT,83
899,spotify:track:6b8Be6ljOzmkOmFslEb23P,83
900,spotify:track:5YY7ht3PCArlLjLbcTiAvh,76
901,spotify:track:5tf1VVWniHgryyumXyJM7w,80
902,spotify:track:3nowfjwegM5e8lZFIZs5AR,38
903,spotify:track:7q5agbUOzZnVF4Yes3AD7I,77
904,spotify:track:5ZX1X9Rl4zbx1Wwyn3idVD,69
905,spotify:track:0lmdsH1MIoLsMymnNpd6HU,58
906,spotify:track:56lBX2WHqfGuoeZxZvUnVj,28
907,spotify:track:7mR6AryFz9a5TAAHAtbBD7,32
908,spotify:track:4YVbLto1w4dEKXjuZxlGRQ,40
909,spotify:track:7MYmo0JJJDmu4MZTSAF9y3,58
910,spotify:track:1d0c62VFYauOOgxZ2eFUxx,79
911,spotify:track:10GJQkjRJcZhGTLagFOC62,78
912,spotify:track:17Fd6Yb7mSbinKG8LoWfFl,77
913,spotify:track:1crSsvtU9wZB15dIQXV2QH,65
914,spotify:track:1kusepF3AacIEtUTYrw4GV,70
915,spotify:track:6kNMg11e0ApnTmExdayfA1,59
916,spotify:track:1bfPwJtmZdqv6MPY5Wr7eH,70
917,spotify:track:2Okv1MY4rnI3hHyDXqOdvs,44
918,spotify:track:5xNUR50KxswPRAvx7S163g,83
919,spotify:track:0r8cXiw1PpmJ41vKVuo8UE,37
920,spotify:track:26K4tbF6waeJzo11e3JDo8,20
921,spotify:track:0MfVTButkC0WU7aUcIskU6,61
922,spotify:track:299lFlaAsNQdgbIZNPmIA0,45
923,spotify:track:3aLSrx8qhssXrh5yjB6oy9,76
924,spotify:track:3ZiRKBhwdgakfj1HBoBsNP,5
925,spotify:track:4VuS959DSpr82t3qBqCrWG,83
926,spotify:track:6OiCBhX8lUQeNoAqipWsr0,44
927,spotify:track:4q8PHoRsPUB52LFylX8Ulz,51
928,spotify:track:6x6cpNDnIpqtaNcXIcGkUs,59
929,spotify:track:1a5Yu5L18qNxVhXx38njON,61
930,spotify:track:58K5nAWRgdHtdUdrQaScGv,22
931,spotify:track:7GncL3nyKUjsEm8Z5gvTpW,80
932,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,81
933,spotify:track:55OdqrG8WLmsYyY1jijD9b,75
934,spotify:track:2Wr970IfovsSGnfkE08iMF,61
935,spotify:track:1jNOi6m3Hn8nLEeHCp5Msr,60
936,spotify:track:2C0KFbb4v9CNWR5c9jWcKC,69
937,spotify:track:3t0J8vI9StQD8KIBkT2Cp5,70
938,spotify:track:2HzfRSfCogBSsgW2CckVA2,55
939,spotify:track:67CfbIKKTCKFqmQLJwUftX,61
940,spotify:track:2KklXplRtxMsBYo474Es0w,78
941,spotify:track:0vBUsN3rew8OjgowVwykOn,55
942,spotify:track:2eucFttlfFNX5fRD78JBdI,61
943,spotify:track:0mX14Kpe4VTYmkqRgGslT5,45
944,spotify:track:5pto2OxinIJ3Vb2H8FZqGV,48
945,spotify:track:3SGWp9fJCzgK0WcpcKSQdy,65
946,spotify:track:1rIKgCH4H52lrvDcz50hS8,81
947,spotify:track:6fZ3uERao8KUwL53TOOdLS,51
948,spotify:track:3WKBNbYx32xlJQ0puFCnAJ,74
949,spotify:track:0jzDEmL1YQSElsZMeWyBFy,49
950,spotify:track:6XOYVSmNDjKUNMXooU4s4z,75
951,spotify:track:4AEVXHznFXkJEtFamkYwlr,58
952,spotify:track:3H179O48ynsu9q8LOnFQZY,71
953,spotify:track:5QhTQuh6CAdyee44LINWCI,39
954,spotify:track:6pSYjx66rlqRmGGTHhnjCo,76
955,spotify:track:6JRJbyOIVV70SFzNCvH9xX,59
956,spotify:track:4ofJfEEpdRojamBiNRrc1P,43
957,spotify:track:4N1c5rmWOzRmB9SMacr5wB,80
958,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,55
959,spotify:track:0o221VNm4azkzYYLtxDGgV,56
960,spotify:track:71GOBk9Dj0NEYNLzLCX4Sq,53
961,spotify:track:7MyNwJf70OmVkQey6UsPnV,48
962,spotify:track:6uJwPeBGb3swi85TSr9iIz,70
963,spotify:track:3zAUQH6We2RZ1LaDusCJbX,39
964,spotify:track:2nWeF8M4XwOdIEUK8q1kTj,28
965,spotify:track:4gavOCQdZ2g86gkvi17FM7,48
966,spotify:track:6hqIXyo6GxydAnoI8XeIrV,59
967,spotify:track:3C4FUqrrjuvWoHwsumWfIu,65
968,spotify:track:1T5YN3coSTm6uTfCC2WXVo,3
969,spotify:track:1Wrzhfa5bNlqvsnCztz190,64
970,spotify:track:5XOuCULoFqbByxEERraICQ,47
971,spotify:track:2uITqsPoCdIVABLbrTVevi,46
972,spotify:track:0PDwNx6GrHc5sRVy6Hc7GP,64
973,spotify:track:2W4yTO3qHdqyvbz2UxfIPh,60
974,spotify:track:2JzQJQyCBASBg6BmPUHR2l,55
975,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,81
976,spotify:track:35GSwxl4LYtOATVIXqmAPA,62
977,spotify:track:2yvjjJrWzVzA2zg4VsoEmo,67
978,spotify:track:7D5yebasDybJ83PTpwQNfx,54
979,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,75
980,spotify:track:3Lfiu5sZ4M4B6JaKMBc0FU,77
981,spotify:track:70lnL3QaSOIIyMa2X9aVRL,84
982,spotify:track:4lawFBY8FFw4dY4shoiCvC,50
983,spotify:track:2A17f6I4fh6GqYX0J8noGr,65
984,spotify:track:7HwKzQBybHSHqdLv25VdtU,56
985,spotify:track:0fioLzGM8ngbD1w6fMmm45,76
986,spotify:track:4r8hRPbidDIoDPphxi78aY,68
987,spotify:track:7LFLJWIQFHsaDw5FOltT5Z,31
988,spotify:track:0SGkqnVQo9KPytSri1H6cF,80
989,spotify:track:57MbOuT7s2ES3IW9KuZQzI,44
990,spotify:track:0o7glLPfZgns8ZF14Wlpf7,29
991,spotify:track:3HVr6jTVwBHBa2flM0eURR,34
992,spotify:track:3xcA9VhzezvHcZsoQLmRho,60
993,spotify:track:5Jod7wZMqUqoNOEXuuPAfs,59
994,spotify:track:4gbVRS8gloEluzf0GzDOFc,73
995,spotify:track:73oG1oAMc7uKza0DQsZVZO,54
996,spotify:track:2Za1AlJNvksouPPWbXpR2X,83
997,spotify:track:378iszndTZAR4dH8kwsLC6,67
998,spotify:track:132PHgHGX3zImcI6MkO0Fg,44
999,spotify:track:4FwwXRuwzJcpmfCR8ltO9b,64
1000,spotify:track:5ByAIlEEnxYdvpnezg7HTX,80
1001,spotify:track:2rizacJSyD9S1IQUxUxnsK,76
1002,spotify:track:4xgogDjS5rql6vVY5Okxhk,34
1003,spotify:track:6Za3190Sbw39BBC77WSS1C,92
1004,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,78
1005,spotify:track:47ku2WULKpUQEW9dT6IODI,52
1006,spotify:track:6eAMa0e7WCbjM7ivbAhvkq,45
1007,spotify:track:4RuvPSCJ7xvRVOxiFBUt9B,0
1008,spotify:track:1sWiWerHnR6J4LNdFxdywM,52
1009,spotify:track:08WPvDEsHvTFuB9w8tC2OS,63
1010,spotify:track:1yxgsra98r3qAtxqiGZPiX,87
1011,spotify:track:7M62jxrvr7UJdo6DchAFf3,54
1012,spotify:track:6De0lHrwBfPfrhorm9q1Xl,89
1013,spotify:track:4HwFQVCmXg7nXahGMqVqT9,43
1014,spotify:track:3S0OXQeoh0w6AY8WQVckRW,68
1015,spotify:track:4dQJPEwClxfhDIyReAxxnk,45
1016,spotify:track:33VNLJpKEeCfSnHMq8ZX8o,24
1017,spotify:track:2ENexcMEMsYk0rVJigVD3i,22
1018,spotify:track:7LQFqrhg2zchnDtYS3BqCG,26
1019,spotify:track:3VClLWqNn80Llv0PJOsKgr,85
1020,spotify:track:4FPrAERfkPKOBKrRoyuxLu,37
1021,spotify:track:1j7WkfrhD53T4NP0MbaF4H,50
1022,spotify:track:67DT75IlDJdrZ5ZsIzmMH3,41
1023,spotify:track:46eu3SBuFCXWsPT39Yg3tJ,74
1024,spotify:track:1KqvRRQd3lfM0pAlkGPrgD,69
1025,spotify:track:0eafUurZ4awQ3ZAIvHr608,34
1026,spotify:track:7sO5G9EABYOXQKNPNiE9NR,93
1027,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,86
1028,spotify:track:4zIaXqKCXZs02eB6jEe5Mf,59
1029,spotify:track:3sdDgcU2XvO8EwkUsIe7VW,70
1030,spotify:track:4nDfc6F2uVcc6wdG7kBzWO,68
1031,spotify:track:5mv7w7lsmOAWhSMYPz7vSN,56
1032,spotify:track:1uKzAldJYlwje9HstlwTie,61
1033,spotify:track:0mel2N9Ws9r4yLQn5QE21Y,41
1034,spotify:track:6RUKPb4LETWmmr3iAEQktW,85
1035,spotify:track:7twLnN62kZTfE6QaIOpyuN,43
1036,spotify:track:650OeHTLxZAQmb4aEbGmaA,70
1037,spotify:track:6AUuRg513AfT50d52O60fS,66
1038,spotify:track:489nZybL79w209ELXWJyVK,40
1039,spotify:track:65B6PVBnY28EEAMSrIk6bk,40
1040,spotify:track:04KTF78FFg8sOHC1BADqbY,69
1041,spotify:track:6ZvHhCEzcmmyjlFVmPjb4a,55
1042,spotify:track:2HVlPD7l46qVItJl26XsLi,65
1043,spotify:track:10BpvV0IRrd7D0gtHrBTN2,53
1044,spotify:track:2EZQWlqxhPE2mfkGGt0M8i,43
1045,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,83
1046,spotify:track:67FIk7Usu88yo4HW43l5p9,5
1047,spotify:track:4l7oWPw4zoKwv1esKfk9ln,4
1048,spotify:track:2dCmGcEOQrMQhMMS8Vj7Ca,64
1049,spotify:track:7mJ2RZgc9MDpiQBijvPYFX,60
1050,spotify:track:2uSm3nvujwcpDWOpT09eWb,49
1051,spotify:track:7jF8UOxrhG0CK2sYaHVCMx,31
1052,spotify:track:05CgKydlFJALNy4JTHeMgs,65
1053,spotify:track:553GNiNqcudWfsF55RBDqz,51
1054,spotify:track:7Glc4pW94gOMFJ4cdC5dg9,45
1055,spotify:track:1WC5UN1U79gJlxGLYDGIO7,26
1056,spotify:track:0JiVRyTJcJnmlwCZ854K4p,80
1057,spotify:track:0RTzJVkunbGwuRjXDFHnjf,70
1058,spotify:track:3zJw3rugfpVrmBeDDnUYzy,57
1059,spotify:track:2fgk04HR0nlgNysfX7fKF0,63
1060,spotify:track:04qqfjPWDqrg9q3HTToCfZ,55
1061,spotify:track:6gBFPUFcJLzWGx4lenP6h2,88
1062,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,78
1063,spotify:track:4OZEu0Vwq0RB2LAq14v99n,75
1064,spotify:track:20ZAJdsKB5IGbGj4ilRt2o,75
1065,spotify:track:0eio2xxlLcgMCSMPgJseeI,6
1066,spotify:track:3GPI7hYiqD6enLRobhkBm8,29
1067,spotify:track:2dfqS3MRtbLZSZA1IL8xY5,61
1068,spotify:track:5gIRPQWULwrvIt0F6pY7ph,69
1069,spotify:track:0ZciUwSSqAqYzWBPUBK9Su,64
1070,spotify:track:0WCEaydwN65cvwaW8aqptF,69
1071,spotify:track:1n4jwRVXdkK2U34nBDUKKT,66
1072,spotify:track:7EI6Iki24tBHAMxtb4xQN2,88
1073,spotify:track:1HrMWH5GUdK6Yi94rbANJA,80
1074,spotify:track:4Hf7WnR761jpxPr5D46Bcd,5
1075,spotify:track:6cAKeFFYW2aClZSUyvqAEW,71
1076,spotify:track:2OYXpaYf86alQxLNsv8zYD,55
1077,spotify:track:6Tb6jpTsEMuBnxYo2HuSiK,46
1078,spotify:track:2CvOqDpQIMw69cCzWqr5yr,76
1079,spotify:track:7aW0z1jKq6FgB7ffpbocg6,65
1080,spotify:track:1mDGDb2fUmUMdqV3tb8VKQ,18
1081,spotify:track:5humEOJehpAwMJEJmb0JJ2,44
1082,spotify:track:0k23rRi1B8ZHrKtzECGoyk,72
1083,spotify:track:6n3HGiq4v35D6eFOSwqYuo,78
1084,spotify:track:1NRpTRaS4H5TAaFllvHncI,12
1085,spotify:track:6mEq3wNJtQaGoXQmSTt7wb,54
1086,spotify:track:5reuAuw0krOWkDz2C5ayPX,43
1087,spotify:track:3nXUfNbkv8ikaSdHwEp0oY,70
1088,spotify:track:3OG5wVO27N3HtdtxPLpPFt,60
1089,spotify:track:4ebyxcj1PnmLXRFFpWegGY,49
1090,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,71
1091,spotify:track:3B3C8mLLcV6X2KfMoBAhRY,25
1092,spotify:track:2YMyVYNLmFDD0KGtNkkgFa,72
1093,spotify:track:4HeTbgW1dDHxE8LrNL5HDP,59
1094,spotify:track:5LkQpbBFgoyQm1jGlznT7p,58
1095,spotify:track:2sUjqzc8jIKYrM4rw86uyx,28
1096,spotify:track:2FRnf9qhLbvw8fu4IBXx78,57
1097,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,76
1098,spotify:track:4ZJPwET9Jrgpkqi4Vo3Yg8,76
1099,spotify:track:5iGkUe025afEj6z66GHjWv,56
1100,spotify:track:43nTSCqFZJTaBSsWCLJfx3,39
1101,spotify:track:2FBUoWkIuQXwayw2RNo5l6,76
1102,spotify:track:7iypwu1yQ4GftHl3nbUgK6,52
1103,spotify:track:6rKnNLtB54F16xQH5aw29m,55
1104,spotify:track:2AnQ17eF2coAbBlLEbpHTo,0
1105,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,79
1106,spotify:track:1wur1SW656paPv7EyTqWu4,20
1107,spotify:track:5OMwQFBcte0aWFJFqrr5oj,73
1108,spotify:track:7lGKEWMXVWWTt3X71Bv44I,75
1109,spotify:track:29X2SbrWVW3AKrM9wStY4j,48
1110,spotify:track:2GdIKPluDT6hT3xBxxKiUK,49
1111,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,84
1112,spotify:track:5uHqjLxdyG2W3inN52gRMs,43
1113,spotify:track:0oWdtU4ius3XfFkEm0elVq,67
1114,spotify:track:4BV37FQ3MN4Jc3FIvWlI7w,0
1115,spotify:track:0PJTSLKwNI68rwHEJ054qd,35
1116,spotify:track:2twUPIYOTqVivev47pf7bU,72
1117,spotify:track:4qqArAiTPueDxIp7cf87h7,76
1118,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,89
1119,spotify:track:72hHInYt31ahgKrITeJLLV,13
1120,spotify:track:04paQ37b9ea8jLFAPQrRMh,57
1121,spotify:track:33F4IHQ2JcXWSDXNA9b4tK,69
1122,spotify:track:79e8hwTrPAvAwYc3JFeK6a,53
1123,spotify:track:0fBSs3fRoh1yJcne77fdu9,71
1124,spotify:track:3bJk15J9lr1D5hQgR5XDUP,52
1125,spotify:track:3RiPr603aXAoi4GHyXx0uy,79
1126,spotify:track:6RrXd9Hph4hYR4bf3dbM6H,75
1127,spotify:track:7JxgBFTAELiO2EfkJcUXUR,47
1128,spotify:track:1XRTXNP8eLpWXfso8Q4dC5,71
1129,spotify:track:0zsAfJQ1ZEhEjvBlYl9wMk,11
1130,spotify:track:0jWYIVQ6q5ixWpdUYpcEeh,67
1131,spotify:track:6pwvH9LfroBLqd3dez9vBz,48
1132,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,77
1133,spotify:track:5Y9fnynLlIvqtM710MHzfz,92
1134,spotify:track:2gbCG4Rt9984UZ7Tc0dIFd,38
1135,spotify:track:1iDPB2WNsGEWuKycQyDGn6,68
1136,spotify:track:39G2MOGHvRizM6wU6jC8H9,34
1137,spotify:track:7F1LWA9sIlTorHUo4amGqk,66
1138,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,74
1139,spotify:track:4kpAz34vx3pPPGaKdD3j6Q,60
1140,spotify:track:3AsAuGTaDQzavZZThyYlop,75
1141,spotify:track:6IoKSUyNOOheJRjiuGb1ew,71
1142,spotify:track:0yhNApb5f23UkttdQekW3P,42
1143,spotify:track:4dASQiO1Eoo3RJvt74FtXB,82
1144,spotify:track:6swQNgqYQmtBlUT7VydnxU,45
1145,spotify:track:4N4OsaLguWcJTsgGCRxYVI,9
1146,spotify:track:7jHzO2EPJzt1JgHQ80aRu0,71
1147,spotify:track:5nCh1ndK8yigIS1HnygeDg,59
1148,spotify:track:4sJ7QiE3N0QEtkJuJvsUBi,35
1149,spotify:track:0o2xtLCzHseeiUMYMGFDcC,51
1150,spotify:track:5bcTCxgc7xVfSaMV3RuVke,83
1151,spotify:track:3en8r3KYECOz81PC3cymsx,8
1152,spotify:track:3QWjljChcOMkRDYSzF33Qr,73
1153,spotify:track:69uCmYNvkqnvIpyTKJXZ5P,58
1154,spotify:track:2UMMy3ZyQmw5fqnmeaVki8,63
1155,spotify:track:2cKovq3l6OJjhVVDbVKOsr,85
1156,spotify:track:5ojXuKXBYq0apcNucYSDXq,84
1157,spotify:track:7Hv89f7Dpm5Hce1XkBbjQZ,70
1158,spotify:track:3Vn9oCZbdI1EMO7jxdz2Rc,60
1159,spotify:track:6t2ubAB4iSYOuIpRAOGd4t,72
1160,spotify:track:2JCv3LADgWrOcJoOa0so6m,60
1161,spotify:track:71P1N0X76YtZMbBIGG47un,30
1162,spotify:track:0Zx8khUcEfCFK2AEoIhC92,77
1163,spotify:track:21FzLpLN7S1XFePNSZHEFt,27
1164,spotify:track:6BwWFv9GR66ibD9pZO2W5E,65
1165,spotify:track:4YDuN2wT9oCQDPvES6MwVv,47
1166,spotify:track:565mBVOWl57RxMQl2jvSML,60
1167,spotify:track:1COzxDAXL1Bjm48oabSs8S,58
1168,spotify:track:7jzpAD8q77nwEmSsqUeUjy,72
1169,spotify:track:7vGuf3Y35N4wmASOKLUVVU,91
1170,spotify:track:2KwojFDebQV4J2b0JMRR5Q,76
1171,spotify:track:3jP3coGrROR7kjiDlpoRph,69
1172,spotify:track:1WOmEg42Mgaz1nRimIMR9C,49
1173,spotify:track:2xpKG8IFa2OOVcHev7rPv6,44
1174,spotify:track:2ZhK2QEmcnyy4tgDT34bu5,53
1175,spotify:track:69uEpNyKIz9ZPKMjjrOFbl,0
1176,spotify:track:78pn8k7RogKo2oxl0DyX6d,45
1177,spotify:track:1tDM9ElAIOimEPBEnkXqe2,61
1178,spotify:track:09KlDlkOYuC5x6hOaM7vaP,9
1179,spotify:track:1pJQAHpD51J7GYaFrrFO9S,67
1180,spotify:track:6E39QsoWB7JjphPF9xCQSN,66
1181,spotify:track:3ZxYruWUtA4WNlWvO2gDPW,42
1182,spotify:track:5EzitieoPnjyKHAq0gfRMa,75
1183,spotify:track:4O4xuKdvJvl7HpFlYGwudS,58
1184,spotify:track:40RV7qJXN0CaiY6UPmH7Sp,53
1185,spotify:track:4JC8vnwP59u2WG6jbHCPOO,46
1186,spotify:track:5xey3cl8y5fWst3EKgPFk8,62
1187,spotify:track:3lPAHV0b53zgRRm9LBgnTY,0
1188,spotify:track:6nlXWOyoCPLXXWaklOyQcb,70
1189,spotify:track:1s7voXUxRTw98pmy1J8urv,5
1190,spotify:track:5FsTu7dr5CbzoHWOtesNwk,50
1191,spotify:track:0P6AWOA4LG1XOctzaVu5tt,83
1192,spotify:track:0ymkBsjtqVjwOJ6lDt54CS,28
1193,spotify:track:5N1itNLaYtifU8YVbg9SBQ,62
1194,spotify:track:11SiIkTI3NsJvQGRyGw980,64
1195,spotify:track:209gZgcfLq2aUuu51vOWBl,81
1196,spotify:track:1IgRQvTqj7BKjNWRzjFEE0,50
1197,spotify:track:569wwTXGm6Ujk1HeJjH6fj,56
1198,spotify:track:0J47tsoZf95YNsIHnNBo9p,58
1199,spotify:track:3gppA9cIA46C4nomcRq1NF,65
1200,spotify:track:6keKIzkXWdbwJWMBJQUwYl,45
1201,spotify:track:78rIJddV4X0HkNAInEcYde,63
1202,spotify:track:4GvhvCrqxhpyMBUzwdDC0T,60
1203,spotify:track:6JY1IdkZGeIcPegKxjSKeb,65
1204,spotify:track:6g4ZuCOfJyY48vCaxA4yRu,36
1205,spotify:track:6GeD5g9vZTz25Egf8kxoIY,65
1206,spotify:track:6adiI26XZ7hksnPrJdLpjU,51
1207,spotify:track:02UNF1uo5f0UNgc1qx5XGt,73
1208,spotify:track:0xbHp9AXvMKteyvGuyGzBM,62
1209,spotify:track:1HCw8XKtTgWWU3JlEUR0qQ,56
1210,spotify:track:4aWmUDTfIPGksMNLV2rQP2,82
1211,spotify:track:0s46bMreG8JY7LHE0lKqp1,54
1212,spotify:track:2qtU6xY8JccohVSOH1pOj8,33
1213,spotify:track:5ETXBavoEIZcPVIVjeMP1E,15
1214,spotify:track:11pNf8SA2U3PXzLca8BFt6,49
1215,spotify:track:39MsGu3FUJ5mofWxTvDL1A,52
1216,spotify:track:2pJZ1v8HezrAoZ0Fhzby92,79
1217,spotify:track:5DEp4UmhxN7OLnYQacWZhh,5
1218,spotify:track:6Pw3Gvw4wNMZfTYZa6IQal,79
1219,spotify:track:66y7x28jXOPrcmu3D5Zjh6,80
1220,spotify:track:2CJ6CRzuRQd46asE1ucuVD,60
1221,spotify:track:3v2d3qpgx5s7cwpMg71i3O,20
1222,spotify:track:5ltecSYLGsRr6BNTlwQkEu,51
1223,spotify:track:5OXo9FTWP1urs0BxC4QNSl,43
1224,spotify:track:2HL7EWAjEm5Bhpr1iWHA4C,68
1225,spotify:track:6jTEKtJvIoECSQMEZoLmjR,37
1226,spotify:track:06IYJV7Ed3FfpJurK7OIFG,66
1227,spotify:track:7fSGbZLhWlAiCC3HDPAULu,73
1228,spotify:track:11dFghVXANMlKmJXsNCbNl,63
1229,spotify:track:3HoTiqEEY2SmTeq1XGINo3,47
1230,spotify:track:54h8xHewdRPnYzmbEHBhOO,47
1231,spotify:track:7MXVkk9YMctZqd1Srtv4MB,81
1232,spotify:track:15pjLBdN42P2gyFefUt8DD,53
1233,spotify:track:1SBj3BmNJ5SNCoC0VtlR9Z,62
1234,spotify:track:5Oh3cW5gnEEKPsHb1WrVWm,64
1235,spotify:track:4gJzpOMYyOpVnbDXlT5aWL,76
1236,spotify:track:3mxWDt0eKXfl4C1e4oIP0J,79
1237,spotify:track:5UEvfBx5yQ14HALjI8jk3t,69
1238,spotify:track:0q75NwOoFiARAVp4EXU4Bs,84
1239,spotify:track:3LYMSookeZx26HJsohpobI,45
1240,spotify:track:5AEtlRudpgdT5FtNiuly6Y,88
1241,spotify:track:6rbeWjEavBHvX2kr6lSogS,77
1242,spotify:track:7qiZfU4dY1lWllzX7mPBI3,91
1243,spotify:track:3Sy8Q6qaFefag6e8MFN5aQ,56
1244,spotify:track:5c4tB0saSkNHX5CyDosuF7,14
1245,spotify:track:3cRQnpGJ2pJEjQxBIdbKZP,13
1246,spotify:track:3fFo6Fxhh5CYTJdONE4FP9,0
1247,spotify:track:0Qh38w01QRXK6KHIv0e3hb,82
1248,spotify:track:66TRwr5uJwPt15mfFkzhbi,70
1249,spotify:track:7of1slAJIWrXxP8ikAHxje,67
1250,spotify:track:6LM8MeuL0otvdufEVtaxCP,3
1251,spotify:track:0Zbbxnx4SGGHoIow4PpISP,87
1252,spotify:track:104buTcnP2AsxqB7U1FIZ4,75
1253,spotify:track:47Sfqrh6K17VYJEagJMlki,46
1254,spotify:track:2EVv4Vxu3HGPr32CQecgHx,68
1255,spotify:track:0n7kGBIfea9zdbXvYlqiGM,60
1256,spotify:track:4jOlOsjDEn35UIE9jbfnhc,31
1257,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,46
1258,spotify:track:7zTx8ePYAmPFQuxP3xlXZn,64
1259,spotify:track:0bZXIae48CY5UZ6MKuNutR,43
1260,spotify:track:042x9bsUBWW2fJgJ6fUh61,55
1261,spotify:track:5HDPtsnyb3maFmPL8LLUTG,78
1262,spotify:track:2OYPmFpM4DrqzdZO9M8XFd,42
1263,spotify:track:7pYFPMeK0TnaTGdS6qOtEr,66
1264,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,76
1265,spotify:track:0yJv0G7r1PZIl1CY5XhvkR,63
1266,spotify:track:6LEFk0KHRfahO5pOMJlbdV,77
1267,spotify:track:4ojwGTehgBRAg52jbFgzJg,70
1268,spotify:track:14oOKFGuXu8DqvOe1W8vao,18
1269,spotify:track:4z1O25cq9g2kuJemmUxc21,72
1270,spotify:track:6sWWT75s5WGeiY90WTmaSf,34
1271,spotify:track:0sZfuG1rArPovx9CdZ40vZ,65
1272,spotify:track:6AKPNSWJlVFN5YZkY0ZmaW,55
1273,spotify:track:5wjottmSzUv5TBn2fz5dhh,41
1274,spotify:track:6V1XbtfGGmfEkyBtTlapw1,0
1275,spotify:track:3n3giwxUIR5iCTH0r0DUWi,54
1276,spotify:track:3QKxz43voebR2NmdKxHQg0,63
1277,spotify:track:4OsZ1vrenrtSbqLJxOceKl,69
1278,spotify:track:3vOmmLuvEUgGaVuRsCs2QF,68
1279,spotify:track:3NgCzSW98SsqBdpYcnm4kv,75
1280,spotify:track:77KHmKnBmVGTjRCeMVXpWH,55
1281,spotify:track:5X6TnKT37TaSDkFm0598Uo,71
1282,spotify:track:5LBxMvApPk3HdsQdi6DT9L,5
1283,spotify:track:32DGGj6KlNuBr6WaqRxpxi,89
1284,spotify:track:3tvalAG6drBYzkoMMnw6og,30
1285,spotify:track:4iyH6JZBZjk3htdJdZ6r51,58
1286,spotify:track:0MIcPSq9n2z5H8TAfEstri,88
1287,spotify:track:1xVznNshNUZcvdhSwj7kAb,50
1288,spotify:track:2s76aKBWKShlwPC4xTtEEE,66
1289,spotify:track:2EEeOnHehOozLq4aS0n6SL,83
1290,spotify:track:66WPXyhXqMlkM1kZhyEXWK,36
1291,spotify:track:3GOjD8hwXOxbTF3apTqSqX,65
1292,spotify:track:0LtVx5vsq9nfpGsWgjUin6,65
1293,spotify:track:1vWT2IkRfgNC1wUT0cNAKx,31
1294,spotify:track:5Gd19NupVe5X8bAqxf9Iaz,38
1295,spotify:track:7bsnTsbiwOymZWjPF9v6Di,75
1296,spotify:track:044qU7kwVZaDwzWnRsmVVL,69
1297,spotify:track:3VZmChrnVW8JK6ano4gSED,70
1298,spotify:track:1RXw3Lly5fhnu15XtZT12F,41
1299,spotify:track:58IL315gMSTD37DOZPJ2hf,68
1300,spotify:track:4BfRDZLIiznSnwU7DdDL9N,62
1301,spotify:track:57Y51hxqMn2j3dosW75R6n,59
1302,spotify:track:1ipE3bBLWeLkIvxWUaxpSu,65
1303,spotify:track:1ophi6jCPs6FkGgUFYmhfQ,59
1304,spotify:track:1e1Tcs9pU5yGcXzJFwXViL,29
