,Unnamed: 0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,song,artist,genre,sv,cr,de,co,dk,at,pa,es,gb,sk,global,nl,br,cl,ec,lt,us,it,be,lu,gr,mx,uy,ca,jp,sg,tr,cz,lv,pe,ch,se,ar,gt,py,pl,ph,nz,fr,fi,hn,ie,do,no,hu,pt,is,bo,au,hk,tw,my,ee
154,54,0.0565,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,0.853,205879,0.547,False,0.0,1,0.341,-7.535,1,0.19399999999999998,142.065,4,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,audio_features,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.6759999999999999,77,Jumpman,Drake,hip hop,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
155,55,0.0113,https://api.spotify.com/v1/audio-analysis/1huvTbEYtgltjQRXzrNKGi,0.8059999999999999,219840,0.608,False,0.0,1,0.635,-7.007999999999999,1,0.0659,95.04899999999999,4,https://api.spotify.com/v1/tracks/1huvTbEYtgltjQRXzrNKGi,audio_features,spotify:track:1huvTbEYtgltjQRXzrNKGi,0.8490000000000001,78,Don't,Ed Sheeran,pop,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False
156,56,0.00205,https://api.spotify.com/v1/audio-analysis/69uxyAqqPIsUyTO8txoP2M,0.638,263787,0.924,True,0.000173,7,0.149,-3.887,1,0.0359,111.995,4,https://api.spotify.com/v1/tracks/69uxyAqqPIsUyTO8txoP2M,audio_features,spotify:track:69uxyAqqPIsUyTO8txoP2M,0.529,79,Adventure Of A Lifetime,Coldplay,rock,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
157,57,0.049,https://api.spotify.com/v1/audio-analysis/1qCdYQdkWvm4cYXAuOlbyc,0.726,233478,0.698,False,0.0,5,0.309,-4.165,1,0.0431,143.994,4,https://api.spotify.com/v1/tracks/1qCdYQdkWvm4cYXAuOlbyc,audio_features,spotify:track:1qCdYQdkWvm4cYXAuOlbyc,0.867,50,Locked Out Of Heaven,Bruno Mars,pop,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
158,58,0.00778,https://api.spotify.com/v1/audio-analysis/3XSczvk4MRteOw4Yx3lqMU,0.667,222667,0.7909999999999999,False,1.1900000000000001e-05,7,0.415,-4.329,0,0.0319,89.956,4,https://api.spotify.com/v1/tracks/3XSczvk4MRteOw4Yx3lqMU,audio_features,spotify:track:3XSczvk4MRteOw4Yx3lqMU,0.42100000000000004,57,Roar,Katy Perry,pop,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
159,59,0.105,https://api.spotify.com/v1/audio-analysis/3oqCnpAoHf3SDFynxx7AU4,0.9109999999999999,199938,0.7090000000000001,False,0.0,10,0.0491,-4.138999999999999,0,0.0673,94.979,4,https://api.spotify.com/v1/tracks/3oqCnpAoHf3SDFynxx7AU4,audio_features,spotify:track:3oqCnpAoHf3SDFynxx7AU4,0.365,55,Fancy,Iggy Azalea,rap,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,60,0.29600000000000004,https://api.spotify.com/v1/audio-analysis/0xMd5bcWTbyXS7wPrBtZA6,0.516,231212,0.772,False,0.0,10,0.10099999999999999,-5.031000000000001,0,0.0476,87.038,4,https://api.spotify.com/v1/tracks/0xMd5bcWTbyXS7wPrBtZA6,audio_features,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,0.32299999999999995,68,Burn,Ellie Goulding,house,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
161,61,0.0279,https://api.spotify.com/v1/audio-analysis/4RXpgGM7A4Hg7cFBoH5KyF,0.537,255093,0.777,False,6.12e-05,7,0.0838,-4.829,0,0.0473,124.943,4,https://api.spotify.com/v1/tracks/4RXpgGM7A4Hg7cFBoH5KyF,audio_features,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF,0.42700000000000005,68,Hey Brother,Avicii,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,62,0.405,https://api.spotify.com/v1/audio-analysis/5tjrH5xrpkgKgYd8zQgU8X,0.879,311333,0.574,False,0.00015,11,0.0913,-8.794,1,0.037000000000000005,114.001,4,https://api.spotify.com/v1/tracks/5tjrH5xrpkgKgYd8zQgU8X,audio_features,spotify:track:5tjrH5xrpkgKgYd8zQgU8X,0.682,16,Stolen Dance,Milky Chance,German,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
163,63,0.031,https://api.spotify.com/v1/audio-analysis/3zU9rdflI65tK4dkkNSp77,0.51,210013,0.747,False,0.0,5,0.233,-4.124,1,0.0651,125.95100000000001,4,https://api.spotify.com/v1/tracks/3zU9rdflI65tK4dkkNSp77,audio_features,spotify:track:3zU9rdflI65tK4dkkNSp77,0.34700000000000003,67,Heroes (we could be),Alesso,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,64,0.00349,https://api.spotify.com/v1/audio-analysis/14Rcq31SafFBHNEwXrtR2B,0.772,227880,0.40700000000000003,False,2.4e-05,6,0.0705,-7.442,0,0.0907,100.006,4,https://api.spotify.com/v1/tracks/14Rcq31SafFBHNEwXrtR2B,audio_features,spotify:track:14Rcq31SafFBHNEwXrtR2B,0.292,73,"Hold On, We're Going Home",Drake,hip hop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
165,65,0.0288,https://api.spotify.com/v1/audio-analysis/6YwLgicpvVuMt1eE2OldwQ,0.6990000000000001,211975,0.883,False,0.0,5,0.8170000000000001,-3.2260000000000004,0,0.21899999999999997,127.961,4,https://api.spotify.com/v1/tracks/6YwLgicpvVuMt1eE2OldwQ,audio_features,spotify:track:6YwLgicpvVuMt1eE2OldwQ,0.499,75,Five More Hours - Deorro x Chris Brown,Deorro,electronic,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
166,66,0.0234,https://api.spotify.com/v1/audio-analysis/0385HqYimoTQaHZP17KwG1,0.738,215520,0.7759999999999999,False,0.0018,1,0.0775,-4.808,1,0.0392,127.984,4,https://api.spotify.com/v1/tracks/0385HqYimoTQaHZP17KwG1,audio_features,spotify:track:0385HqYimoTQaHZP17KwG1,0.608,18,We Found Love,Calvin Harris,electronic,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
167,67,0.0151,https://api.spotify.com/v1/audio-analysis/1BltsyC5W3SAABdxyrDXwi,0.502,255632,0.732,False,0.00011899999999999999,1,0.0897,-5.45,1,0.168,122.025,4,https://api.spotify.com/v1/tracks/1BltsyC5W3SAABdxyrDXwi,audio_features,spotify:track:1BltsyC5W3SAABdxyrDXwi,0.536,71,Latch,Disclosure,house,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
168,68,0.27899999999999997,https://api.spotify.com/v1/audio-analysis/4nS1sut0R2mgmFitKIShVe,0.6970000000000001,213445,0.687,False,5.11e-06,2,0.0861,-6.574,0,0.0537,154.921,4,https://api.spotify.com/v1/tracks/4nS1sut0R2mgmFitKIShVe,audio_features,spotify:track:4nS1sut0R2mgmFitKIShVe,0.75,66,On My Mind,Ellie Goulding,house,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
169,69,0.439,https://api.spotify.com/v1/audio-analysis/47zREtxQZ3cHHIZwUQnuuN,0.564,233337,0.552,False,0.0,0,0.163,-5.438,1,0.055,119.90700000000001,4,https://api.spotify.com/v1/tracks/47zREtxQZ3cHHIZwUQnuuN,audio_features,spotify:track:47zREtxQZ3cHHIZwUQnuuN,0.26,33,Never Be Like You (feat. Kai),Flume,rock,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,70,0.135,https://api.spotify.com/v1/audio-analysis/2Zb7wnGUnNPCas2E0wWSQ5,0.7859999999999999,219333,0.868,False,0.0,1,0.218,-5.502999999999999,1,0.3,140.024,4,https://api.spotify.com/v1/tracks/2Zb7wnGUnNPCas2E0wWSQ5,audio_features,spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,0.7709999999999999,18,Ni**as In Paris,JAY Z,hip hop,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
171,71,0.00146,https://api.spotify.com/v1/audio-analysis/65YsalQBmQCzIPaay72CzQ,0.541,225200,0.684,False,0.0,11,0.136,-5.957000000000001,0,0.0513,91.954,4,https://api.spotify.com/v1/tracks/65YsalQBmQCzIPaay72CzQ,audio_features,spotify:track:65YsalQBmQCzIPaay72CzQ,0.40700000000000003,55,Diamonds,Rihanna,r&b,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
172,72,0.261,https://api.spotify.com/v1/audio-analysis/48gsLPdOUEDjr7P8Wvykne,0.706,202120,0.247,False,0.0,5,0.10300000000000001,-17.961,1,0.0311,127.81200000000001,4,https://api.spotify.com/v1/tracks/48gsLPdOUEDjr7P8Wvykne,audio_features,spotify:track:48gsLPdOUEDjr7P8Wvykne,0.424,63,Budapest,George Ezra,indie,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
173,73,0.441,https://api.spotify.com/v1/audio-analysis/7ueP5u2qkdZbIPN2YA6LR0,0.826,259093,0.436,False,0.615,1,0.0964,-9.583,1,0.0558,119.051,4,https://api.spotify.com/v1/tracks/7ueP5u2qkdZbIPN2YA6LR0,audio_features,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,0.272,15,Sail,AWOLNATION,indie,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
174,74,0.0525,https://api.spotify.com/v1/audio-analysis/53Y0kdCa1CZ9gRqEuknfwy,0.599,193333,0.8690000000000001,False,0.00719,0,0.10300000000000001,-3.697,1,0.0789,108.061,4,https://api.spotify.com/v1/tracks/53Y0kdCa1CZ9gRqEuknfwy,audio_features,spotify:track:53Y0kdCa1CZ9gRqEuknfwy,0.593,69,Bang My Head (feat. Sia & Fetty Wap),David Guetta,electronic,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
175,75,0.00125,https://api.spotify.com/v1/audio-analysis/6PtXobrqImYfnpIxNsJApa,0.614,170625,0.972,False,0.0186,5,0.32799999999999996,-3.927,0,0.08800000000000001,127.96600000000001,4,https://api.spotify.com/v1/tracks/6PtXobrqImYfnpIxNsJApa,audio_features,spotify:track:6PtXobrqImYfnpIxNsJApa,0.41100000000000003,68,Bad (feat. Vassy) - Radio Edit,David Guetta,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,76,0.794,https://api.spotify.com/v1/audio-analysis/5BSndweF91KDqyxANsZcQH,0.685,163133,0.466,False,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,4,https://api.spotify.com/v1/tracks/5BSndweF91KDqyxANsZcQH,audio_features,spotify:track:5BSndweF91KDqyxANsZcQH,0.353,17,Ho Hey,The Lumineers,folk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
177,77,0.615,https://api.spotify.com/v1/audio-analysis/6ZSO7kPn8IMJFymyticbJO,0.6,225882,0.41200000000000003,False,0.0025,8,0.134,-9.343,1,0.344,113.04899999999999,5,https://api.spotify.com/v1/tracks/6ZSO7kPn8IMJFymyticbJO,audio_features,spotify:track:6ZSO7kPn8IMJFymyticbJO,0.408,76,Gold,Kiiara,r&b,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False
178,78,0.00256,https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,0.618,196693,0.7170000000000001,False,0.0,7,0.625,-5.7379999999999995,1,0.318,190.05,4,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,audio_features,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,0.603,77,679 (feat. Remy Boyz),Fetty Wap,rap,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,79,0.007109999999999999,https://api.spotify.com/v1/audio-analysis/46lFttIf5hnUZMGvjK0Wxo,0.506,227074,0.805,False,0.00193,1,0.0856,-4.119,1,0.0469,126.008,4,https://api.spotify.com/v1/tracks/46lFttIf5hnUZMGvjK0Wxo,audio_features,spotify:track:46lFttIf5hnUZMGvjK0Wxo,0.38299999999999995,76,Runaway (U & I),Galantis,electronic,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
180,80,0.0165,https://api.spotify.com/v1/audio-analysis/1LoriJC05IrHIDwj3q0KC1,0.8029999999999999,200680,0.504,True,5.25e-06,5,0.335,-7.218,0,0.0979,111.014,4,https://api.spotify.com/v1/tracks/1LoriJC05IrHIDwj3q0KC1,audio_features,spotify:track:1LoriJC05IrHIDwj3q0KC1,0.498,70,Hands To Myself,Selena Gomez,pop,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
181,81,0.23600000000000002,https://api.spotify.com/v1/audio-analysis/2N0NifjyXAdMOB4KBGvBJ6,0.669,255173,0.521,False,0.0,7,0.0802,-8.732000000000001,1,0.0366,130.071,4,https://api.spotify.com/v1/tracks/2N0NifjyXAdMOB4KBGvBJ6,audio_features,spotify:track:2N0NifjyXAdMOB4KBGvBJ6,0.327,12,White Iverson,Post Malone,rap,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False
182,82,0.18600000000000003,https://api.spotify.com/v1/audio-analysis/3jfr0TF6DQcOLat8gGn7E2,0.5479999999999999,272394,0.532,False,0.000263,5,0.217,-7.596,1,0.0323,85.03,4,https://api.spotify.com/v1/tracks/3jfr0TF6DQcOLat8gGn7E2,audio_features,spotify:track:3jfr0TF6DQcOLat8gGn7E2,0.405,23,Do I Wanna Know?,Arctic Monkeys,rock,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
183,83,0.41700000000000004,https://api.spotify.com/v1/audio-analysis/2w2lfwoTELQyN940qM7Nfd,0.466,203641,0.747,False,9.76e-06,4,0.107,-4.838,0,0.0795,92.161,4,https://api.spotify.com/v1/tracks/2w2lfwoTELQyN940qM7Nfd,audio_features,spotify:track:2w2lfwoTELQyN940qM7Nfd,0.43,55,Dangerous (feat. Sam Martin),David Guetta,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,84,0.00937,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,0.47200000000000003,236133,0.7140000000000001,False,0.0,1,0.0764,-4.388999999999999,0,0.0334,98.992,4,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,audio_features,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,0.24,69,Love Me Harder,Ariana Grande,pop,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
185,85,0.09300000000000001,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,0.628,197267,0.593,True,1.65e-06,8,0.096,-5.0360000000000005,1,0.0323,125.02600000000001,4,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,0.10400000000000001,75,One Last Time,Ariana Grande,pop,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,False
186,86,0.0415,https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb,0.69,223080,0.524,True,3.16e-06,6,0.17,-8.39,0,0.10300000000000001,164.023,4,https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb,audio_features,spotify:track:4BHzQ9C00ceJxfG16AlNWb,0.562,73,Send My Love (To Your New Lover),Adele,pop,False,True,False,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False
187,87,0.565,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,0.857,244973,0.517,False,0.000195,0,0.102,-6.972,1,0.0384,129.063,4,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,audio_features,spotify:track:4wCmqSrbyCgxEXROQE6vtV,0.754,74,Somebody That I Used To Know,Gotye,rock,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
188,88,0.932,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,0.612,213827,0.28,True,0.0,0,0.08800000000000001,-8.648,1,0.0434,72.795,4,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,audio_features,spotify:track:0nJW01T7XtvILxQgC5J7Wh,0.387,84,When I Was Your Man,Bruno Mars,pop,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False
189,89,0.41700000000000004,https://api.spotify.com/v1/audio-analysis/6ukMqDxnOPOgoHdak7Kyp3,0.795,190453,0.616,False,0.0,1,0.349,-5.281000000000001,0,0.06,110.015,4,https://api.spotify.com/v1/tracks/6ukMqDxnOPOgoHdak7Kyp3,audio_features,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,0.815,75,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,pop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,90,0.0653,https://api.spotify.com/v1/audio-analysis/1X1DWw2pcNZ8zSub3uhlNz,0.42100000000000004,202533,0.873,False,0.0,10,0.12300000000000001,-4.343,1,0.0565,84.803,4,https://api.spotify.com/v1/tracks/1X1DWw2pcNZ8zSub3uhlNz,audio_features,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,0.63,73,Hall of Fame,The Script,pop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
191,91,0.0262,https://api.spotify.com/v1/audio-analysis/27jdUE1EYDSXZqhjuNxLem,0.738,285014,0.483,True,0.616,6,0.106,-8.915,0,0.0403,93.458,4,https://api.spotify.com/v1/tracks/27jdUE1EYDSXZqhjuNxLem,audio_features,spotify:track:27jdUE1EYDSXZqhjuNxLem,0.355,67,Magic,Coldplay,rock,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False
192,92,0.24,https://api.spotify.com/v1/audio-analysis/03gqZZavMKhWbSjdQvpF6O,0.344,485360,0.509,False,0.0,5,0.083,-6.607,0,0.0722,76.00399999999999,4,https://api.spotify.com/v1/tracks/03gqZZavMKhWbSjdQvpF6O,audio_features,spotify:track:03gqZZavMKhWbSjdQvpF6O,0.529,60,Mirrors,Justin Timberlake,r&b,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True
193,93,0.000176,https://api.spotify.com/v1/audio-analysis/1fzJyTCKeZuTSLByCsLRHl,0.655,192790,0.8190000000000001,False,0.00374,0,0.10400000000000001,-4.852,1,0.0316,117.956,5,https://api.spotify.com/v1/tracks/1fzJyTCKeZuTSLByCsLRHl,audio_features,spotify:track:1fzJyTCKeZuTSLByCsLRHl,0.7659999999999999,16,Safe and Sound,Capital Cities,indie,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,94,0.0426,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,0.794,248413,0.8109999999999999,False,1.07e-06,6,0.10099999999999999,-8.966000000000001,0,0.038,116.04700000000001,4,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,audio_features,spotify:track:2Foc5Q5nqNiosCNqttzHof,0.862,76,Get Lucky - Radio Edit,Daft Punk,electronic,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
195,95,0.0348,https://api.spotify.com/v1/audio-analysis/6nCdW7lwO9AlPOepk689AF,0.76,177685,0.652,False,0.0,6,0.307,-7.321000000000001,1,0.23199999999999998,100.315,4,https://api.spotify.com/v1/tracks/6nCdW7lwO9AlPOepk689AF,audio_features,spotify:track:6nCdW7lwO9AlPOepk689AF,0.759,31,Talk Dirty (feat. 2 Chainz),Jason Derulo,rap,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,96,0.11199999999999999,https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,0.612,212862,0.84,False,0.0,11,0.11599999999999999,-3.145,0,0.0509,129.042,4,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,audio_features,spotify:track:2V65y3PX4DkRhy1djlxd9p,0.43799999999999994,77,Don't You Worry Child (Radio Edit),Swedish House Mafia,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,97,0.0242,https://api.spotify.com/v1/audio-analysis/2S5LNtRVRPbXk01yRQ14sZ,0.8540000000000001,224258,0.7659999999999999,False,0.0,9,0.0793,-4.697,0,0.141,118.00399999999999,4,https://api.spotify.com/v1/tracks/2S5LNtRVRPbXk01yRQ14sZ,audio_features,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,0.784,70,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,98,0.0538,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,0.778,219306,0.741,False,2.04e-06,10,0.29,-4.97,0,0.0484,102.95,4,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,audio_features,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0.364,72,Bitch Better Have My Money,Rihanna,r&b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
