,Unnamed: 0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,song,artist,genre,sv,cr,de,co,dk,at,pa,es,gb,sk,global,nl,br,cl,ec,lt,us,it,be,lu,gr,mx,uy,ca,jp,sg,tr,cz,lv,pe,ch,se,ar,gt,py,pl,ph,nz,fr,fi,hn,ie,do,no,hu,pt,is,bo,au,hk,tw,my,ee
0,0,0.581,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,0.825,233713,0.652,True,0.0,1,0.0931,-3.1830000000000003,0,0.0802,95.977,4,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.9309999999999999,92,Shape of You,Ed Sheeran,pop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,1,0.00902,https://api.spotify.com/v1/audio-analysis/12VWzyPDBCc8fqeWCAfNwR,0.785,173987,0.617,True,0.00246,1,0.35100000000000003,-5.871,1,0.0522,103.98100000000001,4,https://api.spotify.com/v1/tracks/12VWzyPDBCc8fqeWCAfNwR,audio_features,spotify:track:12VWzyPDBCc8fqeWCAfNwR,0.382,74,One Dance,Drake,hip hop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,2,0.415,https://api.spotify.com/v1/audio-analysis/7crMiinWx373rNBZBaVske,0.736,245507,0.541,True,0.0,8,0.11,-5.597,1,0.0297,94.962,4,https://api.spotify.com/v1/tracks/7crMiinWx373rNBZBaVske,audio_features,spotify:track:7crMiinWx373rNBZBaVske,0.662,65,Closer,The Chainsmokers,house,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,3,0.00346,https://api.spotify.com/v1/audio-analysis/4vS8VaBwJJV5Ry7UFIQuoo,0.723,176561,0.809,True,0.00123,7,0.565,-3.0810000000000004,0,0.0625,98.007,4,https://api.spotify.com/v1/tracks/4vS8VaBwJJV5Ry7UFIQuoo,audio_features,spotify:track:4vS8VaBwJJV5Ry7UFIQuoo,0.27399999999999997,20,Lean On (feat. MØ & DJ Snake),Major Lazer,electronic,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False
4,4,0.474,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,0.7809999999999999,281560,0.445,True,0.0,2,0.184,-6.061,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.591,87,Thinking Out Loud,Ed Sheeran,pop,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
5,5,0.0865,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,0.605,200787,0.768,True,0.0,0,0.308,-3.7239999999999998,0,0.0476,100.209,4,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,audio_features,spotify:track:09CtPGIpYB4BrO8qb1RGsF,0.414,76,Sorry,Justin Bieber,pop,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False
6,6,0.222,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,0.63,228827,0.815,True,0.0,2,0.091,-4.265,1,0.152,88.35700000000001,4,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,audio_features,spotify:track:6rPO02ozF3bM7NnOV4h6s2,0.813,81,Despacito - Remix,Luis Fonsi,latino,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,7,0.856,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,0.607,233720,0.376,True,0.0,4,0.285,-9.954,1,0.45299999999999996,102.541,4,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,audio_features,spotify:track:50kpGaPAhYJ3sGmk6vplg0,0.545,77,Love Yourself,Justin Bieber,pop,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False
8,8,0.19,https://api.spotify.com/v1/audio-analysis/0w75KG0DuLDi6tdHmEMovD,0.534,208667,0.868,True,0.00318,11,0.14800000000000002,-5.0569999999999995,1,0.20600000000000002,159.757,4,https://api.spotify.com/v1/tracks/0w75KG0DuLDi6tdHmEMovD,audio_features,spotify:track:0w75KG0DuLDi6tdHmEMovD,0.406,61,Don't Let Me Down,The Chainsmokers,house,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
9,9,0.034,https://api.spotify.com/v1/audio-analysis/1MtUq6Wp1eQ8PC6BbPCj8P,0.665,197933,0.725,True,9.17e-06,7,0.0864,-6.587999999999999,0,0.12,101.96,4,https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P,audio_features,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,0.703,77,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,electronic,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
10,10,0.168,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.675,230453,0.595,True,3.36e-06,7,0.136,-7.0329999999999995,1,0.284,185.998,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.491,81,Starboy,The Weeknd,rap,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,11,0.0771,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,0.652,205947,0.713,True,1.0199999999999999e-05,8,0.14400000000000002,-5.311,1,0.0368,100.023,4,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,audio_features,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,0.152,77,Let Me Love You,DJ Snake,electronic,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,12,0.61,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,0.8370000000000001,205680,0.5710000000000001,False,0.000898,5,0.0849,-8.273,0,0.0922,125.03399999999999,4,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,audio_features,spotify:track:4B0JvthVoAAuygILe3n4Bs,0.8009999999999999,73,What Do You Mean?,Justin Bieber,pop,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,False
13,13,0.055,https://api.spotify.com/v1/audio-analysis/7zsXy7vlHdItvUSH8EwQss,0.602,185360,0.797,False,0.0,6,0.187,-5.084,0,0.0534,92.928,4,https://api.spotify.com/v1/tracks/7zsXy7vlHdItvUSH8EwQss,audio_features,spotify:track:7zsXy7vlHdItvUSH8EwQss,0.49200000000000005,75,Cold Water,Major Lazer,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14,14,0.0472,https://api.spotify.com/v1/audio-analysis/27SdWb2rFzO6GWiYDBTD9j,0.628,211667,0.698,True,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,https://api.spotify.com/v1/tracks/27SdWb2rFzO6GWiYDBTD9j,audio_features,spotify:track:27SdWb2rFzO6GWiYDBTD9j,0.732,79,Cheap Thrills,Sia,pop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
15,15,0.607,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,258987,0.379,True,0.00046399999999999995,4,0.0986,-10.48,1,0.0476,107.98899999999999,4,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.201,87,Photograph,Ed Sheeran,pop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,16,0.128,https://api.spotify.com/v1/audio-analysis/1OmcAT5Y8eg5bUPv9qJT4R,0.58,218320,0.531,True,0.000127,5,0.14300000000000002,-6.631,0,0.0776,159.786,4,https://api.spotify.com/v1/tracks/1OmcAT5Y8eg5bUPv9qJT4R,audio_features,spotify:track:1OmcAT5Y8eg5bUPv9qJT4R,0.141,87,rockstar,Post Malone,rap,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,17,0.0462,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,0.7340000000000001,202333,0.637,True,2.2899999999999998e-05,4,0.0602,-5.6770000000000005,0,0.141,169.977,4,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,audio_features,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648,84,Stressed Out,Twenty One Pilots,punk,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False
18,18,0.00801,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,0.856,269667,0.609,False,8.149999999999999e-05,0,0.0344,-7.223,1,0.0824,114.988,4,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.9279999999999999,84,Uptown Funk,Mark Ronson,Unknown,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False
19,19,0.141,https://api.spotify.com/v1/audio-analysis/023OVLNzXhX0j7CxswUt6D,0.78,180560,0.68,False,1.2e-05,4,0.138,-6.081,1,0.0305,118.02600000000001,4,https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D,audio_features,spotify:track:023OVLNzXhX0j7CxswUt6D,0.594,64,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Unknown,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
20,20,0.287,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,0.765,237300,0.473,True,0.0,10,0.391,-5.829,1,0.0514,119.992,4,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,audio_features,spotify:track:5kqIPrATaCc2LqxVWzQGbk,0.34,82,7 Years,Lukas Graham,Unknown,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False
21,21,0.2,https://api.spotify.com/v1/audio-analysis/7CUYHcu0RnbOnMz4RuN07w,0.618,228200,0.7929999999999999,True,0.0,2,0.106,-4.777,1,0.151,88.387,4,https://api.spotify.com/v1/tracks/7CUYHcu0RnbOnMz4RuN07w,audio_features,spotify:track:7CUYHcu0RnbOnMz4RuN07w,0.8740000000000001,78,Despacito (Featuring Daddy Yankee),Luis Fonsi,latino,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,22,0.0186,https://api.spotify.com/v1/audio-analysis/3zkWCteF82vJwv0hRLba76,0.7509999999999999,206880,0.7440000000000001,True,0.0,10,0.0447,-6.604,0,0.0671,149.961,4,https://api.spotify.com/v1/tracks/3zkWCteF82vJwv0hRLba76,audio_features,spotify:track:3zkWCteF82vJwv0hRLba76,0.77,16,Stitches,Shawn Mendes,pop,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True,False
23,23,0.0291,https://api.spotify.com/v1/audio-analysis/7gHs73wELdeycvS48JfIos,0.589,212627,0.6509999999999999,True,3.2e-06,6,0.111,-5.0969999999999995,1,0.0306,90.01100000000001,4,https://api.spotify.com/v1/tracks/7gHs73wELdeycvS48JfIos,audio_features,spotify:track:7gHs73wELdeycvS48JfIos,0.166,85,Faded,Alan Walker,electronic,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False
24,24,0.19899999999999998,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,0.63,222160,0.9279999999999999,True,0.124,9,0.14800000000000002,-2.787,0,0.0331,123.963,4,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,audio_features,spotify:track:0azC730Exh71aQlOt9Zj3y,0.465,82,This Is What You Came For,Calvin Harris,electronic,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False
25,25,0.336,https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw,0.48100000000000004,295493,0.451,True,0.0,5,0.0872,-6.095,0,0.0347,157.966,4,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.289,72,Hello,Adele,pop,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,True,True,True,True,False
26,26,0.124,https://api.spotify.com/v1/audio-analysis/6RsWqX8zABZLhZydXxEFOm,0.7020000000000001,213520,0.77,False,0.0,9,0.10300000000000001,-5.416,0,0.0482,107.95100000000001,4,https://api.spotify.com/v1/tracks/6RsWqX8zABZLhZydXxEFOm,audio_features,spotify:track:6RsWqX8zABZLhZydXxEFOm,0.593,77,Can't Feel My Face,The Weeknd,rap,False,True,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
27,27,0.695,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,0.358,211467,0.557,True,0.0,10,0.0902,-7.398,1,0.059000000000000004,85.04299999999999,4,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,audio_features,spotify:track:5uCax9HTNlzGybIStD3vDh,0.494,86,Say You Won't Let Go,James Arthur,pop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,28,0.10300000000000001,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,0.8029999999999999,214480,0.585,True,3.94e-06,8,0.0644,-5.861000000000001,1,0.0432,105.01700000000001,4,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,audio_features,spotify:track:4tCtwWceOPWzenK2HAIJSb,0.593,82,Work from Home,Fifth Harmony,pop,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False
29,29,0.634,https://api.spotify.com/v1/audio-analysis/0aOluBqXYd0rFSCsgDyAWX,0.5660000000000001,241693,0.664,False,0.0,4,0.11599999999999999,-5.303,0,0.0464,128.945,4,https://api.spotify.com/v1/tracks/0aOluBqXYd0rFSCsgDyAWX,audio_features,spotify:track:0aOluBqXYd0rFSCsgDyAWX,0.43700000000000006,76,Take Me to Church,Hozier,folk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,30,0.0306,https://api.spotify.com/v1/audio-analysis/1dNIEtp7AY3oDAKCGg2XkH,0.607,247627,0.649,True,2.46e-05,11,0.174,-6.695,0,0.0362,102.99600000000001,4,https://api.spotify.com/v1/tracks/1dNIEtp7AY3oDAKCGg2XkH,audio_features,spotify:track:1dNIEtp7AY3oDAKCGg2XkH,0.505,82,Something Just Like This,The Chainsmokers,house,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
31,31,0.064,https://api.spotify.com/v1/audio-analysis/4m6D70k5xMmCDCB19u7Bi0,0.599,219320,0.5379999999999999,True,0.0,11,0.0927,-6.3,1,0.171,183.94099999999997,4,https://api.spotify.com/v1/tracks/4m6D70k5xMmCDCB19u7Bi0,audio_features,spotify:track:4m6D70k5xMmCDCB19u7Bi0,0.56,57,Work,Rihanna,r&b,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False
32,32,0.0106,https://api.spotify.com/v1/audio-analysis/1WkMMavIMc4JZ8cfMmxHkI,0.669,237547,0.8320000000000001,True,0.0,0,0.0968,-5.72,1,0.0682,113.035,4,https://api.spotify.com/v1/tracks/1WkMMavIMc4JZ8cfMmxHkI,audio_features,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,0.7,78,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,r&b,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
33,33,0.000259,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,0.904,177000,0.611,True,2.0300000000000002e-05,1,0.0976,-6.8420000000000005,0,0.0888,150.02,4,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,audio_features,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.4,87,HUMBLE.,Kendrick Lamar,hip hop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,34,0.132,https://api.spotify.com/v1/audio-analysis/1rtDwblY1CJ9i490fMzJnc,0.455,187973,0.797,True,0.0,10,0.11,-4.133,0,0.36,165.717,4,https://api.spotify.com/v1/tracks/1rtDwblY1CJ9i490fMzJnc,audio_features,spotify:track:1rtDwblY1CJ9i490fMzJnc,0.757,18,Treat You Better,Shawn Mendes,pop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
35,35,0.5589999999999999,https://api.spotify.com/v1/audio-analysis/4cdv3CQkDVZzZOKm0kaaZu,0.41600000000000004,172724,0.43,True,0.000244,0,0.11,-6.516,1,0.0408,84.406,4,https://api.spotify.com/v1/tracks/4cdv3CQkDVZzZOKm0kaaZu,audio_features,spotify:track:4cdv3CQkDVZzZOKm0kaaZu,0.177,6,Stay With Me,Sam Smith,pop,False,True,False,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False
36,36,0.369,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,0.6890000000000001,229526,0.48100000000000004,False,1.03e-06,10,0.0649,-7.502999999999999,1,0.0815,80.025,4,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,audio_features,spotify:track:7wqSzGeodspE3V6RBD5W8L,0.28300000000000003,29,See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,37,0.0293,https://api.spotify.com/v1/audio-analysis/1F2HXIJrE2Xn81OzT2zZvW,0.726,233833,0.769,True,0.0101,6,0.10400000000000001,-5.043,1,0.12300000000000001,97.985,4,https://api.spotify.com/v1/tracks/1F2HXIJrE2Xn81OzT2zZvW,audio_features,spotify:track:1F2HXIJrE2Xn81OzT2zZvW,0.733,32,Unforgettable,French Montana,hip hop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
38,38,0.0375,https://api.spotify.com/v1/audio-analysis/40MkEbKzuSW9ET6HBngqnK,0.747,166138,0.877,False,0.000833,9,0.233,-3.782,0,0.0664,107.991,4,https://api.spotify.com/v1/tracks/40MkEbKzuSW9ET6HBngqnK,audio_features,spotify:track:40MkEbKzuSW9ET6HBngqnK,0.752,21,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,electronic,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,39,0.18600000000000003,https://api.spotify.com/v1/audio-analysis/0ofbQMrRDsUaVKq2mGLEAb,0.768,216897,0.517,True,3.8e-05,7,0.10400000000000001,-4.323,0,0.0312,104.992,4,https://api.spotify.com/v1/tracks/0ofbQMrRDsUaVKq2mGLEAb,audio_features,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,0.418,84,Havana,Camila Cabello,pop,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
40,40,0.0841,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,0.732,195920,0.396,True,3.5799999999999996e-05,4,0.105,-9.347999999999999,0,0.0286,90.024,4,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.5479999999999999,83,Heathens,Twenty One Pilots,punk,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
41,41,0.365,https://api.spotify.com/v1/audio-analysis/6GmUVqe73u5YRfUUynZK6I,0.479,252733,0.545,True,0.0,7,0.0963,-7.346,1,0.0688,74.89699999999999,4,https://api.spotify.com/v1/tracks/6GmUVqe73u5YRfUUynZK6I,audio_features,spotify:track:6GmUVqe73u5YRfUUynZK6I,0.244,75,Let Her Go,Passenger,indie,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False
42,42,0.00302,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,0.903,267067,0.621,False,0.00018600000000000002,2,0.0504,-8.132,1,0.0578,134.969,4,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.5529999999999999,74,Hotline Bling,Drake,hip hop,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
43,43,0.922,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,0.42200000000000004,269560,0.264,False,0.0,8,0.132,-7.064,1,0.0322,119.93,4,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,audio_features,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.331,86,All of Me,John Legend,r&b,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False
44,44,0.040999999999999995,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,0.43200000000000005,250286,0.7809999999999999,False,4.21e-06,4,0.0789,-4.038,0,0.0567,139.43200000000002,4,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,audio_features,spotify:track:66hayvUbTotekKU3H4ta1f,0.19699999999999998,79,Where Are Ü Now (with Justin Bieber),Jack Ü,electronic,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
